Bandwidth: 100 Mbit/s
RTT: 72 ms
BDP: 900000 B/s
Max In-Flight Packets: 703
[client_side_proxy] starting proxy with pid 1362266, port 18081, cc cubic
[server] starting server with pid 1362265, port 18080, cc cubic, iw 32
[server][session 0] open
[client] connection establishment time: 0.149019 s
[client_side_proxy][control_session 0] open
[client_side_proxy][control_session 0] handover state received
[client_side_proxy][control_session 0] closed
[client_side_proxy][proxy_session 0] open
[client] migrated to 10.0.0.102:34541
[client_side_proxy][proxy_session 0][stream 0] open
[server][session 0][stream 0] open
[client] time to first byte: 0.300000 s
[server][session 0] migrated to 10.0.0.102:49113
[client] second 0.100697: 7058732.212798 bit/s, bytes received: 88849 B, packets received: 87
[client] second 0.201285: 11302727.416762 bit/s, bytes received: 142115 B, packets received: 118
[client] second 0.301348: 28355481.301930 bit/s, bytes received: 354667 B, packets received: 292
[client] second 0.401680: 47364106.902315 bit/s, bytes received: 594017 B, packets received: 489
[client] second 0.501689: 86332018.610903 bit/s, bytes received: 1079244 B, packets received: 889
[client] second 0.601965: 67677141.888639 bit/s, bytes received: 848294 B, packets received: 699
[client] second 0.701983: 65453616.029259 bit/s, bytes received: 818324 B, packets received: 669
[client] second 0.802041: 122716360.050899 bit/s, bytes received: 1534837 B, packets received: 1191
[client] second 0.902392: 28861637.704179 bit/s, bytes received: 362036 B, packets received: 298
[client] second 1.002459: 158495339.327313 bit/s, bytes received: 1982536 B, packets received: 1489
[client] second 1.102481: 94351608.184657 bit/s, bytes received: 1179648 B, packets received: 973
[client] second 1.202507: 94738713.506830 bit/s, bytes received: 1184546 B, packets received: 975
[client] second 1.302528: 94843586.392061 bit/s, bytes received: 1185793 B, packets received: 977
[client] second 1.402658: 94641390.630792 bit/s, bytes received: 1184549 B, packets received: 977
[client] second 1.502690: 94833106.610279 bit/s, bytes received: 1185790 B, packets received: 976
[client] second 1.602789: 94670216.366543 bit/s, bytes received: 1184549 B, packets received: 978
[client] second 1.702840: 94715815.014246 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 1.802928: 94778827.083210 bit/s, bytes received: 1185783 B, packets received: 978
[client] second 1.902952: 94741608.124651 bit/s, bytes received: 1184553 B, packets received: 975
[client] second 2.002972: 94746310.791813 bit/s, bytes received: 1184559 B, packets received: 976
[client] second 2.102994: 94841722.658068 bit/s, bytes received: 1185783 B, packets received: 976
[client] second 2.203039: 94721259.439174 bit/s, bytes received: 1184549 B, packets received: 977
[client] second 2.303061: 94785314.053061 bit/s, bytes received: 1185075 B, packets received: 976
[client] second 2.403093: 94635255.271816 bit/s, bytes received: 1183322 B, packets received: 976
[client] second 2.503167: 94792604.155981 bit/s, bytes received: 1185790 B, packets received: 976
[client] second 2.603197: 94736334.674070 bit/s, bytes received: 1184549 B, packets received: 977
[client] second 2.703218: 94842329.945296 bit/s, bytes received: 1185790 B, packets received: 976
[client] second 2.803285: 94700709.170643 bit/s, bytes received: 1184549 B, packets received: 976
