Bandwidth: 100 Mbit/s
RTT: 72 ms
BDP: 900000 B/s
Max In-Flight Packets: 703
[client_side_proxy] starting proxy with pid 1364485, port 18081, cc cubic
[server] starting server with pid 1364486, port 18080, cc cubic, iw 32
[server][session 0] open
[client] connection establishment time: 0.148171 s
[client_side_proxy][control_session 0] open
[client_side_proxy][control_session 0] handover state received
[client_side_proxy][control_session 0] closed
[client_side_proxy][proxy_session 0] open
[client] migrated to 10.0.0.102:46714
[client_side_proxy][proxy_session 0][stream 0] open
[server][session 0][stream 0] open
[client] time to first byte: 0.299610 s
[server][session 0] migrated to 10.0.0.102:59943
[client] second 0.100428: 6784466.798846 bit/s, bytes received: 85168 B, packets received: 84
[client] second 0.200619: 10661640.888103 bit/s, bytes received: 133526 B, packets received: 110
[client] second 0.300804: 26655371.776246 bit/s, bytes received: 333807 B, packets received: 275
[client] second 0.400873: 49409077.468893 bit/s, bytes received: 618043 B, packets received: 508
[client] second 0.500932: 81384939.387604 bit/s, bytes received: 1017911 B, packets received: 839
[client] second 0.601452: 74777932.343211 bit/s, bytes received: 939583 B, packets received: 774
[client] second 0.701484: 44325541.909946 bit/s, bytes received: 554248 B, packets received: 449
[client] second 0.801512: 130152941.044624 bit/s, bytes received: 1627357 B, packets received: 1254
[client] second 0.901550: 94728437.724015 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 1.001630: 94786471.487242 bit/s, bytes received: 1185783 B, packets received: 976
[client] second 1.101682: 94715186.428375 bit/s, bytes received: 1184556 B, packets received: 977
[client] second 1.201722: 94726265.362256 bit/s, bytes received: 1184549 B, packets received: 970
[client] second 1.301824: 85271208.638679 bit/s, bytes received: 1066979 B, packets received: 878
[client] second 1.401888: 93135027.993982 bit/s, bytes received: 1164933 B, packets received: 960
[client] second 1.501946: 93336464.196153 bit/s, bytes received: 1167378 B, packets received: 962
[client] second 1.602062: 91770256.727221 bit/s, bytes received: 1148461 B, packets received: 947
[client] second 1.702092: 93559331.007504 bit/s, bytes received: 1169839 B, packets received: 964
[client] second 1.802133: 93056801.769939 bit/s, bytes received: 1163697 B, packets received: 958
[client] second 1.902161: 93364334.384145 bit/s, bytes received: 1167371 B, packets received: 962
[client] second 2.002182: 93862090.764435 bit/s, bytes received: 1173520 B, packets received: 967
[client] second 2.102195: 93728927.296098 bit/s, bytes received: 1171774 B, packets received: 967
[client] second 2.202212: 94159543.008742 bit/s, bytes received: 1177194 B, packets received: 971
[client] second 2.302295: 94293554.662113 bit/s, bytes received: 1179648 B, packets received: 973
[client] second 2.402345: 94226255.925393 bit/s, bytes received: 1178421 B, packets received: 971
[client] second 2.502422: 94593082.243051 bit/s, bytes received: 1183322 B, packets received: 974
[client] second 2.602448: 94642885.189318 bit/s, bytes received: 1183336 B, packets received: 975
[client] second 2.702505: 94750040.289283 bit/s, bytes received: 1185058 B, packets received: 977
[client] second 2.802528: 94645987.443924 bit/s, bytes received: 1183339 B, packets received: 976
[client] second 2.902545: 94747226.486165 bit/s, bytes received: 1184549 B, packets received: 976
[client] second 3.002567: 94842697.854005 bit/s, bytes received: 1185790 B, packets received: 976
[client] second 3.102648: 94686798.549449 bit/s, bytes received: 1184549 B, packets received: 977
[client] second 3.202666: 94748621.011465 bit/s, bytes received: 1184563 B, packets received: 976
[client] second 3.302796: 94738520.127280 bit/s, bytes received: 1185776 B, packets received: 977
[client] second 3.402859: 94802672.569466 bit/s, bytes received: 1185783 B, packets received: 976
[client] second 3.502889: 94736502.416106 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 3.602911: 94842204.350229 bit/s, bytes received: 1185783 B, packets received: 977
[client] second 3.702935: 94643368.036817 bit/s, bytes received: 1183329 B, packets received: 976
[client] second 3.803005: 94795554.338637 bit/s, bytes received: 1185781 B, packets received: 976
[client] second 3.903025: 94688603.596087 bit/s, bytes received: 1183843 B, packets received: 976
[client] second 4.003105: 94787497.211586 bit/s, bytes received: 1185783 B, packets received: 976
[client] second 4.103205: 94767430.952819 bit/s, bytes received: 1185783 B, packets received: 977
[client] second 4.203245: 94726540.126149 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 4.303270: 94739977.423467 bit/s, bytes received: 1184547 B, packets received: 977
