Bandwidth: 100 Mbit/s
RTT: 72 ms
BDP: 900000 B/s
Max In-Flight Packets: 703
[client_side_proxy] starting proxy with pid 1375483, port 18081, cc cubic
[server] starting server with pid 1375491, port 18080, cc cubic, iw 32
[server][session 0] open
[client] connection establishment time: 0.147525 s
[client_side_proxy][control_session 0] open
[client_side_proxy][control_session 0] handover state received
[client_side_proxy][control_session 0] closed
[client_side_proxy][proxy_session 0] open
[client] migrated to 10.0.0.102:45343
[client_side_proxy][proxy_session 0][stream 0] open
[server][session 0][stream 0] open
[client] time to first byte: 0.298598 s
[server][session 0] migrated to 10.0.0.102:43107
[client] second 0.100204: 7485365.680766 bit/s, bytes received: 93757 B, packets received: 91
[client] second 0.200793: 11400161.066583 bit/s, bytes received: 143342 B, packets received: 118
[client] second 0.300855: 28887093.586989 bit/s, bytes received: 361314 B, packets received: 297
[client] second 0.401733: 46094267.946590 bit/s, bytes received: 581235 B, packets received: 479
[client] second 0.501768: 89097623.474848 bit/s, bytes received: 1114112 B, packets received: 919
[client] second 0.602348: 64601844.954844 bit/s, bytes received: 812199 B, packets received: 668
[client] second 0.702480: 70517965.615858 bit/s, bytes received: 882643 B, packets received: 721
[client] second 0.802503: 121048278.172151 bit/s, bytes received: 1513456 B, packets received: 1174
[client] second 0.902648: 25981072.149105 bit/s, bytes received: 325233 B, packets received: 268
[client] second 1.002709: 160956879.230443 bit/s, bytes received: 2013204 B, packets received: 1514
[client] second 1.102792: 94588709.963475 bit/s, bytes received: 1183329 B, packets received: 974
[client] second 1.202807: 94749275.299459 bit/s, bytes received: 1184553 B, packets received: 977
[client] second 1.302889: 94785186.478347 bit/s, bytes received: 1185786 B, packets received: 976
[client] second 1.402927: 94728951.906587 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 1.503014: 94722946.732920 bit/s, bytes received: 1185068 B, packets received: 977
[client] second 1.603028: 94750929.669548 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 1.703041: 94850233.589446 bit/s, bytes received: 1185783 B, packets received: 978
[client] second 1.803056: 94652139.216503 bit/s, bytes received: 1183329 B, packets received: 975
[client] second 1.903159: 94764660.735709 bit/s, bytes received: 1185773 B, packets received: 978
[client] second 2.003178: 94747041.194570 bit/s, bytes received: 1184566 B, packets received: 976
[client] second 2.103233: 94810192.277970 bit/s, bytes received: 1185776 B, packets received: 975
[client] second 2.203296: 94704737.410499 bit/s, bytes received: 1184556 B, packets received: 977
[client] second 2.303318: 94841854.459177 bit/s, bytes received: 1185783 B, packets received: 976
[client] second 2.403451: 94638832.753695 bit/s, bytes received: 1184556 B, packets received: 977
[client] second 2.503544: 94773798.093929 bit/s, bytes received: 1185783 B, packets received: 977
[client] second 2.603561: 94748490.244786 bit/s, bytes received: 1184556 B, packets received: 975
[client] second 2.703605: 94763907.822119 bit/s, bytes received: 1185068 B, packets received: 977
[client] second 2.803626: 94842491.661072 bit/s, bytes received: 1185783 B, packets received: 976
[client] second 2.903687: 94706746.767171 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 3.003697: 94754709.030193 bit/s, bytes received: 1184547 B, packets received: 976
[client] second 3.103748: 94715584.904266 bit/s, bytes received: 1184558 B, packets received: 977
[client] second 3.203769: 94745538.525805 bit/s, bytes received: 1184563 B, packets received: 975
[client] second 3.303783: 94849018.341684 bit/s, bytes received: 1185776 B, packets received: 977
[client] second 3.403859: 94692393.521584 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 3.503899: 94727035.350196 bit/s, bytes received: 1184556 B, packets received: 979
[client] second 3.603926: 94738335.061673 bit/s, bytes received: 1184556 B, packets received: 975
