Bandwidth: 100 Mbit/s
RTT: 1000 ms
BDP: 12500000 B/s
Max In-Flight Packets: 9765
[client_side_proxy] starting proxy with pid 1000768, port 18081, cc cubic
[server] starting server with pid 1000769, port 18080, cc cubic, iw 32
[server][session 0] open
[client] connection establishment time: 2.004807 s
[client_side_proxy][control_session 0] open
[client_side_proxy][control_session 0] handover state received
[client_side_proxy][control_session 0] closed
[client_side_proxy][proxy_session 0] open
[client] migrated to 10.0.0.102:45312
[client_side_proxy][proxy_session 0][stream 0] open
[server][session 0][stream 0] open
[client] time to first byte: 4.014130 s
[client] second 0.100585: 3027277.219668 bit/s, bytes received: 38062 B, packets received: 47
[client] second 0.200975: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 0.301520: 78213.446544 bit/s, bytes received: 983 B, packets received: 1
[client] second 0.402077: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 0.502396: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 0.602620: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[server][session 0] migrated to 10.0.0.102:34325
[client] second 0.703025: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 0.803260: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 0.903957: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 1.004260: 978625.311785 bit/s, bytes received: 12270 B, packets received: 10
[client] second 1.105296: 680075.122211 bit/s, bytes received: 8589 B, packets received: 7
[client] second 1.205954: 740172.595406 bit/s, bytes received: 9313 B, packets received: 8
[client] second 1.306227: 783137.578358 bit/s, bytes received: 9816 B, packets received: 8
[client] second 1.406275: 686789.764010 bit/s, bytes received: 8589 B, packets received: 7
[client] second 1.506632: 782486.944152 bit/s, bytes received: 9816 B, packets received: 8
[client] second 1.607213: 292781.495494 bit/s, bytes received: 3681 B, packets received: 3
[client] second 1.707699: 390738.583995 bit/s, bytes received: 4908 B, packets received: 4
[client] second 1.807912: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 1.908100: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 2.008818: 974596.084729 bit/s, bytes received: 12270 B, packets received: 10
[client] second 2.109144: 879938.115671 bit/s, bytes received: 11035 B, packets received: 9
[client] second 2.209748: 918929.920580 bit/s, bytes received: 11556 B, packets received: 10
[client] second 2.310307: 1073748.949369 bit/s, bytes received: 13497 B, packets received: 11
[client] second 2.410677: 1075786.378611 bit/s, bytes received: 13497 B, packets received: 11
[client] second 2.511049: 1270713.897337 bit/s, bytes received: 15943 B, packets received: 13
[client] second 2.611468: 1311625.822406 bit/s, bytes received: 16464 B, packets received: 14
[client] second 2.712360: 1264786.631631 bit/s, bytes received: 15951 B, packets received: 13
[client] second 2.813359: 1360651.217114 bit/s, bytes received: 17178 B, packets received: 14
[client] second 2.913742: 586715.671744 bit/s, bytes received: 7362 B, packets received: 6
[client] second 3.014247: 1074326.411538 bit/s, bytes received: 13497 B, packets received: 11
[client] second 3.115054: 1500694.572199 bit/s, bytes received: 18910 B, packets received: 17
[client] second 3.216100: 1650968.132725 bit/s, bytes received: 20853 B, packets received: 16
[client] second 3.316501: 1759847.894194 bit/s, bytes received: 22086 B, packets received: 18
[client] second 3.417208: 1892516.084505 bit/s, bytes received: 23824 B, packets received: 20
[client] second 3.517387: 2155096.967135 bit/s, bytes received: 26987 B, packets received: 22
[client] second 3.618259: 2181461.841152 bit/s, bytes received: 27506 B, packets received: 23
[client] second 3.718986: 2338853.793661 bit/s, bytes received: 29448 B, packets received: 24
[client] second 3.819971: 2527260.144157 bit/s, bytes received: 31902 B, packets received: 26
[client] second 3.920011: 2689635.565836 bit/s, bytes received: 33634 B, packets received: 28
[client] second 4.020638: 2730879.976881 bit/s, bytes received: 34350 B, packets received: 28
[client] second 4.121516: 2959045.671490 bit/s, bytes received: 37313 B, packets received: 31
[client] second 4.221538: 3181474.265037 bit/s, bytes received: 39777 B, packets received: 33
[client] second 4.322092: 3318416.371512 bit/s, bytes received: 41710 B, packets received: 34
[client] second 4.422781: 3647851.799585 bit/s, bytes received: 45912 B, packets received: 38
[client] second 4.522872: 3767019.766323 bit/s, bytes received: 47131 B, packets received: 39
[client] second 4.623342: 4143645.735210 bit/s, bytes received: 52039 B, packets received: 43
[client] second 4.724334: 4373809.448415 bit/s, bytes received: 55215 B, packets received: 45
[client] second 4.824488: 4744124.844138 bit/s, bytes received: 59393 B, packets received: 49
[client] second 4.924538: 1218355.866060 bit/s, bytes received: 15237 B, packets received: 14
[client] second 5.025318: 1070684.219746 bit/s, bytes received: 13488 B, packets received: 11
[client] second 5.125961: 5697806.125052 bit/s, bytes received: 71680 B, packets received: 60
[client] second 5.226591: 3649335.028258 bit/s, bytes received: 45904 B, packets received: 38
[client] second 5.326819: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 5.427185: 6201793.652764 bit/s, bytes received: 77806 B, packets received: 64
[client] second 5.527445: 4250210.157636 bit/s, bytes received: 53266 B, packets received: 45
[client] second 5.627881: 1366767.386341 bit/s, bytes received: 17159 B, packets received: 14
[client] second 5.728859: 8497842.853981 bit/s, bytes received: 107262 B, packets received: 88
[client] second 5.828965: 9003785.914286 bit/s, bytes received: 112667 B, packets received: 93
[client] second 5.928994: 9404220.862509 bit/s, bytes received: 117586 B, packets received: 97
[client] second 6.029675: 9341576.669864 bit/s, bytes received: 117565 B, packets received: 98
[client] second 6.130298: 10031404.487860 bit/s, bytes received: 126174 B, packets received: 103
[client] second 6.230344: 10186531.955590 bit/s, bytes received: 127391 B, packets received: 106
[client] second 6.330510: 10762426.569663 bit/s, bytes received: 134753 B, packets received: 110
[client] second 6.431246: 4522506.013284 bit/s, bytes received: 56947 B, packets received: 47
[client] second 6.531435: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 6.631669: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 6.731880: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 6.832373: 14145222.998490 bit/s, bytes received: 177688 B, packets received: 146
[client] second 6.932952: 6717599.541494 bit/s, bytes received: 84456 B, packets received: 70
[client] second 7.033064: 12238898.898651 bit/s, bytes received: 153158 B, packets received: 126
[client] second 7.133710: 17382476.096492 bit/s, bytes received: 218683 B, packets received: 180
[client] second 7.233823: 18693507.168870 bit/s, bytes received: 233934 B, packets received: 194
[client] second 7.333989: 20054765.825202 bit/s, bytes received: 251101 B, packets received: 206
[client] second 7.434883: 21077579.298396 bit/s, bytes received: 265825 B, packets received: 220
[client] second 7.535157: 21305773.657868 bit/s, bytes received: 267052 B, packets received: 219
[client] second 7.635234: 21347838.083437 bit/s, bytes received: 267052 B, packets received: 220
[client] second 7.735612: 14202447.236919 bit/s, bytes received: 178203 B, packets received: 147
[client] second 7.835810: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 7.936001: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 8.036228: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 8.136246: 15095681.720593 bit/s, bytes received: 188730 B, packets received: 155
[client] second 8.236932: 26661799.775968 bit/s, bytes received: 335558 B, packets received: 277
[client] second 8.337584: 10612924.907750 bit/s, bytes received: 133526 B, packets received: 110
[client] second 8.437676: 33977516.408032 bit/s, bytes received: 425109 B, packets received: 350
[client] second 8.537711: 36393433.383620 bit/s, bytes received: 455080 B, packets received: 375
[client] second 8.637804: 39117159.616799 bit/s, bytes received: 489418 B, packets received: 404
[client] second 8.737875: 41619581.515218 bit/s, bytes received: 520616 B, packets received: 429
[client] second 8.837934: 42114569.679704 bit/s, bytes received: 526742 B, packets received: 433
[client] second 8.937968: 42460187.800847 bit/s, bytes received: 530928 B, packets received: 439
[client] second 9.037984: 42132250.182782 bit/s, bytes received: 526742 B, packets received: 434
[client] second 9.138531: 4921483.716546 bit/s, bytes received: 61855 B, packets received: 50
[client] second 9.238709: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 9.338917: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 9.438989: 5337225.644948 bit/s, bytes received: 66763 B, packets received: 55
[client] second 9.539002: 55463946.425087 bit/s, bytes received: 693390 B, packets received: 571
[client] second 9.639379: 22987090.169763 bit/s, bytes received: 288423 B, packets received: 238
[client] second 9.739442: 58027598.974817 bit/s, bytes received: 725804 B, packets received: 598
[client] second 9.839505: 70370261.216861 bit/s, bytes received: 880182 B, packets received: 725
[client] second 9.939607: 75777577.773661 bit/s, bytes received: 948179 B, packets received: 781
[client] second 10.039674: 80788258.250714 bit/s, bytes received: 1010536 B, packets received: 834
[client] second 10.139751: 84018684.572677 bit/s, bytes received: 1051040 B, packets received: 866
[client] second 10.239886: 84459351.328190 bit/s, bytes received: 1057165 B, packets received: 871
[client] second 10.339926: 84244938.622062 bit/s, bytes received: 1053484 B, packets received: 868
[client] second 10.440467: 48826984.340211 bit/s, bytes received: 613642 B, packets received: 506
[client] second 10.540699: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 10.640936: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 10.741164: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 10.841217: 60584653.669734 bit/s, bytes received: 757706 B, packets received: 624
[client] second 10.941295: 94788666.924332 bit/s, bytes received: 1185783 B, packets received: 978
[client] second 11.041893: 12219949.913379 bit/s, bytes received: 153663 B, packets received: 126
[client] second 11.142359: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 11.242827: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 11.343065: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 11.443136: 15284778.835128 bit/s, bytes received: 191195 B, packets received: 158
[client] second 11.543176: 94766623.661694 bit/s, bytes received: 1185061 B, packets received: 976
[client] second 11.643195: 94745996.003640 bit/s, bytes received: 1184556 B, packets received: 977
[client] second 11.743266: 94795537.083165 bit/s, bytes received: 1185783 B, packets received: 977
[client] second 11.843334: 94798547.649919 bit/s, bytes received: 1185783 B, packets received: 977
[client] second 11.943362: 94835718.984452 bit/s, bytes received: 1185783 B, packets received: 977
[client] second 12.043379: 94748804.757741 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 12.143434: 94712316.244705 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 12.243482: 94719201.380164 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 12.343560: 94788572.209675 bit/s, bytes received: 1185783 B, packets received: 977
[client] second 12.443646: 94780240.901967 bit/s, bytes received: 1185783 B, packets received: 977
[client] second 12.543700: 94713605.291461 bit/s, bytes received: 1184549 B, packets received: 976
[client] second 12.643807: 94761924.141193 bit/s, bytes received: 1185790 B, packets received: 978
[client] second 12.744742: 21108989.573865 bit/s, bytes received: 266330 B, packets received: 219
[client] second 12.845348: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 12.945793: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 13.046065: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 13.146273: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 13.246450: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 13.346895: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 13.447103: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 13.547311: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 13.647489: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 13.747530: 49913750.681343 bit/s, bytes received: 624180 B, packets received: 515
[client] second 13.847548: 94845600.039497 bit/s, bytes received: 1185783 B, packets received: 976
[client] second 13.947644: 94673788.191340 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 14.047719: 94791353.110807 bit/s, bytes received: 1185783 B, packets received: 978
[client] second 14.147734: 94750361.248670 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 14.247750: 94847281.379726 bit/s, bytes received: 1185783 B, packets received: 976
[client] second 14.347799: 94660312.781659 bit/s, bytes received: 1183834 B, packets received: 976
[client] second 14.447869: 94796173.662836 bit/s, bytes received: 1185783 B, packets received: 978
[client] second 14.548006: 94733111.416760 bit/s, bytes received: 1185783 B, packets received: 977
[client] second 14.648036: 94834607.838269 bit/s, bytes received: 1185783 B, packets received: 976
[client] second 14.748057: 94743585.184312 bit/s, bytes received: 1184549 B, packets received: 976
[client] second 14.848104: 94720937.931299 bit/s, bytes received: 1184563 B, packets received: 976
[client] second 14.948118: 94750902.195715 bit/s, bytes received: 1184556 B, packets received: 977
[client] second 15.048140: 94940280.557163 bit/s, bytes received: 1187010 B, packets received: 977
[client] second 15.148248: 94662229.646026 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 15.248315: 94701088.038678 bit/s, bytes received: 1184556 B, packets received: 977
[client] second 15.348387: 94794275.316584 bit/s, bytes received: 1185783 B, packets received: 977
[client] second 15.448448: 94804602.518430 bit/s, bytes received: 1185783 B, packets received: 977
[client] second 15.548487: 94768075.870055 bit/s, bytes received: 1185061 B, packets received: 977
[client] second 15.648505: 94747002.020537 bit/s, bytes received: 1184556 B, packets received: 975
[client] second 15.748529: 94742303.668980 bit/s, bytes received: 1184556 B, packets received: 977
[client] second 15.848593: 94801403.981112 bit/s, bytes received: 1185783 B, packets received: 977
[client] second 15.948652: 94806757.105092 bit/s, bytes received: 1185783 B, packets received: 976
[client] second 16.048720: 94798850.801284 bit/s, bytes received: 1185783 B, packets received: 977
[client] second 16.148826: 94663849.488079 bit/s, bytes received: 1184556 B, packets received: 977
[client] second 16.248845: 94844069.531186 bit/s, bytes received: 1185783 B, packets received: 976
[client] second 16.348878: 94831407.276014 bit/s, bytes received: 1185783 B, packets received: 977
[client] second 16.448918: 94727085.535714 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 16.549471: 73915447.489723 bit/s, bytes received: 929052 B, packets received: 766
[client] second 16.649839: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 16.750307: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 16.850781: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 16.951016: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 17.051387: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 17.151616: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 17.252087: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 17.352342: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 17.452914: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 17.553488: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 17.653577: 65996671.056475 bit/s, bytes received: 825696 B, packets received: 680
