Bandwidth: 100 Mbit/s
RTT: 1000 ms
BDP: 12500000 B/s
Max In-Flight Packets: 9765
[client_side_proxy] starting proxy with pid 1003013, port 18081, cc cubic
[server] starting server with pid 1003014, port 18080, cc cubic, iw 32
[server][session 0] open
[client] connection establishment time: 2.006060 s
[client_side_proxy][control_session 0] open
[client_side_proxy][control_session 0] handover state received
[client_side_proxy][control_session 0] closed
[client_side_proxy][proxy_session 0] open
[client] migrated to 10.0.0.102:53417
[client_side_proxy][proxy_session 0][stream 0] open
[server][session 0][stream 0] open
[client] time to first byte: 4.013431 s
[client] second 0.100591: 3027106.549367 bit/s, bytes received: 38062 B, packets received: 47
[client] second 0.201201: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 0.302281: 77800.432966 bit/s, bytes received: 983 B, packets received: 1
[client] second 0.402957: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 0.503688: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 0.603908: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[server][session 0] migrated to 10.0.0.102:45742
[client] second 0.704241: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 0.804467: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 0.904679: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 1.005740: 874167.409075 bit/s, bytes received: 11043 B, packets received: 9
[client] second 1.106688: 680668.953189 bit/s, bytes received: 8589 B, packets received: 7
[client] second 1.207148: 741622.204406 bit/s, bytes received: 9313 B, packets received: 8
[client] second 1.307473: 782739.969661 bit/s, bytes received: 9816 B, packets received: 8
[client] second 1.408059: 683119.053677 bit/s, bytes received: 8589 B, packets received: 7
[client] second 1.508790: 779581.160372 bit/s, bytes received: 9816 B, packets received: 8
[client] second 1.609427: 390155.121539 bit/s, bytes received: 4908 B, packets received: 4
[client] second 1.710486: 388525.049609 bit/s, bytes received: 4908 B, packets received: 4
[client] second 1.810698: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 1.910907: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 2.011516: 975105.207425 bit/s, bytes received: 12263 B, packets received: 10
[client] second 2.111890: 880146.763656 bit/s, bytes received: 11043 B, packets received: 9
[client] second 2.211958: 923770.607372 bit/s, bytes received: 11555 B, packets received: 10
[client] second 2.312864: 1070070.288820 bit/s, bytes received: 13497 B, packets received: 11
[client] second 2.413223: 1173700.979249 bit/s, bytes received: 14724 B, packets received: 12
[client] second 2.514136: 1166707.655759 bit/s, bytes received: 14717 B, packets received: 12
[client] second 2.615212: 1303023.480660 bit/s, bytes received: 16463 B, packets received: 14
