Bandwidth: 100 Mbit/s
RTT: 500 ms
BDP: 6250000 B/s
Max In-Flight Packets: 4882
[server] starting server with pid 1090764, port 18080, cc cubic, iw 32
[server][session 0] open
[client] connection establishment time: 1.005472 s
[server][session 0][stream 0] open
[client] time to first byte: 1.506630 s
[client] second 0.100988: 1460384.818926 bit/s, bytes received: 18435 B, packets received: 24
[client] second 0.201178: 783789.952597 bit/s, bytes received: 9816 B, packets received: 8
[client] second 0.301655: 781549.422327 bit/s, bytes received: 9816 B, packets received: 8
[client] second 0.401952: 97868.770920 bit/s, bytes received: 1227 B, packets received: 1
[client] second 0.502808: 973274.290538 bit/s, bytes received: 12270 B, packets received: 10
[client] second 0.603075: 1076881.345400 bit/s, bytes received: 13497 B, packets received: 11
[client] second 0.703295: 1213267.639216 bit/s, bytes received: 15199 B, packets received: 13
[client] second 0.804359: 1456890.540630 bit/s, bytes received: 18405 B, packets received: 15
[client] second 0.904773: 1661824.376079 bit/s, bytes received: 20859 B, packets received: 17
[client] second 1.005327: 1016368.555924 bit/s, bytes received: 12775 B, packets received: 11
[client] second 1.105366: 1864314.334289 bit/s, bytes received: 23313 B, packets received: 19
[client] second 1.206252: 2335159.593127 bit/s, bytes received: 29448 B, packets received: 24
[client] second 1.307180: 2568253.057938 bit/s, bytes received: 32401 B, packets received: 27
[client] second 1.408196: 3012348.603858 bit/s, bytes received: 38037 B, packets received: 31
[client] second 1.508429: 3076195.571276 bit/s, bytes received: 38542 B, packets received: 32
[client] second 1.608922: 3752434.530916 bit/s, bytes received: 47137 B, packets received: 39
[client] second 1.709640: 4230928.881647 bit/s, bytes received: 53266 B, packets received: 44
[client] second 1.810344: 4873116.254393 bit/s, bytes received: 61343 B, packets received: 50
[client] second 1.910531: 5665890.281088 bit/s, bytes received: 70956 B, packets received: 59
[client] second 2.010855: 6204408.119293 bit/s, bytes received: 77806 B, packets received: 64
[client] second 2.111285: 7272955.237586 bit/s, bytes received: 91303 B, packets received: 75
[client] second 2.211945: 8271095.319990 bit/s, bytes received: 104071 B, packets received: 87
[client] second 2.312639: 9341688.512463 bit/s, bytes received: 117582 B, packets received: 98
[client] second 2.412823: 1273177.137627 bit/s, bytes received: 15944 B, packets received: 14
[client] second 2.513346: 9162311.308185 bit/s, bytes received: 115128 B, packets received: 96
[client] second 2.613770: 7468890.410880 bit/s, bytes received: 93757 B, packets received: 78
[client] second 2.714249: 6096032.132176 bit/s, bytes received: 76565 B, packets received: 66
[client] second 2.815017: 17890398.977797 bit/s, bytes received: 225348 B, packets received: 186
[client] second 2.915206: 19029432.887679 bit/s, bytes received: 238318 B, packets received: 196
[client] second 3.015760: 18709121.867434 bit/s, bytes received: 235158 B, packets received: 194
[client] second 3.116078: 14308901.984360 bit/s, bytes received: 179430 B, packets received: 150
[client] second 3.216161: 0.000000 bit/s, bytes received: 0 B, packets received: 1
[client] second 3.316433: 17545898.307892 bit/s, bytes received: 219921 B, packets received: 182
[client] second 3.416457: 19690701.432700 bit/s, bytes received: 246193 B, packets received: 206
[client] second 3.517197: 36625347.315121 bit/s, bytes received: 461206 B, packets received: 379
[client] second 3.617621: 41472603.769262 bit/s, bytes received: 520607 B, packets received: 429
[client] second 3.717660: 42613573.092809 bit/s, bytes received: 532877 B, packets received: 439
[client] second 3.818573: 9223628.091056 bit/s, bytes received: 116348 B, packets received: 99
[client] second 3.919577: 0.000000 bit/s, bytes received: 0 B, packets received: 3
[client] second 4.020603: 41516994.265527 bit/s, bytes received: 524288 B, packets received: 435
[client] second 4.120692: 54441353.870668 bit/s, bytes received: 681127 B, packets received: 563
[client] second 4.220721: 77148863.492155 bit/s, bytes received: 964635 B, packets received: 794
[client] second 4.320786: 84027501.472188 bit/s, bytes received: 1051030 B, packets received: 867
