Bandwidth: 100 Mbit/s
RTT: 500 ms
BDP: 6250000 B/s
Max In-Flight Packets: 4882
[server] starting server with pid 1104325, port 18080, cc cubic, iw 32
[server][session 0] open
[client] connection establishment time: 1.004520 s
[server][session 0][stream 0] open
[client] time to first byte: 1.505508 s
[client] second 0.100094: 1669570.037960 bit/s, bytes received: 20889 B, packets received: 25
[client] second 0.201184: 776815.000332 bit/s, bytes received: 9816 B, packets received: 8
[client] second 0.302206: 680159.580135 bit/s, bytes received: 8589 B, packets received: 7
[client] second 0.403004: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 0.503693: 974881.593748 bit/s, bytes received: 12270 B, packets received: 10
[client] second 0.604737: 1068599.641518 bit/s, bytes received: 13497 B, packets received: 11
[client] second 0.705571: 1400556.918332 bit/s, bytes received: 17653 B, packets received: 15
[client] second 0.806536: 1458324.673169 bit/s, bytes received: 18405 B, packets received: 15
[client] second 0.907316: 1461012.561285 bit/s, bytes received: 18405 B, packets received: 15
[client] second 1.008059: 1014460.599834 bit/s, bytes received: 12775 B, packets received: 11
[client] second 1.108258: 1958824.974479 bit/s, bytes received: 24534 B, packets received: 20
[client] second 1.208543: 2349131.139869 bit/s, bytes received: 29448 B, packets received: 24
[client] second 1.308882: 2681726.432251 bit/s, bytes received: 33635 B, packets received: 28
[client] second 1.409924: 3011579.462464 bit/s, bytes received: 38037 B, packets received: 31
[client] second 1.510105: 2979718.901924 bit/s, bytes received: 37314 B, packets received: 31
[client] second 1.610205: 3767196.608260 bit/s, bytes received: 47137 B, packets received: 39
[client] second 1.710623: 4243517.061930 bit/s, bytes received: 53266 B, packets received: 44
[client] second 1.811382: 4967907.393665 bit/s, bytes received: 62570 B, packets received: 51
[client] second 1.912039: 5541916.866101 bit/s, bytes received: 69729 B, packets received: 58
[client] second 2.012485: 6294551.633410 bit/s, bytes received: 79033 B, packets received: 65
[client] second 2.113511: 7327228.787512 bit/s, bytes received: 92530 B, packets received: 76
[client] second 2.213688: 8310954.318700 bit/s, bytes received: 104071 B, packets received: 87
[client] second 2.314645: 9025794.845405 bit/s, bytes received: 113901 B, packets received: 95
[client] second 2.415417: 1752781.376426 bit/s, bytes received: 22079 B, packets received: 19
[client] second 2.515787: 8687293.712094 bit/s, bytes received: 108993 B, packets received: 92
[client] second 2.615839: 7889066.208198 bit/s, bytes received: 98665 B, packets received: 82
[client] second 2.716106: 6108593.695092 bit/s, bytes received: 76561 B, packets received: 64
[client] second 2.816126: 18024598.879999 bit/s, bytes received: 225352 B, packets received: 186
[client] second 2.916617: 19069699.741809 bit/s, bytes received: 239542 B, packets received: 197
[client] second 3.016703: 18894791.990472 bit/s, bytes received: 236388 B, packets received: 198
[client] second 3.117656: 13635447.956803 bit/s, bytes received: 172068 B, packets received: 143
[client] second 3.218048: 0.000000 bit/s, bytes received: 0 B, packets received: 1
[client] second 3.318459: 18499309.809371 bit/s, bytes received: 232191 B, packets received: 192
[client] second 3.419015: 19488828.566792 bit/s, bytes received: 244966 B, packets received: 205
[client] second 3.519127: 36659024.541971 bit/s, bytes received: 458752 B, packets received: 378
[client] second 3.619146: 41640737.371077 bit/s, bytes received: 520607 B, packets received: 428
[client] second 3.719375: 42337022.849408 bit/s, bytes received: 530423 B, packets received: 437
[client] second 3.820021: 8760448.466555 bit/s, bytes received: 110213 B, packets received: 94
[client] second 3.920224: 0.000000 bit/s, bytes received: 0 B, packets received: 3
[client] second 4.020868: 41674988.971435 bit/s, bytes received: 524288 B, packets received: 435
[client] second 4.120939: 54549483.495226 bit/s, bytes received: 682354 B, packets received: 564
[client] second 4.220970: 76852073.939193 bit/s, bytes received: 960954 B, packets received: 792
[client] second 4.321012: 84243819.470470 bit/s, bytes received: 1053484 B, packets received: 867
[client] second 4.421239: 77681575.831521 bit/s, bytes received: 973224 B, packets received: 803
[client] second 4.522268: 0.000000 bit/s, bytes received: 0 B, packets received: 5
[client] second 4.622321: 17976725.821429 bit/s, bytes received: 224829 B, packets received: 191
[client] second 4.722354: 73572175.044632 bit/s, bytes received: 919958 B, packets received: 763
[client] second 4.822371: 94846020.671780 bit/s, bytes received: 1185776 B, packets received: 976
[client] second 4.922430: 94709198.509467 bit/s, bytes received: 1184563 B, packets received: 976
[client] second 5.022528: 94769627.489902 bit/s, bytes received: 1185776 B, packets received: 977
[client] second 5.122779: 85087766.714351 bit/s, bytes received: 1066266 B, packets received: 882
[client] second 5.222848: 29237066.259938 bit/s, bytes received: 365717 B, packets received: 310
[client] second 5.322863: 94749566.388188 bit/s, bytes received: 1184549 B, packets received: 977
[client] second 5.423779: 1791434.082501 bit/s, bytes received: 22598 B, packets received: 28
[client] second 5.524470: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 5.624692: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 5.724726: 92337091.005720 bit/s, bytes received: 1154603 B, packets received: 952
[client] second 5.824738: 94851625.829209 bit/s, bytes received: 1185783 B, packets received: 976
[client] second 5.924836: 94670824.992959 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 6.024939: 94765605.705694 bit/s, bytes received: 1185783 B, packets received: 978
[client] second 6.124950: 94753591.864759 bit/s, bytes received: 1184556 B, packets received: 977
[client] second 6.225492: 25096802.185732 bit/s, bytes received: 315410 B, packets received: 307
[client] second 6.325566: 0.000000 bit/s, bytes received: 0 B, packets received: 642
[client] second 6.426199: 0.000000 bit/s, bytes received: 0 B, packets received: 659
[client] second 6.526432: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 6.626664: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 6.726717: 186288825.626291 bit/s, bytes received: 2329848 B, packets received: 589
[client] second 6.826734: 94846599.543085 bit/s, bytes received: 1185783 B, packets received: 976
[client] second 6.926798: 94704039.881747 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 7.026878: 94786572.827440 bit/s, bytes received: 1185783 B, packets received: 977
[client] second 7.127449: 32254789.979316 bit/s, bytes received: 405486 B, packets received: 335
[client] second 7.227480: 54218799.464433 bit/s, bytes received: 677944 B, packets received: 559
[client] second 7.327497: 94650787.473114 bit/s, bytes received: 1183336 B, packets received: 982
[client] second 7.427522: 94839312.374335 bit/s, bytes received: 1185783 B, packets received: 977
[client] second 7.528019: 14283293.622194 bit/s, bytes received: 179430 B, packets received: 149
[client] second 7.628093: 49799947.292412 bit/s, bytes received: 622953 B, packets received: 514
[client] second 7.728164: 94793964.848618 bit/s, bytes received: 1185776 B, packets received: 976
[client] second 7.828201: 94827383.178934 bit/s, bytes received: 1185783 B, packets received: 977
[client] second 7.928652: 5610803.330994 bit/s, bytes received: 70451 B, packets received: 64
[client] second 8.028694: 67834102.694373 bit/s, bytes received: 848287 B, packets received: 699
[client] second 8.128709: 94750525.142657 bit/s, bytes received: 1184556 B, packets received: 977
[client] second 8.228728: 94844225.045265 bit/s, bytes received: 1185783 B, packets received: 976
[client] second 8.328767: 94629590.470755 bit/s, bytes received: 1183329 B, packets received: 986
[client] second 8.429191: 31657905.155815 bit/s, bytes received: 397402 B, packets received: 329
[client] second 8.529267: 61747587.301639 bit/s, bytes received: 772430 B, packets received: 637
[client] second 8.630146: 63476729.082535 bit/s, bytes received: 800434 B, packets received: 662
[client] second 8.730384: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 8.830611: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 8.930644: 51684398.841650 bit/s, bytes received: 646266 B, packets received: 533
[client] second 9.030659: 94847370.121368 bit/s, bytes received: 1185776 B, packets received: 976
[client] second 9.130694: 94673825.110421 bit/s, bytes received: 1183841 B, packets received: 977
[client] second 9.230710: 94848329.284078 bit/s, bytes received: 1185783 B, packets received: 976
[client] second 9.330765: 94712156.269269 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 9.431422: 71946071.005987 bit/s, bytes received: 905234 B, packets received: 753
[client] second 9.531442: 21359879.907264 bit/s, bytes received: 267052 B, packets received: 230
[client] second 9.631488: 94720702.932726 bit/s, bytes received: 1184556 B, packets received: 976
