Bandwidth: 100 Mbit/s
RTT: 500 ms
BDP: 6250000 B/s
Max In-Flight Packets: 4882
[server] starting server with pid 1095495, port 18080, cc cubic, iw 32
[server][session 0] open
[client] connection establishment time: 1.004758 s
[server][session 0][stream 0] open
[client] time to first byte: 1.505574 s
[client] second 0.100564: 1661755.955339 bit/s, bytes received: 20889 B, packets received: 26
[client] second 0.201357: 779101.298200 bit/s, bytes received: 9816 B, packets received: 8
[client] second 0.302104: 682023.172629 bit/s, bytes received: 8589 B, packets received: 7
[client] second 0.402436: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 0.502616: 979836.294670 bit/s, bytes received: 12270 B, packets received: 10
[client] second 0.602981: 1075835.063214 bit/s, bytes received: 13497 B, packets received: 11
[client] second 0.703401: 1308586.788209 bit/s, bytes received: 16426 B, packets received: 14
[client] second 0.803835: 1563777.941979 bit/s, bytes received: 19632 B, packets received: 16
[client] second 0.904516: 1462435.331262 bit/s, bytes received: 18405 B, packets received: 15
[client] second 1.005024: 1016838.861496 bit/s, bytes received: 12775 B, packets received: 11
[client] second 1.105202: 1959709.072244 bit/s, bytes received: 24540 B, packets received: 20
[client] second 1.205847: 2243212.267886 bit/s, bytes received: 28221 B, packets received: 23
[client] second 1.306236: 2679802.837897 bit/s, bytes received: 33628 B, packets received: 28
[client] second 1.407165: 3014969.624995 bit/s, bytes received: 38037 B, packets received: 31
[client] second 1.507395: 3076268.125277 bit/s, bytes received: 38542 B, packets received: 32
[client] second 1.607622: 3664463.419011 bit/s, bytes received: 45910 B, packets received: 38
[client] second 1.708220: 4235968.520780 bit/s, bytes received: 53266 B, packets received: 44
[client] second 1.808607: 4888511.682764 bit/s, bytes received: 61343 B, packets received: 50
[client] second 1.909401: 5534399.778176 bit/s, bytes received: 69729 B, packets received: 59
[client] second 2.009695: 6401953.608869 bit/s, bytes received: 80260 B, packets received: 65
[client] second 2.109945: 7188147.727863 bit/s, bytes received: 90076 B, packets received: 74
[client] second 2.210537: 8276670.029487 bit/s, bytes received: 104071 B, packets received: 88
[client] second 2.310835: 9337823.616492 bit/s, bytes received: 117070 B, packets received: 97
[client] second 2.411730: 1402084.779467 bit/s, bytes received: 17683 B, packets received: 15
[client] second 2.512599: 9033555.905626 bit/s, bytes received: 113901 B, packets received: 95
[client] second 2.612718: 7589704.645234 bit/s, bytes received: 94984 B, packets received: 79
[client] second 2.712856: 6018751.036260 bit/s, bytes received: 75338 B, packets received: 64
[client] second 2.813141: 17780864.628187 bit/s, bytes received: 222894 B, packets received: 184
[client] second 2.913217: 19247120.063066 bit/s, bytes received: 240772 B, packets received: 198
[client] second 3.013929: 18777132.540980 bit/s, bytes received: 236385 B, packets received: 196
[client] second 3.114448: 14182619.722933 bit/s, bytes received: 178203 B, packets received: 149
[client] second 3.214750: 0.000000 bit/s, bytes received: 0 B, packets received: 1
[client] second 3.314772: 17589905.206343 bit/s, bytes received: 219921 B, packets received: 183
[client] second 3.415389: 19476925.261883 bit/s, bytes received: 244966 B, packets received: 203
[client] second 3.515482: 36568139.731016 bit/s, bytes received: 457525 B, packets received: 378
[client] second 3.615578: 41372010.751529 bit/s, bytes received: 517648 B, packets received: 426
[client] second 3.715641: 42447741.148633 bit/s, bytes received: 530928 B, packets received: 437
[client] second 3.816293: 10027741.232987 bit/s, bytes received: 126164 B, packets received: 107
[client] second 3.917194: 0.000000 bit/s, bytes received: 0 B, packets received: 3
[client] second 4.017375: 41867330.886884 bit/s, bytes received: 524288 B, packets received: 435
[client] second 4.117767: 51987320.683654 bit/s, bytes received: 652392 B, packets received: 538
[client] second 4.218027: 76579219.083883 bit/s, bytes received: 959726 B, packets received: 791
[client] second 4.318068: 83754509.632995 bit/s, bytes received: 1047359 B, packets received: 863
[client] second 4.418467: 80521803.380138 bit/s, bytes received: 1010539 B, packets received: 834
[client] second 4.519180: 0.000000 bit/s, bytes received: 0 B, packets received: 5
[client] second 4.619218: 15191050.889953 bit/s, bytes received: 189961 B, packets received: 161
[client] second 4.719249: 73474864.322324 bit/s, bytes received: 918724 B, packets received: 762
[client] second 4.819302: 94756520.040365 bit/s, bytes received: 1185075 B, packets received: 978
[client] second 4.919324: 94841128.135316 bit/s, bytes received: 1185783 B, packets received: 976
[client] second 5.019389: 94703650.897992 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 5.119444: 88196355.823410 bit/s, bytes received: 1103069 B, packets received: 912
[client] second 5.219523: 26193791.248921 bit/s, bytes received: 327680 B, packets received: 279
[client] second 5.319539: 94749443.263354 bit/s, bytes received: 1184556 B, packets received: 977
[client] second 5.419643: 4845210.913333 bit/s, bytes received: 60628 B, packets received: 57
[client] second 5.519953: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 5.620188: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 5.720203: 88584164.102494 bit/s, bytes received: 1107472 B, packets received: 912
[client] second 5.820234: 94735226.709344 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 5.920292: 94749936.406876 bit/s, bytes received: 1185061 B, packets received: 977
[client] second 6.020308: 94847360.090289 bit/s, bytes received: 1185783 B, packets received: 977
[client] second 6.120360: 94715182.641739 bit/s, bytes received: 1184556 B, packets received: 977
[client] second 6.220821: 30238143.626962 bit/s, bytes received: 379719 B, packets received: 350
[client] second 6.320914: 0.000000 bit/s, bytes received: 0 B, packets received: 604
[client] second 6.421687: 0.000000 bit/s, bytes received: 0 B, packets received: 698
[client] second 6.521893: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 6.622071: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 6.722131: 180210283.414283 bit/s, bytes received: 2253991 B, packets received: 536
[client] second 6.822178: 94720048.719547 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 6.922196: 94845649.350375 bit/s, bytes received: 1185783 B, packets received: 977
[client] second 7.022214: 94747706.813463 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 7.122384: 38540247.687399 bit/s, bytes received: 482570 B, packets received: 399
[client] second 7.222401: 62175649.415047 bit/s, bytes received: 777329 B, packets received: 640
[client] second 7.322737: 68557008.029622 bit/s, bytes received: 859844 B, packets received: 714
[client] second 7.423675: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 7.524610: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 7.624619: 44687508.402371 bit/s, bytes received: 558644 B, packets received: 460
[client] second 7.724725: 94762534.753537 bit/s, bytes received: 1185783 B, packets received: 978
[client] second 7.824737: 94752584.760509 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 7.924828: 94776222.220291 bit/s, bytes received: 1185776 B, packets received: 977
[client] second 8.024901: 94793404.564153 bit/s, bytes received: 1185790 B, packets received: 976
[client] second 8.125341: 78926147.613295 bit/s, bytes received: 990907 B, packets received: 823
[client] second 8.225360: 14213073.141052 bit/s, bytes received: 177698 B, packets received: 157
[client] second 8.325369: 94755272.630159 bit/s, bytes received: 1184556 B, packets received: 977
[client] second 8.426397: 16677418.181094 bit/s, bytes received: 210610 B, packets received: 174
[client] second 8.526526: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 8.626702: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 8.726723: 85831858.707638 bit/s, bytes received: 1073116 B, packets received: 884
[client] second 8.826745: 94743055.752803 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 8.926766: 94744698.254451 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 9.026835: 94797125.706424 bit/s, bytes received: 1185783 B, packets received: 977
[client] second 9.126861: 94739792.704817 bit/s, bytes received: 1184556 B, packets received: 977
[client] second 9.227343: 38127521.116093 bit/s, bytes received: 478889 B, packets received: 406
[client] second 9.327385: 55252041.313024 bit/s, bytes received: 690943 B, packets received: 575
[client] second 9.428010: 70115459.778692 bit/s, bytes received: 881921 B, packets received: 727
[client] second 9.528231: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 9.628436: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 9.728492: 44470534.862544 bit/s, bytes received: 556190 B, packets received: 459
[client] second 9.828545: 94811620.918667 bit/s, bytes received: 1185783 B, packets received: 976
[client] second 9.928599: 94714196.233220 bit/s, bytes received: 1184556 B, packets received: 977
[client] second 10.028613: 94848481.018754 bit/s, bytes received: 1185783 B, packets received: 976
[client] second 10.128693: 94688710.094183 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 10.228920: 79386825.555044 bit/s, bytes received: 994588 B, packets received: 826
[client] second 10.328936: 13722904.853234 bit/s, bytes received: 171563 B, packets received: 153
[client] second 10.429010: 94792997.480611 bit/s, bytes received: 1185783 B, packets received: 976
[client] second 10.529934: 17083548.209873 bit/s, bytes received: 215518 B, packets received: 179
[client] second 10.630130: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 10.730207: 3039919.204083 bit/s, bytes received: 38028 B, packets received: 31
[client] second 10.830234: 94837829.656257 bit/s, bytes received: 1185792 B, packets received: 977
[client] second 10.930309: 94692360.066663 bit/s, bytes received: 1184547 B, packets received: 977
[client] second 11.030384: 94792113.299723 bit/s, bytes received: 1185792 B, packets received: 976
[client] second 11.130411: 94738681.709584 bit/s, bytes received: 1184556 B, packets received: 977
[client] second 11.230459: 94858173.032737 bit/s, bytes received: 1186288 B, packets received: 977
[client] second 11.331403: 25871882.399209 bit/s, bytes received: 326453 B, packets received: 283
[client] second 11.431445: 67794392.785685 bit/s, bytes received: 847782 B, packets received: 702
[client] second 11.531823: 57788113.418822 bit/s, bytes received: 725082 B, packets received: 598
[client] second 11.632032: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 11.732222: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 11.832255: 56631376.739038 bit/s, bytes received: 708121 B, packets received: 583
[client] second 11.932275: 94842466.813073 bit/s, bytes received: 1185771 B, packets received: 977
[client] second 12.032380: 94665540.401869 bit/s, bytes received: 1184568 B, packets received: 977
[client] second 12.132432: 94854648.952290 bit/s, bytes received: 1186288 B, packets received: 977
[client] second 12.232528: 94672759.137492 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 12.332992: 67061361.437961 bit/s, bytes received: 842152 B, packets received: 702
[client] second 12.433058: 26295201.222913 bit/s, bytes received: 328907 B, packets received: 280
[client] second 12.533130: 94695763.072569 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 12.633358: 4741290.766145 bit/s, bytes received: 59401 B, packets received: 50
[client] second 12.733597: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 12.833615: 14802182.530063 bit/s, bytes received: 185060 B, packets received: 153
[client] second 12.933669: 94810927.275936 bit/s, bytes received: 1185783 B, packets received: 976
[client] second 13.033760: 94719206.477741 bit/s, bytes received: 1185061 B, packets received: 977
[client] second 13.133823: 94802583.511371 bit/s, bytes received: 1185783 B, packets received: 977
[client] second 13.234045: 18729965.347329 bit/s, bytes received: 234645 B, packets received: 193
[client] second 13.334113: 14737100.267982 bit/s, bytes received: 184338 B, packets received: 153
[client] second 13.434124: 94753733.979029 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 13.534141: 94748181.417833 bit/s, bytes received: 1184556 B, packets received: 978
[client] second 13.634153: 94851179.132025 bit/s, bytes received: 1185783 B, packets received: 976
[client] second 13.734246: 73528740.619762 bit/s, bytes received: 919958 B, packets received: 760
[client] second 13.834332: 94781060.045997 bit/s, bytes received: 1185783 B, packets received: 976
[client] second 13.934464: 35671252.784557 bit/s, bytes received: 446482 B, packets received: 383
[client] second 14.034551: 78575513.481177 bit/s, bytes received: 983040 B, packets received: 813
[client] second 14.135582: 46800413.949756 bit/s, bytes received: 591040 B, packets received: 487
[client] second 14.235607: 69613269.345640 bit/s, bytes received: 870384 B, packets received: 717
[client] second 14.335626: 94688856.947137 bit/s, bytes received: 1183834 B, packets received: 976
[client] second 14.435639: 68345050.790178 bit/s, bytes received: 854422 B, packets received: 705
[client] second 14.535734: 94674530.675151 bit/s, bytes received: 1184556 B, packets received: 977
[client] second 14.635826: 85280232.827973 bit/s, bytes received: 1066981 B, packets received: 887
[client] second 14.736688: 89728308.358289 bit/s, bytes received: 1131279 B, packets received: 939
[client] second 14.837501: 0.000000 bit/s, bytes received: 0 B, packets received: 4
[client] second 14.937546: 63082782.067773 bit/s, bytes received: 788888 B, packets received: 651
[client] second 15.037654: 94761527.367460 bit/s, bytes received: 1185792 B, packets received: 977
[client] second 15.138635: 26874424.258084 bit/s, bytes received: 339228 B, packets received: 280
[client] second 15.238863: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 15.338950: 88717416.618777 bit/s, bytes received: 1109926 B, packets received: 915
[client] second 15.438990: 94767015.838822 bit/s, bytes received: 1185061 B, packets received: 977
[client] second 15.539096: 94761803.017791 bit/s, bytes received: 1185783 B, packets received: 977
[client] second 15.639139: 94722763.040928 bit/s, bytes received: 1184547 B, packets received: 982
[client] second 15.739381: 70637864.833175 bit/s, bytes received: 885106 B, packets received: 729
[client] second 15.839425: 22572504.533072 bit/s, bytes received: 282281 B, packets received: 242
[client] second 15.939461: 94828351.964497 bit/s, bytes received: 1185783 B, packets received: 976
[client] second 16.039687: 8365121.092810 bit/s, bytes received: 104800 B, packets received: 89
[client] second 16.139879: 0.000000 bit/s, bytes received: 0 B, packets received: 0
