Bandwidth: 100 Mbit/s
RTT: 500 ms
BDP: 6250000 B/s
Max In-Flight Packets: 4882
[server] starting server with pid 1090960, port 18080, cc cubic, iw 32
[server][session 0] open
[client] connection establishment time: 1.005473 s
[server][session 0][stream 0] open
[client] time to first byte: 1.506495 s
[client] second 0.101147: 1652193.054634 bit/s, bytes received: 20889 B, packets received: 26
[client] second 0.201945: 779058.508863 bit/s, bytes received: 9816 B, packets received: 8
[client] second 0.302788: 681388.966864 bit/s, bytes received: 8589 B, packets received: 7
[client] second 0.403311: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 0.503674: 978053.295116 bit/s, bytes received: 12270 B, packets received: 10
[client] second 0.604181: 1074306.904099 bit/s, bytes received: 13497 B, packets received: 11
[client] second 0.704821: 1403265.402088 bit/s, bytes received: 17653 B, packets received: 15
[client] second 0.805404: 1463868.952352 bit/s, bytes received: 18405 B, packets received: 15
[client] second 0.906164: 1461286.347426 bit/s, bytes received: 18405 B, packets received: 15
[client] second 1.007055: 1012498.285898 bit/s, bytes received: 12769 B, packets received: 11
[client] second 1.107597: 1952619.788256 bit/s, bytes received: 24540 B, packets received: 20
[client] second 1.208180: 2342176.561701 bit/s, bytes received: 29448 B, packets received: 24
[client] second 1.308494: 2584456.539897 bit/s, bytes received: 32407 B, packets received: 27
[client] second 1.408613: 3137368.334945 bit/s, bytes received: 39264 B, packets received: 32
[client] second 1.509594: 2956196.607276 bit/s, bytes received: 37315 B, packets received: 31
[client] second 1.610431: 3739660.017961 bit/s, bytes received: 47137 B, packets received: 39
[client] second 1.710769: 4246934.661631 bit/s, bytes received: 53266 B, packets received: 44
[client] second 1.810893: 4999431.801033 bit/s, bytes received: 62570 B, packets received: 51
[client] second 1.910945: 5477293.513213 bit/s, bytes received: 68502 B, packets received: 57
[client] second 2.011924: 6358537.770420 bit/s, bytes received: 80260 B, packets received: 66
[client] second 2.112572: 7257200.423439 bit/s, bytes received: 91303 B, packets received: 75
[client] second 2.213097: 8379911.414974 bit/s, bytes received: 105298 B, packets received: 88
[client] second 2.314164: 9015839.697878 bit/s, bytes received: 113901 B, packets received: 95
[client] second 2.414383: 1664510.743292 bit/s, bytes received: 20852 B, packets received: 19
[client] second 2.515215: 8744904.310063 bit/s, bytes received: 110220 B, packets received: 91
[client] second 2.615239: 7989436.942528 bit/s, bytes received: 99892 B, packets received: 83
[client] second 2.716089: 6073253.759822 bit/s, bytes received: 76561 B, packets received: 65
[client] second 2.816767: 17906691.035760 bit/s, bytes received: 225352 B, packets received: 187
[client] second 2.917643: 19191503.511325 bit/s, bytes received: 241996 B, packets received: 199
[client] second 3.017685: 18805082.660526 bit/s, bytes received: 235161 B, packets received: 194
[client] second 3.117872: 13543769.043979 bit/s, bytes received: 169614 B, packets received: 142
[client] second 3.218397: 0.000000 bit/s, bytes received: 0 B, packets received: 1
[client] second 3.319209: 18716699.968186 bit/s, bytes received: 235859 B, packets received: 195
