Bandwidth: 100 Mbit/s
RTT: 220 ms
BDP: 2750000 B/s
Max In-Flight Packets: 2148
[client_side_proxy] starting proxy with pid 1252022, port 18081, cc cubic
[server] starting server with pid 1252029, port 18080, cc cubic, iw 32
[server][session 0] open
[client] connection establishment time: 0.444794 s
[client_side_proxy][control_session 0] open
[client_side_proxy][control_session 0] handover state received
[client_side_proxy][control_session 0] closed
[client_side_proxy][proxy_session 0] open
[client] migrated to 10.0.0.102:56671
[client_side_proxy][proxy_session 0][stream 0] open
[server][session 0][stream 0] open
[client] time to first byte: 0.891905 s
[client] second 0.100601: 3026728.166375 bit/s, bytes received: 38061 B, packets received: 46
[server][session 0] migrated to 10.0.0.102:51012
[client] second 0.200884: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 0.301739: 3639293.502715 bit/s, bytes received: 45880 B, packets received: 38
[client] second 0.402677: 1264221.150489 bit/s, bytes received: 15951 B, packets received: 13
[client] second 0.502999: 3660529.288740 bit/s, bytes received: 45904 B, packets received: 38
[client] second 0.603023: 5536017.349712 bit/s, bytes received: 69217 B, packets received: 57
[client] second 0.703630: 5113227.711475 bit/s, bytes received: 64303 B, packets received: 54
[client] second 0.804252: 8721824.148519 bit/s, bytes received: 109701 B, packets received: 90
[client] second 0.904584: 11666342.942673 bit/s, bytes received: 146314 B, packets received: 121
[client] second 1.005215: 15337438.127434 bit/s, bytes received: 192927 B, packets received: 159
[client] second 1.105419: 15108729.163958 bit/s, bytes received: 189246 B, packets received: 155
[client] second 1.205440: 15823555.379969 bit/s, bytes received: 197835 B, packets received: 166
[client] second 1.305931: 27942337.289585 bit/s, bytes received: 350993 B, packets received: 290
[client] second 1.405940: 45414591.640749 bit/s, bytes received: 567738 B, packets received: 467
[client] second 1.506014: 12243018.085304 bit/s, bytes received: 153151 B, packets received: 127
[client] second 1.606035: 62804308.072139 bit/s, bytes received: 785212 B, packets received: 648
[client] second 1.706099: 93624765.508911 bit/s, bytes received: 1171059 B, packets received: 964
[client] second 1.806153: 17191701.467763 bit/s, bytes received: 215013 B, packets received: 178
[client] second 1.906177: 89989870.772848 bit/s, bytes received: 1125148 B, packets received: 927
[client] second 2.006260: 94687830.596054 bit/s, bytes received: 1184563 B, packets received: 977
[client] second 2.106721: 68918878.860696 bit/s, bytes received: 865465 B, packets received: 712
[client] second 2.206943: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 2.307130: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 2.407234: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 2.508099: 1694465.617443 bit/s, bytes received: 21364 B, packets received: 17
[client] second 2.608262: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 2.708340: 482263110.804115 bit/s, bytes received: 6032993 B, packets received: 4349
[client] second 2.809281: 75562343.938650 bit/s, bytes received: 953418 B, packets received: 681
[client] second 2.909318: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 3.009396: 65527967.989392 bit/s, bytes received: 819735 B, packets received: 677
[client] second 3.109454: 94806980.717760 bit/s, bytes received: 1185783 B, packets received: 977
[client] second 3.210153: 90947342.664221 bit/s, bytes received: 1144787 B, packets received: 943
[client] second 3.310582: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 3.410799: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 3.510837: 21985344.310011 bit/s, bytes received: 274919 B, packets received: 215
[client] second 3.610884: 355524147.999092 bit/s, bytes received: 4446127 B, packets received: 3254
[client] second 3.710995: 88244909.237988 bit/s, bytes received: 1104296 B, packets received: 911
[client] second 3.811074: 93610141.167239 bit/s, bytes received: 1171049 B, packets received: 965
[client] second 3.911094: 94843382.051274 bit/s, bytes received: 1185783 B, packets received: 976
[client] second 4.011133: 94139063.651598 bit/s, bytes received: 1177197 B, packets received: 971
[client] second 4.111168: 94731413.670535 bit/s, bytes received: 1184553 B, packets received: 976
[client] second 4.211207: 94335983.835904 bit/s, bytes received: 1179648 B, packets received: 972
[client] second 4.311225: 94844458.360853 bit/s, bytes received: 1185786 B, packets received: 976
[client] second 4.411328: 94470929.574573 bit/s, bytes received: 1182102 B, packets received: 975
[client] second 4.511421: 94520739.327899 bit/s, bytes received: 1182614 B, packets received: 974
[client] second 4.611485: 94802567.405138 bit/s, bytes received: 1185783 B, packets received: 977
[client] second 4.711553: 94406025.756646 bit/s, bytes received: 1180875 B, packets received: 973
[client] second 4.811665: 94755481.031394 bit/s, bytes received: 1185776 B, packets received: 977
[client] second 4.911709: 94527289.634226 bit/s, bytes received: 1182109 B, packets received: 975
[client] second 5.011799: 94777182.258073 bit/s, bytes received: 1185783 B, packets received: 977
[client] second 5.111823: 94742128.437059 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 5.211841: 94648125.161320 bit/s, bytes received: 1183322 B, packets received: 975
[client] second 5.311853: 94753073.757676 bit/s, bytes received: 1184554 B, packets received: 975
[client] second 5.411926: 94793872.732965 bit/s, bytes received: 1185783 B, packets received: 977
[client] second 5.511944: 94747016.229968 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 5.611990: 94721142.235793 bit/s, bytes received: 1184556 B, packets received: 977
[client] second 5.712014: 94741522.234332 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 5.812053: 94826208.718872 bit/s, bytes received: 1185783 B, packets received: 976
[client] second 5.912075: 94685851.625829 bit/s, bytes received: 1183843 B, packets received: 976
[client] second 6.012099: 94742404.072427 bit/s, bytes received: 1184556 B, packets received: 977
[client] second 6.112205: 94761039.292790 bit/s, bytes received: 1185774 B, packets received: 977
[client] second 6.212228: 94841156.529349 bit/s, bytes received: 1185780 B, packets received: 977
[client] second 6.312245: 94650260.936581 bit/s, bytes received: 1183341 B, packets received: 976
[client] second 6.412268: 94840610.263280 bit/s, bytes received: 1185774 B, packets received: 976
[client] second 6.512300: 94734451.091865 bit/s, bytes received: 1184565 B, packets received: 977
[client] second 6.612386: 94683016.217430 bit/s, bytes received: 1184547 B, packets received: 978
[client] second 6.712408: 94743770.906555 bit/s, bytes received: 1184556 B, packets received: 978
[client] second 6.812422: 94750329.038358 bit/s, bytes received: 1184556 B, packets received: 980
[client] second 6.912435: 94752711.713205 bit/s, bytes received: 1184556 B, packets received: 977
[client] second 7.012461: 94739509.507479 bit/s, bytes received: 1184556 B, packets received: 980
[client] second 7.112543: 94826475.474224 bit/s, bytes received: 1186297 B, packets received: 980
[client] second 7.212638: 94674202.467495 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 7.312653: 94750575.353067 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 7.412668: 94848351.095907 bit/s, bytes received: 1185783 B, packets received: 976
[client] second 7.512760: 94677205.605101 bit/s, bytes received: 1184556 B, packets received: 978
[client] second 7.612779: 94746760.460859 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 7.712801: 94743704.600455 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 7.812878: 94789308.147538 bit/s, bytes received: 1185783 B, packets received: 976
[client] second 7.912922: 94722490.358176 bit/s, bytes received: 1184547 B, packets received: 977
[client] second 8.012956: 94830415.676449 bit/s, bytes received: 1185783 B, packets received: 976
[client] second 8.112970: 94653198.227130 bit/s, bytes received: 1183329 B, packets received: 975
[client] second 8.213046: 94790390.764160 bit/s, bytes received: 1185783 B, packets received: 977
[client] second 8.313089: 94723977.921520 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 8.413117: 94778578.627233 bit/s, bytes received: 1185070 B, packets received: 977
[client] second 8.513159: 94724680.478250 bit/s, bytes received: 1184556 B, packets received: 977
[client] second 8.613207: 94816211.001001 bit/s, bytes received: 1185774 B, packets received: 976
[client] second 8.713279: 94794566.126173 bit/s, bytes received: 1185783 B, packets received: 977
[client] second 8.813299: 94647243.848002 bit/s, bytes received: 1183329 B, packets received: 976
[client] second 8.913322: 94840949.874764 bit/s, bytes received: 1185783 B, packets received: 976
[client] second 9.013340: 94649746.829330 bit/s, bytes received: 1183329 B, packets received: 976
[client] second 9.113360: 94843789.796778 bit/s, bytes received: 1185783 B, packets received: 979
[client] second 9.213385: 94642201.381400 bit/s, bytes received: 1183329 B, packets received: 979
[client] second 9.313434: 94816484.283616 bit/s, bytes received: 1185783 B, packets received: 978
[client] second 9.413493: 94708186.401085 bit/s, bytes received: 1184556 B, packets received: 978
[client] second 9.513507: 94750719.458481 bit/s, bytes received: 1184547 B, packets received: 981
[client] second 9.613528: 94843066.429076 bit/s, bytes received: 1185792 B, packets received: 977
[client] second 9.713579: 94658895.132220 bit/s, bytes received: 1183843 B, packets received: 977
[client] second 9.813610: 94734805.254122 bit/s, bytes received: 1184547 B, packets received: 976
