Bandwidth: 100 Mbit/s
RTT: 220 ms
BDP: 2750000 B/s
Max In-Flight Packets: 2148
[server] starting server with pid 1234929, port 18080, cc cubic, iw 32
[client_side_proxy] starting proxy with pid 1234930, port 18081, cc cubic
[server][session 0] open
[client] connection establishment time: 0.445732 s
[client_side_proxy][control_session 0] open
[client_side_proxy][control_session 0] handover state received
[client_side_proxy][control_session 0] closed
[client_side_proxy][proxy_session 0] open
[client] migrated to 10.0.0.102:59656
[client_side_proxy][proxy_session 0][stream 0] open
[server][session 0][stream 0] open
[client] time to first byte: 0.893836 s
[client] second 0.100141: 3041137.350378 bit/s, bytes received: 38067 B, packets received: 45
[server][session 0] migrated to 10.0.0.102:58396
[client] second 0.200423: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 0.300792: 3656376.816834 bit/s, bytes received: 45874 B, packets received: 38
[client] second 0.401757: 1263888.043021 bit/s, bytes received: 15951 B, packets received: 13
[client] second 0.502174: 3754842.358224 bit/s, bytes received: 47131 B, packets received: 39
[client] second 0.603181: 5384950.927368 bit/s, bytes received: 67990 B, packets received: 56
[client] second 0.703757: 5310036.296112 bit/s, bytes received: 66758 B, packets received: 55
[client] second 0.804310: 8825367.806782 bit/s, bytes received: 110927 B, packets received: 91
[client] second 0.905164: 11702729.120407 bit/s, bytes received: 147533 B, packets received: 122
[client] second 1.005358: 15600806.540835 bit/s, bytes received: 195389 B, packets received: 162
[client] second 1.106327: 14411138.468470 bit/s, bytes received: 181884 B, packets received: 150
[client] second 1.206720: 17035814.767289 bit/s, bytes received: 213786 B, packets received: 178
[client] second 1.306898: 28421581.670551 bit/s, bytes received: 355901 B, packets received: 294
[client] second 1.407120: 45318542.054326 bit/s, bytes received: 567738 B, packets received: 468
[client] second 1.507407: 13097714.314597 bit/s, bytes received: 164191 B, packets received: 135
[client] second 1.607539: 63950701.545034 bit/s, bytes received: 800444 B, packets received: 660
[client] second 1.707554: 93925134.832133 bit/s, bytes received: 1174235 B, packets received: 968
