Bandwidth: 100 Mbit/s
RTT: 220 ms
BDP: 2750000 B/s
Max In-Flight Packets: 2148
[server] starting server with pid 1238158, port 18080, cc cubic, iw 32
[client_side_proxy] starting proxy with pid 1238160, port 18081, cc cubic
[server][session 0] open
[client] connection establishment time: 0.445182 s
[client_side_proxy][control_session 0] open
[client_side_proxy][control_session 0] handover state received
[client_side_proxy][control_session 0] closed
[client_side_proxy][proxy_session 0] open
[client] migrated to 10.0.0.102:45721
[client_side_proxy][proxy_session 0][stream 0] open
[server][session 0][stream 0] open
[client] time to first byte: 0.892893 s
[client] second 0.100119: 3041775.632430 bit/s, bytes received: 38067 B, packets received: 45
[server][session 0] migrated to 10.0.0.102:50894
[client] second 0.200339: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 0.300813: 3652610.279884 bit/s, bytes received: 45874 B, packets received: 38
[client] second 0.401534: 1169479.201996 bit/s, bytes received: 14724 B, packets received: 12
[client] second 0.502265: 3645703.013951 bit/s, bytes received: 45904 B, packets received: 38
[client] second 0.603313: 5382751.408940 bit/s, bytes received: 67990 B, packets received: 56
[client] second 0.703677: 5125676.275171 bit/s, bytes received: 64304 B, packets received: 53
[client] second 0.804287: 8722901.268561 bit/s, bytes received: 109701 B, packets received: 91
[client] second 0.904422: 11493236.197263 bit/s, bytes received: 143859 B, packets received: 119
[client] second 1.004445: 15332398.419611 bit/s, bytes received: 191700 B, packets received: 158
[client] second 1.104609: 15604882.530940 bit/s, bytes received: 195381 B, packets received: 160
[client] second 1.204831: 14673420.954091 bit/s, bytes received: 183822 B, packets received: 153
[client] second 1.304891: 27612981.644799 bit/s, bytes received: 345374 B, packets received: 287
[client] second 1.405400: 45050852.650481 bit/s, bytes received: 566006 B, packets received: 466
[client] second 1.505583: 11976707.299861 bit/s, bytes received: 149982 B, packets received: 124
[client] second 1.605605: 62172463.825466 bit/s, bytes received: 777328 B, packets received: 640
[client] second 1.705631: 93367208.953587 bit/s, bytes received: 1167388 B, packets received: 962
[client] second 1.805707: 16795087.657892 bit/s, bytes received: 210098 B, packets received: 175
[client] second 1.905760: 90299740.037474 bit/s, bytes received: 1129348 B, packets received: 930
[client] second 2.005792: 94733637.569616 bit/s, bytes received: 1184556 B, packets received: 977
[client] second 2.106247: 72050925.637468 bit/s, bytes received: 904729 B, packets received: 744
[client] second 2.206552: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 2.306753: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 2.406846: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 2.506873: 138522.492265 bit/s, bytes received: 1732 B, packets received: 2
[client] second 2.607067: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 2.707119: 433036537.249939 bit/s, bytes received: 5415776 B, packets received: 3882
[client] second 2.807950: 125978620.009258 bit/s, bytes received: 1587813 B, packets received: 1131
[client] second 2.908959: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 3.009012: 63345493.124394 bit/s, bytes received: 792236 B, packets received: 653
[client] second 3.109107: 94714459.893718 bit/s, bytes received: 1185061 B, packets received: 977
[client] second 3.209878: 93844851.743634 bit/s, bytes received: 1182102 B, packets received: 974
[client] second 3.310336: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 3.410543: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 3.510606: 15228280.599137 bit/s, bytes received: 190473 B, packets received: 150
[client] second 3.610625: 359784877.699052 bit/s, bytes received: 4498166 B, packets received: 3302
[client] second 3.710645: 88326064.249746 bit/s, bytes received: 1104296 B, packets received: 910
[client] second 3.810682: 93747406.584201 bit/s, bytes received: 1172276 B, packets received: 966
[client] second 3.910786: 94665770.108193 bit/s, bytes received: 1184556 B, packets received: 977
[client] second 4.010859: 94107773.721031 bit/s, bytes received: 1177197 B, packets received: 970
[client] second 4.110917: 94807207.036352 bit/s, bytes received: 1185780 B, packets received: 977
[client] second 4.210949: 94047107.866812 bit/s, bytes received: 1175967 B, packets received: 969
[client] second 4.310971: 94744144.414158 bit/s, bytes received: 1184559 B, packets received: 977
[client] second 4.410992: 94744218.001538 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 4.511014: 94547692.315568 bit/s, bytes received: 1182102 B, packets received: 973
[client] second 4.611029: 94749741.677682 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 4.711048: 94550534.834801 bit/s, bytes received: 1182102 B, packets received: 974
[client] second 4.811066: 94649444.004134 bit/s, bytes received: 1183329 B, packets received: 975
[client] second 4.911091: 94642190.973411 bit/s, bytes received: 1183329 B, packets received: 975
[client] second 5.011126: 94829761.573365 bit/s, bytes received: 1185783 B, packets received: 977
[client] second 5.111164: 94671021.945305 bit/s, bytes received: 1183841 B, packets received: 977
[client] second 5.211189: 94741247.551275 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 5.311255: 94800033.110134 bit/s, bytes received: 1185783 B, packets received: 976
[client] second 5.411310: 94711581.687396 bit/s, bytes received: 1184556 B, packets received: 977
[client] second 5.511332: 94743733.964574 bit/s, bytes received: 1184556 B, packets received: 975
[client] second 5.611368: 94730213.189603 bit/s, bytes received: 1184547 B, packets received: 977
[client] second 5.711464: 94772722.211658 bit/s, bytes received: 1185792 B, packets received: 976
[client] second 5.811550: 94779964.712313 bit/s, bytes received: 1185774 B, packets received: 978
[client] second 5.911605: 94712246.196223 bit/s, bytes received: 1184556 B, packets received: 977
[client] second 6.011633: 94738001.675912 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 6.111715: 94784905.950781 bit/s, bytes received: 1185783 B, packets received: 976
[client] second 6.211750: 94731653.587399 bit/s, bytes received: 1184556 B, packets received: 977
[client] second 6.311773: 94742414.491665 bit/s, bytes received: 1184556 B, packets received: 975
[client] second 6.411893: 94789876.598558 bit/s, bytes received: 1186297 B, packets received: 978
[client] second 6.511942: 94717785.079134 bit/s, bytes received: 1184556 B, packets received: 977
[client] second 6.611966: 94741713.603245 bit/s, bytes received: 1184547 B, packets received: 975
[client] second 6.712050: 94882033.525235 bit/s, bytes received: 1187019 B, packets received: 977
[client] second 6.812084: 94632675.399575 bit/s, bytes received: 1183320 B, packets received: 975
[client] second 6.912129: 94820588.264105 bit/s, bytes received: 1185781 B, packets received: 977
[client] second 7.012226: 94671409.473425 bit/s, bytes received: 1184552 B, packets received: 977
[client] second 7.112290: 94802073.799112 bit/s, bytes received: 1185783 B, packets received: 976
[client] second 7.212427: 94733615.358460 bit/s, bytes received: 1185789 B, packets received: 977
