Bandwidth: 100 Mbit/s
RTT: 220 ms
BDP: 2750000 B/s
Max In-Flight Packets: 2148
[server] starting server with pid 145692, port 18080, cc cubic, iw 32
[server][session 0] open
[client] connection establishment time: 0.445423 s
[server][session 0][stream 0] open
[client] time to first byte: 0.666185 s
[client] second 1.000776: 6908544.337486 bit/s, bytes received: 864238 B, packets received: 721
[client] second 2.000796: 51683483.436056 bit/s, bytes received: 6460565 B, packets received: 5342
[client] second 3.000821: 59105679.299067 bit/s, bytes received: 7388390 B, packets received: 6128
[client] second 4.000981: 88443245.438102 bit/s, bytes received: 11057179 B, packets received: 9119
[client] second 5.000997: 94596037.166454 bit/s, bytes received: 11824691 B, packets received: 9744
[client] second 6.001035: 94706045.292653 bit/s, bytes received: 11838704 B, packets received: 9754
[client] second 7.001056: 94746920.856769 bit/s, bytes received: 11843620 B, packets received: 9760
[client] second 8.001098: 94750670.364504 bit/s, bytes received: 11844324 B, packets received: 9759
[client] second 9.001180: 94750969.751855 bit/s, bytes received: 11844847 B, packets received: 9760
[client] second 10.001248: 94752263.593891 bit/s, bytes received: 11844838 B, packets received: 9760
[client] second 11.001315: 94748218.069173 bit/s, bytes received: 11844321 B, packets received: 9758
[client] second 12.001476: 94753313.731364 bit/s, bytes received: 11846068 B, packets received: 9761
[client] second 13.001511: 94745543.482315 bit/s, bytes received: 11843611 B, packets received: 9760
[client] second 14.001606: 94749816.267874 bit/s, bytes received: 11844847 B, packets received: 9760
[client] second 15.001630: 94752266.779373 bit/s, bytes received: 11844324 B, packets received: 9758
[client] second 16.001717: 94760255.105310 bit/s, bytes received: 11846065 B, packets received: 9761
[client] second 17.001801: 94740991.148906 bit/s, bytes received: 11843611 B, packets received: 9759
[client] second 18.001895: 94759650.100378 bit/s, bytes received: 11846074 B, packets received: 9761
[client] second 19.001923: 94742154.768804 bit/s, bytes received: 11843097 B, packets received: 9758
[client] second 20.001981: 94753215.419997 bit/s, bytes received: 11844838 B, packets received: 9760
[client] second 21.002084: 94749008.229993 bit/s, bytes received: 11844847 B, packets received: 9760
[client] second 22.002137: 94753596.130626 bit/s, bytes received: 11844829 B, packets received: 9760
[client] second 23.002215: 94747310.377000 bit/s, bytes received: 11844333 B, packets received: 9760
[client] second 24.002348: 94755920.290780 bit/s, bytes received: 11846074 B, packets received: 9760
[client] second 25.002433: 94750655.121349 bit/s, bytes received: 11844838 B, packets received: 9760
[client] second 26.002466: 94755674.755834 bit/s, bytes received: 11844838 B, packets received: 9760
[client] second 27.002487: 94742675.554883 bit/s, bytes received: 11843097 B, packets received: 9758
[client] second 28.002597: 94748352.268773 bit/s, bytes received: 11844838 B, packets received: 9761
[client] second 29.002689: 94759778.126189 bit/s, bytes received: 11846065 B, packets received: 9760
[client] second 30.002723: 94741523.049806 bit/s, bytes received: 11843097 B, packets received: 9759
[client] second 31.002758: 94755441.935020 bit/s, bytes received: 11844847 B, packets received: 9759
[client] second 32.002838: 94751095.497864 bit/s, bytes received: 11844829 B, packets received: 9760
[client] second 33.002926: 94750457.089021 bit/s, bytes received: 11844856 B, packets received: 9760
[client] second 34.003006: 94747079.409327 bit/s, bytes received: 11844324 B, packets received: 9759
[client] second 35.003049: 94754616.949107 bit/s, bytes received: 11844838 B, packets received: 9760
[client] second 36.003071: 94746903.802694 bit/s, bytes received: 11843620 B, packets received: 9759
[client] second 37.003156: 94750631.909416 bit/s, bytes received: 11844838 B, packets received: 9760
[client] second 38.003192: 94751153.385892 bit/s, bytes received: 11844324 B, packets received: 9760
[client] second 39.003213: 94756773.709763 bit/s, bytes received: 11844838 B, packets received: 9759
[client] second 40.003262: 94754058.479690 bit/s, bytes received: 11844847 B, packets received: 9760
[client] total: bytes received: 452151269 B, packets received: 372638
