Bandwidth: 100 Mbit/s
RTT: 220 ms
BDP: 2750000 B/s
Max In-Flight Packets: 2148
[server] starting server with pid 1221874, port 18080, cc cubic, iw 32
[server][session 0] open
[client] connection establishment time: 0.445783 s
[server][session 0][stream 0] open
[client] time to first byte: 0.667059 s
[client] second 0.100938: 2044603.192617 bit/s, bytes received: 25797 B, packets received: 27
[client] second 0.201673: 1071875.636537 bit/s, bytes received: 13497 B, packets received: 11
[client] second 0.302013: 2874873.737677 bit/s, bytes received: 36058 B, packets received: 30
[client] second 0.402840: 3310061.192949 bit/s, bytes received: 41718 B, packets received: 34
[client] second 0.502921: 3963106.158692 bit/s, bytes received: 49579 B, packets received: 41
[client] second 0.603013: 5728405.685034 bit/s, bytes received: 71671 B, packets received: 59
[client] second 0.703737: 7682109.569144 bit/s, bytes received: 96722 B, packets received: 81
[client] second 0.804619: 10296813.714258 bit/s, bytes received: 129845 B, packets received: 106
[client] second 0.905063: 14054717.336122 bit/s, bytes received: 176464 B, packets received: 145
[client] second 1.005968: 18935757.551853 bit/s, bytes received: 238838 B, packets received: 199
[client] second 1.106463: 13404571.847241 bit/s, bytes received: 168387 B, packets received: 140
[client] second 1.206651: 17266784.375021 bit/s, bytes received: 216240 B, packets received: 181
[client] second 1.307447: 42975055.878025 bit/s, bytes received: 541466 B, packets received: 446
[client] second 1.407482: 23261382.451421 bit/s, bytes received: 290870 B, packets received: 242
[client] second 1.507513: 38357220.172212 bit/s, bytes received: 479611 B, packets received: 399
[client] second 1.607553: 88994670.833482 bit/s, bytes received: 1112885 B, packets received: 916
[client] second 1.707750: 40293146.018940 bit/s, bytes received: 504656 B, packets received: 420
[client] second 1.807806: 66999238.473295 bit/s, bytes received: 837956 B, packets received: 695
[client] second 1.907857: 94716063.989570 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 2.007918: 94805252.328331 bit/s, bytes received: 1185793 B, packets received: 977
[client] second 2.107938: 11112905.420208 bit/s, bytes received: 138939 B, packets received: 985
[client] second 2.207983: 0.000000 bit/s, bytes received: 0 B, packets received: 977
[client] second 2.308016: 0.000000 bit/s, bytes received: 0 B, packets received: 979
[client] second 2.408789: 226538074.337535 bit/s, bytes received: 2853631 B, packets received: 693
