Bandwidth: 100 Mbit/s
RTT: 220 ms
BDP: 2750000 B/s
Max In-Flight Packets: 2148
[server] starting server with pid 1231658, port 18080, cc cubic, iw 32
[server][session 0] open
[client] connection establishment time: 0.445127 s
[server][session 0][stream 0] open
[client] time to first byte: 0.666226 s
[client] second 0.100361: 2643186.317703 bit/s, bytes received: 33159 B, packets received: 34
[client] second 0.201226: 486590.548954 bit/s, bytes received: 6135 B, packets received: 5
[client] second 0.301415: 3173129.575599 bit/s, bytes received: 39739 B, packets received: 33
[client] second 0.401572: 3234189.837982 bit/s, bytes received: 40491 B, packets received: 33
[client] second 0.501804: 3663364.257286 bit/s, bytes received: 45898 B, packets received: 38
[client] second 0.602045: 6013716.573788 bit/s, bytes received: 75353 B, packets received: 62
[client] second 0.702348: 7518625.256137 bit/s, bytes received: 94267 B, packets received: 78
[client] second 0.802421: 10281912.920009 bit/s, bytes received: 128618 B, packets received: 106
[client] second 0.903076: 14025258.065982 bit/s, bytes received: 176464 B, packets received: 146
[client] second 1.003170: 18892874.168918 bit/s, bytes received: 236384 B, packets received: 196
[client] second 1.103819: 13676771.846904 bit/s, bytes received: 172068 B, packets received: 143
[client] second 1.203829: 17002900.859637 bit/s, bytes received: 212559 B, packets received: 177
[client] second 1.303857: 42912572.126467 bit/s, bytes received: 536558 B, packets received: 442
[client] second 1.404655: 23767237.363824 bit/s, bytes received: 299459 B, packets received: 250
[client] second 1.505333: 38305321.758117 bit/s, bytes received: 482065 B, packets received: 400
[client] second 1.605349: 88624069.659165 bit/s, bytes received: 1107977 B, packets received: 914
[client] second 1.705700: 40426889.086969 bit/s, bytes received: 507110 B, packets received: 421
[client] second 1.805715: 67026326.852008 bit/s, bytes received: 837956 B, packets received: 695
[client] second 1.905734: 94746682.783106 bit/s, bytes received: 1184556 B, packets received: 977
[client] second 2.005830: 94870494.915028 bit/s, bytes received: 1187020 B, packets received: 977
[client] second 2.105862: 10580555.489160 bit/s, bytes received: 132299 B, packets received: 986
[client] second 2.205906: 0.000000 bit/s, bytes received: 0 B, packets received: 983
[client] second 2.305930: 0.000000 bit/s, bytes received: 0 B, packets received: 976
[client] second 2.407010: 39968.426526 bit/s, bytes received: 505 B, packets received: 753
[client] second 2.507243: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 2.608102: 400264016.444602 bit/s, bytes received: 5046272 B, packets received: 602
[client] second 2.708568: 0.000000 bit/s, bytes received: 0 B, packets received: 1
[client] second 2.809112: 0.000000 bit/s, bytes received: 0 B, packets received: 9
[client] second 2.909127: 85738587.590652 bit/s, bytes received: 1071889 B, packets received: 884
[client] second 3.009152: 94838487.482393 bit/s, bytes received: 1185783 B, packets received: 976
[client] second 3.109176: 70300085.167556 bit/s, bytes received: 878962 B, packets received: 976
[client] second 3.209189: 0.000000 bit/s, bytes received: 0 B, packets received: 976
[client] second 3.309212: 0.000000 bit/s, bytes received: 0 B, packets received: 976
[client] second 3.409244: 308052745.405430 bit/s, bytes received: 3851900 B, packets received: 977
[client] second 3.509864: 69631736.304104 bit/s, bytes received: 875786 B, packets received: 723
[client] second 3.609908: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 3.709958: 67591969.856873 bit/s, bytes received: 845321 B, packets received: 697
[client] second 3.810002: 94821418.838217 bit/s, bytes received: 1185790 B, packets received: 977
[client] second 3.910065: 94352280.069539 bit/s, bytes received: 1180153 B, packets received: 972
[client] second 4.010140: 94497372.018621 bit/s, bytes received: 1182102 B, packets received: 975
[client] second 4.110166: 94740181.985526 bit/s, bytes received: 1184556 B, packets received: 975
[client] second 4.210214: 94522401.705334 bit/s, bytes received: 1182102 B, packets received: 974
[client] second 4.310229: 94554699.193023 bit/s, bytes received: 1182102 B, packets received: 975
[client] second 4.410339: 94758048.908356 bit/s, bytes received: 1185783 B, packets received: 977
[client] second 4.510356: 94551791.193909 bit/s, bytes received: 1182102 B, packets received: 973
[client] second 4.610374: 94649546.207421 bit/s, bytes received: 1183329 B, packets received: 976
[client] second 4.710413: 94530882.691719 bit/s, bytes received: 1182102 B, packets received: 973
[client] second 4.810441: 94737800.887892 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 4.910460: 94746492.378422 bit/s, bytes received: 1184556 B, packets received: 976
