Bandwidth: 100 Mbit/s
RTT: 500 ms
BDP: 6250000 B/s
Max In-Flight Packets: 4882
[server] starting server with pid 1110941, port 18080, cc cubic, iw 32
[client_side_proxy] starting proxy with pid 1110943, port 18081, cc cubic
[server][session 0] open
[client] connection establishment time: 1.005689 s
[client_side_proxy][control_session 0] open
[client_side_proxy][control_session 0] handover state received
[client_side_proxy][control_session 0] closed
[client_side_proxy][proxy_session 0] open
[client] migrated to 10.0.0.102:36395
[client_side_proxy][proxy_session 0][stream 0] open
[server][session 0][stream 0] open
[client] time to first byte: 2.014923 s
[client] second 0.100814: 3020399.320882 bit/s, bytes received: 38062 B, packets received: 47
[client] second 0.201259: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 0.301930: 78115.825625 bit/s, bytes received: 983 B, packets received: 1
[server][session 0] migrated to 10.0.0.102:44656
[client] second 0.402563: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 0.503351: 681739.466703 bit/s, bytes received: 8589 B, packets received: 7
[client] second 0.603579: 1722717.441295 bit/s, bytes received: 21583 B, packets received: 18
[client] second 0.704250: 1462590.972756 bit/s, bytes received: 18405 B, packets received: 15
[client] second 0.804433: 1273746.598132 bit/s, bytes received: 15951 B, packets received: 13
[client] second 0.904660: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 1.005289: 975470.707845 bit/s, bytes received: 12270 B, packets received: 10
[client] second 1.105866: 1796909.049575 bit/s, bytes received: 22591 B, packets received: 19
[client] second 1.206627: 2045787.201867 bit/s, bytes received: 25767 B, packets received: 21
[client] second 1.306995: 2444530.507955 bit/s, bytes received: 30669 B, packets received: 25
[client] second 1.407251: 2586424.959524 bit/s, bytes received: 32413 B, packets received: 27
[client] second 1.507719: 1563234.791195 bit/s, bytes received: 19632 B, packets received: 16
[client] second 1.608059: 2974607.020291 bit/s, bytes received: 37309 B, packets received: 31
[client] second 1.708189: 3570008.199961 bit/s, bytes received: 44683 B, packets received: 37
[client] second 1.808221: 4120850.146572 bit/s, bytes received: 51527 B, packets received: 42
[client] second 1.908627: 4733420.278299 bit/s, bytes received: 59408 B, packets received: 49
[client] second 2.009335: 5206008.858739 bit/s, bytes received: 65536 B, packets received: 54
[client] second 2.109450: 5922549.423516 bit/s, bytes received: 74117 B, packets received: 61
[client] second 2.209976: 6623328.709118 bit/s, bytes received: 83227 B, packets received: 69
[client] second 2.310530: 7654480.911692 bit/s, bytes received: 96211 B, packets received: 79
[client] second 2.410845: 8788817.197870 bit/s, bytes received: 110206 B, packets received: 91
[client] second 2.511428: 3846754.304039 bit/s, bytes received: 48365 B, packets received: 41
[client] second 2.611581: 9644401.052361 bit/s, bytes received: 120740 B, packets received: 99
[client] second 2.712211: 2966518.498084 bit/s, bytes received: 37315 B, packets received: 32
[client] second 2.813103: 8253501.326751 bit/s, bytes received: 104089 B, packets received: 87
[client] second 2.913219: 13709190.119843 bit/s, bytes received: 171563 B, packets received: 141
[client] second 3.013237: 18710445.738039 bit/s, bytes received: 233923 B, packets received: 193
[client] second 3.113891: 19624134.888199 bit/s, bytes received: 246905 B, packets received: 203
[client] second 3.214707: 21037310.958038 bit/s, bytes received: 265113 B, packets received: 219
[client] second 3.315475: 0.000000 bit/s, bytes received: 0 B, packets received: 1
[client] second 3.415632: 6312670.777801 bit/s, bytes received: 79033 B, packets received: 65
[client] second 3.515689: 17582532.857861 bit/s, bytes received: 219906 B, packets received: 182
[client] second 3.616270: 34439913.401912 bit/s, bytes received: 433000 B, packets received: 358
[client] second 3.716713: 39860318.083965 bit/s, bytes received: 500463 B, packets received: 411
[client] second 3.816998: 42509480.835184 bit/s, bytes received: 532884 B, packets received: 440
[client] second 3.917741: 26353482.061398 bit/s, bytes received: 331866 B, packets received: 274
[client] second 4.017941: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 4.118013: 27274617.191290 bit/s, bytes received: 341177 B, packets received: 281
[client] second 4.218039: 39438624.167007 bit/s, bytes received: 493108 B, packets received: 408
[client] second 4.318305: 72617971.805465 bit/s, bytes received: 910142 B, packets received: 750
[client] second 4.418362: 82268087.511464 bit/s, bytes received: 1028944 B, packets received: 847
[client] second 4.518397: 84053138.580866 bit/s, bytes received: 1051030 B, packets received: 866
[client] second 4.619393: 29300508.316922 bit/s, bytes received: 369903 B, packets received: 306
[client] second 4.719581: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 4.819661: 72516693.360669 bit/s, bytes received: 907183 B, packets received: 747
[client] second 4.919691: 73770485.821494 bit/s, bytes received: 922412 B, packets received: 761
[client] second 5.019755: 94745004.946674 bit/s, bytes received: 1185061 B, packets received: 976
[client] second 5.119865: 94758249.574356 bit/s, bytes received: 1185783 B, packets received: 978
[client] second 5.219880: 94749551.260703 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 5.319909: 94836000.567441 bit/s, bytes received: 1185783 B, packets received: 976
[client] second 5.419965: 94711106.503041 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 5.519981: 94651927.227946 bit/s, bytes received: 1183329 B, packets received: 976
[client] second 5.620002: 94744112.858059 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 5.720525: 28852355.061813 bit/s, bytes received: 362541 B, packets received: 299
[client] second 5.820764: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 5.920946: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 6.021120: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 6.121296: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 6.221327: 51587461.142045 bit/s, bytes received: 645039 B, packets received: 531
[client] second 6.321338: 94753517.965507 bit/s, bytes received: 1184556 B, packets received: 977
[client] second 6.421368: 94775949.641372 bit/s, bytes received: 1185061 B, packets received: 976
[client] second 6.521481: 94756182.376662 bit/s, bytes received: 1185783 B, packets received: 977
