Bandwidth: 100 Mbit/s
RTT: 500 ms
BDP: 6250000 B/s
Max In-Flight Packets: 4882
[server] starting server with pid 1125209, port 18080, cc cubic, iw 32
[client_side_proxy] starting proxy with pid 1125208, port 18081, cc cubic
[server][session 0] open
[client] connection establishment time: 1.005521 s
[client_side_proxy][control_session 0] open
[client_side_proxy][control_session 0] handover state received
[client_side_proxy][control_session 0] closed
[client_side_proxy][proxy_session 0] open
[client] migrated to 10.0.0.102:41546
[client_side_proxy][proxy_session 0][stream 0] open
[server][session 0][stream 0] open
[client] time to first byte: 2.012928 s
[client] second 0.100108: 3041699.936425 bit/s, bytes received: 38062 B, packets received: 47
[client] second 0.200727: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 0.301556: 77992.790864 bit/s, bytes received: 983 B, packets received: 1
[server][session 0] migrated to 10.0.0.102:50443
[client] second 0.401776: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 0.502754: 874886.228594 bit/s, bytes received: 11043 B, packets received: 9
[client] second 0.602849: 1430795.064432 bit/s, bytes received: 17902 B, packets received: 15
[client] second 0.703557: 1462048.521025 bit/s, bytes received: 18405 B, packets received: 15
[client] second 0.804398: 1362772.906495 bit/s, bytes received: 17178 B, packets received: 14
[client] second 0.904780: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 1.005000: 979045.307297 bit/s, bytes received: 12265 B, packets received: 10
[client] second 1.106055: 1788810.606105 bit/s, bytes received: 22596 B, packets received: 19
[client] second 1.206795: 2046214.655755 bit/s, bytes received: 25767 B, packets received: 21
[client] second 1.307123: 2543417.970569 bit/s, bytes received: 31897 B, packets received: 26
[client] second 1.407900: 2572971.561667 bit/s, bytes received: 32412 B, packets received: 27
[client] second 1.508254: 1565014.589903 bit/s, bytes received: 19632 B, packets received: 16
[client] second 1.608425: 3077628.058494 bit/s, bytes received: 38536 B, packets received: 32
[client] second 1.709064: 3551929.919118 bit/s, bytes received: 44683 B, packets received: 37
[client] second 1.809336: 4110812.792957 bit/s, bytes received: 51525 B, packets received: 42
[client] second 1.910159: 4811344.352867 bit/s, bytes received: 60637 B, packets received: 50
[client] second 2.011097: 5290708.235272 bit/s, bytes received: 66754 B, packets received: 55
[client] second 2.111780: 5889791.278411 bit/s, bytes received: 74125 B, packets received: 61
[client] second 2.212833: 6783163.675075 bit/s, bytes received: 85682 B, packets received: 71
[client] second 2.312866: 7792416.215536 bit/s, bytes received: 97438 B, packets received: 80
[client] second 2.413592: 8850424.330204 bit/s, bytes received: 111433 B, packets received: 92
[client] second 2.513761: 3078727.264659 bit/s, bytes received: 38549 B, packets received: 33
[client] second 2.614197: 10440222.879865 bit/s, bytes received: 131072 B, packets received: 108
[client] second 2.715040: 3406072.233086 bit/s, bytes received: 42935 B, packets received: 37
[client] second 2.815644: 7008669.338776 bit/s, bytes received: 88137 B, packets received: 73
[client] second 2.915939: 15250608.569634 bit/s, bytes received: 191195 B, packets received: 157
[client] second 3.016546: 18698524.079931 bit/s, bytes received: 235150 B, packets received: 195
[client] second 3.116683: 19667882.684155 bit/s, bytes received: 246186 B, packets received: 202
[client] second 3.217500: 19438965.529120 bit/s, bytes received: 244973 B, packets received: 202
[client] second 3.318591: 0.000000 bit/s, bytes received: 0 B, packets received: 1
[client] second 3.418981: 9035363.554456 bit/s, bytes received: 113382 B, packets received: 93
[client] second 3.519063: 17914399.200745 bit/s, bytes received: 224114 B, packets received: 187
[client] second 3.619096: 35077810.936345 bit/s, bytes received: 438615 B, packets received: 360
[client] second 3.719121: 40460227.155939 bit/s, bytes received: 505883 B, packets received: 417
[client] second 3.819141: 42523748.691804 bit/s, bytes received: 531650 B, packets received: 438
[client] second 3.919726: 22548673.661907 bit/s, bytes received: 283508 B, packets received: 235
[client] second 4.019931: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 4.119965: 32133216.676600 bit/s, bytes received: 401805 B, packets received: 332
[client] second 4.220047: 40789734.261939 bit/s, bytes received: 510286 B, packets received: 421
[client] second 4.320071: 73579170.833261 bit/s, bytes received: 919958 B, packets received: 758
[client] second 4.420257: 82749970.083360 bit/s, bytes received: 1036306 B, packets received: 853
[client] second 4.520273: 84756546.315455 bit/s, bytes received: 1059619 B, packets received: 873
[client] second 4.621011: 21150098.445973 bit/s, bytes received: 266330 B, packets received: 221
[client] second 4.721249: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 4.821299: 80761538.423173 bit/s, bytes received: 1010024 B, packets received: 832
[client] second 4.921322: 73873846.817137 bit/s, bytes received: 923639 B, packets received: 761
[client] second 5.021377: 94711742.607481 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 5.121424: 94720850.237987 bit/s, bytes received: 1184566 B, packets received: 976
[client] second 5.221557: 94737514.480375 bit/s, bytes received: 1185783 B, packets received: 978
[client] second 5.321640: 94783870.812000 bit/s, bytes received: 1185783 B, packets received: 977
[client] second 5.421694: 94810578.563205 bit/s, bytes received: 1185783 B, packets received: 976
[client] second 5.521774: 94730312.087537 bit/s, bytes received: 1185061 B, packets received: 977
[client] second 5.621790: 94651386.850697 bit/s, bytes received: 1183329 B, packets received: 976
[client] second 5.721935: 20548917.212834 bit/s, bytes received: 257236 B, packets received: 212
[client] second 5.822148: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 5.922362: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 6.022569: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 6.123260: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 6.223317: 60287397.445362 bit/s, bytes received: 754025 B, packets received: 621
[client] second 6.323464: 94626048.714554 bit/s, bytes received: 1184556 B, packets received: 977
[client] second 6.423534: 94795988.940176 bit/s, bytes received: 1185783 B, packets received: 977
[client] second 6.523848: 3758657.106485 bit/s, bytes received: 47131 B, packets received: 38
[client] second 6.623950: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 6.723999: 59998445.953060 bit/s, bytes received: 750344 B, packets received: 618
[client] second 6.824014: 94848207.896686 bit/s, bytes received: 1185783 B, packets received: 977
[client] second 6.924066: 94656990.057134 bit/s, bytes received: 1183834 B, packets received: 976
[client] second 7.024142: 94790798.054155 bit/s, bytes received: 1185783 B, packets received: 977
[client] second 7.124162: 94745526.157492 bit/s, bytes received: 1184556 B, packets received: 977
[client] second 7.224309: 34743742.591121 bit/s, bytes received: 434934 B, packets received: 357
[client] second 7.324496: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 7.424614: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 7.524809: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 7.625013: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 7.725224: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 7.825423: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 7.925479: 67629172.086081 bit/s, bytes received: 845833 B, packets received: 698
