Bandwidth: 100 Mbit/s
RTT: 72 ms
BDP: 900000 B/s
Max In-Flight Packets: 703
[server] starting server with pid 1350376, port 18080, cc cubic, iw 32
[server][session 0] open
[client] connection establishment time: 0.147786 s
[server][session 0][stream 0] open
[client] time to first byte: 0.220751 s
[client] second 0.100047: 6319715.741132 bit/s, bytes received: 79033 B, packets received: 73
[client] second 0.200150: 13318288.821658 bit/s, bytes received: 166650 B, packets received: 136
[client] second 0.300747: 33165117.285133 bit/s, bytes received: 417039 B, packets received: 344
[client] second 0.400798: 50594806.532607 bit/s, bytes received: 632762 B, packets received: 526
[client] second 0.500853: 89373157.155822 bit/s, bytes received: 1117778 B, packets received: 927
[client] second 0.600924: 54689723.886277 bit/s, bytes received: 684108 B, packets received: 981
[client] second 0.701450: 126636569.104751 bit/s, bytes received: 1591269 B, packets received: 930
[client] second 0.801479: 68529527.309465 bit/s, bytes received: 856876 B, packets received: 896
[client] second 0.901496: 13566879.429862 bit/s, bytes received: 169614 B, packets received: 981
[client] second 1.001580: 13909163.176811 bit/s, bytes received: 174010 B, packets received: 987
[client] second 1.101733: 275194592.004875 bit/s, bytes received: 3445187 B, packets received: 984
[client] second 1.201837: 94665304.343777 bit/s, bytes received: 1184553 B, packets received: 977
[client] second 1.301927: 94777411.412787 bit/s, bytes received: 1185783 B, packets received: 977
[client] second 1.401949: 94744298.875014 bit/s, bytes received: 1184566 B, packets received: 976
[client] second 1.501965: 94748411.293520 bit/s, bytes received: 1184546 B, packets received: 975
[client] second 1.601996: 94735330.258494 bit/s, bytes received: 1184559 B, packets received: 977
[client] second 1.702020: 94741777.671932 bit/s, bytes received: 1184553 B, packets received: 976
[client] second 1.802090: 94837077.542522 bit/s, bytes received: 1186298 B, packets received: 977
[client] second 1.902175: 94683909.673902 bit/s, bytes received: 1184556 B, packets received: 977
[client] second 2.002197: 94744323.145251 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 2.102219: 94743166.509376 bit/s, bytes received: 1184549 B, packets received: 976
[client] second 2.202325: 94761988.553858 bit/s, bytes received: 1185783 B, packets received: 977
[client] second 2.302399: 94792338.210290 bit/s, bytes received: 1185783 B, packets received: 976
[client] second 2.402450: 94716193.684460 bit/s, bytes received: 1184556 B, packets received: 977
[client] second 2.502473: 94840960.252525 bit/s, bytes received: 1185780 B, packets received: 976
[client] second 2.602577: 94665489.740344 bit/s, bytes received: 1184559 B, packets received: 977
[client] second 2.702659: 94785391.801390 bit/s, bytes received: 1185783 B, packets received: 976
[client] second 2.802704: 94722150.565355 bit/s, bytes received: 1184556 B, packets received: 977
[client] second 2.902723: 94844287.630344 bit/s, bytes received: 1185783 B, packets received: 976
[client] second 3.002739: 94650355.654617 bit/s, bytes received: 1183322 B, packets received: 976
[client] second 3.102778: 94769450.266116 bit/s, bytes received: 1185075 B, packets received: 977
[client] second 3.202862: 94782593.256517 bit/s, bytes received: 1185783 B, packets received: 976
[client] second 3.302893: 94734854.399322 bit/s, bytes received: 1184549 B, packets received: 976
[client] second 3.402912: 94746298.185378 bit/s, bytes received: 1184556 B, packets received: 977
[client] second 3.502932: 94843480.668470 bit/s, bytes received: 1185783 B, packets received: 976
[client] second 3.602951: 94648469.298690 bit/s, bytes received: 1183329 B, packets received: 976
[client] second 3.703042: 94874279.400900 bit/s, bytes received: 1187010 B, packets received: 977
[client] second 3.803056: 94751643.177659 bit/s, bytes received: 1184554 B, packets received: 976
[client] second 3.903089: 94732737.901511 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 4.003110: 94744637.630541 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 4.103193: 94686468.765249 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 4.203208: 94750047.672738 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 4.303272: 94842686.052317 bit/s, bytes received: 1186297 B, packets received: 978
[client] second 4.403289: 94650793.483837 bit/s, bytes received: 1183329 B, packets received: 976
[client] second 4.503318: 94735453.046630 bit/s, bytes received: 1184547 B, packets received: 976
[client] second 4.603421: 94765764.749327 bit/s, bytes received: 1185783 B, packets received: 977
[client] second 4.703436: 94749981.357853 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 4.803558: 94746704.142943 bit/s, bytes received: 1185783 B, packets received: 977
[client] second 4.903634: 94790811.314818 bit/s, bytes received: 1185783 B, packets received: 976
[client] second 5.003693: 94708787.444631 bit/s, bytes received: 1184556 B, packets received: 977
[client] second 5.103722: 94737008.162373 bit/s, bytes received: 1184556 B, packets received: 975
[client] second 5.203741: 94844145.391649 bit/s, bytes received: 1185783 B, packets received: 977
[client] second 5.303855: 94656724.677761 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 5.403932: 94789492.844162 bit/s, bytes received: 1185783 B, packets received: 977
[client] second 5.503992: 94748744.121115 bit/s, bytes received: 1185070 B, packets received: 977
[client] second 5.604042: 94717456.571511 bit/s, bytes received: 1184556 B, packets received: 977
[client] second 5.704126: 94782026.334362 bit/s, bytes received: 1185774 B, packets received: 976
[client] second 5.804180: 94713403.527791 bit/s, bytes received: 1184553 B, packets received: 976
[client] second 5.904203: 94743245.495976 bit/s, bytes received: 1184559 B, packets received: 977
[client] second 6.004229: 94837733.714372 bit/s, bytes received: 1185783 B, packets received: 976
[client] second 6.104333: 94666122.845025 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 6.204406: 94792946.329999 bit/s, bytes received: 1185783 B, packets received: 977
[client] second 6.304467: 94805038.354796 bit/s, bytes received: 1185783 B, packets received: 977
[client] second 6.404487: 94647599.651265 bit/s, bytes received: 1183329 B, packets received: 975
[client] second 6.504560: 94793079.890046 bit/s, bytes received: 1185783 B, packets received: 977
[client] second 6.604583: 94743167.524465 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 6.704632: 94758469.979786 bit/s, bytes received: 1185070 B, packets received: 977
[client] second 6.804682: 94717020.142717 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 6.904722: 94726554.251287 bit/s, bytes received: 1184547 B, packets received: 977
[client] second 7.004747: 94838664.785542 bit/s, bytes received: 1185783 B, packets received: 976
[client] second 7.104792: 94722341.819018 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 7.204848: 94711111.235930 bit/s, bytes received: 1184556 B, packets received: 977
[client] second 7.304868: 94843338.432196 bit/s, bytes received: 1185783 B, packets received: 976
[client] second 7.404967: 94670652.862654 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 7.505004: 94729608.136653 bit/s, bytes received: 1184556 B, packets received: 977
[client] second 7.605067: 94803586.845754 bit/s, bytes received: 1185783 B, packets received: 976
[client] second 7.705125: 94708978.644335 bit/s, bytes received: 1184556 B, packets received: 977
[client] second 7.805152: 94837239.742080 bit/s, bytes received: 1185783 B, packets received: 976
[client] second 7.905248: 94673789.137172 bit/s, bytes received: 1184556 B, packets received: 977
[client] second 8.005312: 94745339.121958 bit/s, bytes received: 1185070 B, packets received: 977
[client] second 8.105342: 94833262.336455 bit/s, bytes received: 1185774 B, packets received: 976
[client] second 8.205445: 94667147.026114 bit/s, bytes received: 1184556 B, packets received: 977
[client] second 8.305476: 94832348.651194 bit/s, bytes received: 1185783 B, packets received: 976
[client] second 8.405499: 94744067.335781 bit/s, bytes received: 1184565 B, packets received: 976
[client] second 8.505557: 94708827.932711 bit/s, bytes received: 1184547 B, packets received: 976
[client] second 8.605596: 94727284.384514 bit/s, bytes received: 1184556 B, packets received: 977
[client] second 8.705619: 94743015.969732 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 8.805639: 94843738.591336 bit/s, bytes received: 1185783 B, packets received: 976
[client] second 8.905707: 94699220.872912 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 9.005727: 94745958.112649 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 9.105773: 94721156.437469 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 9.205834: 94747901.370502 bit/s, bytes received: 1185070 B, packets received: 977
[client] second 9.305853: 94843788.712912 bit/s, bytes received: 1185774 B, packets received: 977
[client] second 9.405872: 94746204.404632 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 9.505888: 94651127.547517 bit/s, bytes received: 1183329 B, packets received: 976
[client] second 9.605996: 94761078.682114 bit/s, bytes received: 1185792 B, packets received: 977
[client] second 9.706023: 94836615.694200 bit/s, bytes received: 1185774 B, packets received: 976
[client] second 9.806109: 94682319.417326 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 9.906140: 94833707.184275 bit/s, bytes received: 1185783 B, packets received: 977
[client] second 10.006171: 94735093.174097 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 10.106238: 94700605.388671 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 10.206287: 94718709.078212 bit/s, bytes received: 1184556 B, packets received: 977
[client] second 10.306309: 94841277.950554 bit/s, bytes received: 1185783 B, packets received: 976
[client] second 10.406377: 94741337.897917 bit/s, bytes received: 1185070 B, packets received: 977
[client] second 10.506476: 94670625.435356 bit/s, bytes received: 1184556 B, packets received: 977
[client] second 10.606561: 94781097.314887 bit/s, bytes received: 1185774 B, packets received: 976
[client] second 10.706608: 94818569.277186 bit/s, bytes received: 1185783 B, packets received: 977
[client] second 10.806623: 94653051.225559 bit/s, bytes received: 1183338 B, packets received: 976
[client] second 10.906642: 94843541.218583 bit/s, bytes received: 1185774 B, packets received: 976
[client] second 11.006683: 94726013.660373 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 11.106764: 94687153.735902 bit/s, bytes received: 1184556 B, packets received: 977
[client] second 11.206793: 94737779.104337 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 11.306866: 94792596.802297 bit/s, bytes received: 1185783 B, packets received: 976
[client] second 11.406913: 94720635.712142 bit/s, bytes received: 1184556 B, packets received: 977
[client] second 11.506935: 94743482.002084 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 11.607043: 94759878.772143 bit/s, bytes received: 1185774 B, packets received: 976
[client] second 11.707066: 94783689.446308 bit/s, bytes received: 1185079 B, packets received: 977
[client] second 11.807120: 94810975.218686 bit/s, bytes received: 1185774 B, packets received: 977
[client] second 11.907198: 94690263.665145 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 12.007251: 94714980.223186 bit/s, bytes received: 1184565 B, packets received: 976
[client] second 12.107265: 94751247.150301 bit/s, bytes received: 1184547 B, packets received: 977
[client] second 12.207290: 94838353.794360 bit/s, bytes received: 1185783 B, packets received: 976
[client] second 12.307394: 94666607.034985 bit/s, bytes received: 1184556 B, packets received: 977
[client] second 12.407418: 94839474.509956 bit/s, bytes received: 1185783 B, packets received: 976
[client] second 12.507482: 94704010.542229 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 12.607503: 94744184.848164 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 12.707545: 94724828.186921 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 12.807564: 94746302.046385 bit/s, bytes received: 1184547 B, packets received: 976
[client] second 12.907635: 94837426.146218 bit/s, bytes received: 1186306 B, packets received: 978
[client] second 13.007650: 94748922.318765 bit/s, bytes received: 1184547 B, packets received: 976
