Bandwidth: 100 Mbit/s
RTT: 72 ms
BDP: 900000 B/s
Max In-Flight Packets: 703
[server] starting server with pid 1336462, port 18080, cc cubic, iw 32
[server][session 0] open
[client] connection establishment time: 0.148304 s
[server][session 0][stream 0] open
[client] time to first byte: 0.221566 s
[client] second 0.100148: 6411354.600063 bit/s, bytes received: 80260 B, packets received: 73
[client] second 0.200194: 13227717.815364 bit/s, bytes received: 165423 B, packets received: 136
[client] second 0.300652: 33308703.488106 bit/s, bytes received: 418266 B, packets received: 346
[client] second 0.400728: 51072795.911123 bit/s, bytes received: 638895 B, packets received: 530
[client] second 0.500755: 89300319.275904 bit/s, bytes received: 1116555 B, packets received: 927
[client] second 0.600771: 54229109.089308 bit/s, bytes received: 677971 B, packets received: 979
[client] second 0.701659: 126083998.866463 bit/s, bytes received: 1590042 B, packets received: 925
[client] second 0.801730: 68403169.744954 bit/s, bytes received: 855649 B, packets received: 903
[client] second 0.901770: 14053776.575104 bit/s, bytes received: 175742 B, packets received: 981
[client] second 1.001789: 12054019.972449 bit/s, bytes received: 150704 B, packets received: 988
[client] second 1.101836: 277641500.826764 bit/s, bytes received: 3472181 B, packets received: 983
[client] second 1.201888: 94814217.431016 bit/s, bytes received: 1185783 B, packets received: 977
[client] second 1.301908: 94646601.327080 bit/s, bytes received: 1183329 B, packets received: 976
[client] second 1.402017: 94759560.550034 bit/s, bytes received: 1185783 B, packets received: 976
[client] second 1.502030: 94751923.197504 bit/s, bytes received: 1184553 B, packets received: 976
[client] second 1.602052: 94842872.895963 bit/s, bytes received: 1185786 B, packets received: 977
[client] second 1.702128: 94634050.512611 bit/s, bytes received: 1183834 B, packets received: 976
[client] second 1.802145: 94749096.569520 bit/s, bytes received: 1184563 B, packets received: 976
[client] second 1.902158: 94751689.582264 bit/s, bytes received: 1184547 B, packets received: 976
[client] second 2.002182: 94741133.777299 bit/s, bytes received: 1184558 B, packets received: 977
[client] second 2.102247: 94801885.263810 bit/s, bytes received: 1185783 B, packets received: 976
[client] second 2.202464: 94754873.968842 bit/s, bytes received: 1187017 B, packets received: 978
[client] second 2.302478: 94751308.600825 bit/s, bytes received: 1184549 B, packets received: 976
[client] second 2.402520: 94724340.560687 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 2.502534: 94750815.037455 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 2.602556: 94744646.155774 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 2.702577: 94743962.247536 bit/s, bytes received: 1184556 B, packets received: 977
[client] second 2.802675: 94769984.334016 bit/s, bytes received: 1185783 B, packets received: 977
[client] second 2.902739: 94745177.329959 bit/s, bytes received: 1185068 B, packets received: 976
[client] second 3.002847: 94760186.234245 bit/s, bytes received: 1185783 B, packets received: 977
[client] second 3.102868: 94842273.139678 bit/s, bytes received: 1185776 B, packets received: 977
[client] second 3.202891: 94742415.438868 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 3.303045: 94717168.636550 bit/s, bytes received: 1185783 B, packets received: 977
[client] second 3.403094: 94718175.341205 bit/s, bytes received: 1184563 B, packets received: 976
[client] second 3.503117: 94840429.826679 bit/s, bytes received: 1185776 B, packets received: 977
[client] second 3.603131: 94653285.296082 bit/s, bytes received: 1183329 B, packets received: 976
[client] second 3.703149: 94844799.693178 bit/s, bytes received: 1185783 B, packets received: 976
[client] second 3.803237: 94681805.753104 bit/s, bytes received: 1184554 B, packets received: 976
[client] second 3.903259: 94743440.324207 bit/s, bytes received: 1184556 B, packets received: 977
[client] second 4.003281: 94841122.446139 bit/s, bytes received: 1185783 B, packets received: 976
[client] second 4.103343: 94747025.493899 bit/s, bytes received: 1185070 B, packets received: 977
[client] second 4.203368: 94741229.554855 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 4.303469: 94668633.170645 bit/s, bytes received: 1184547 B, packets received: 977
[client] second 4.403581: 94853674.157480 bit/s, bytes received: 1187010 B, packets received: 977
[client] second 4.503602: 94646421.536336 bit/s, bytes received: 1183329 B, packets received: 976
[client] second 4.603679: 94790513.490383 bit/s, bytes received: 1185792 B, packets received: 976
[client] second 4.703729: 94716420.732918 bit/s, bytes received: 1184547 B, packets received: 976
[client] second 4.803811: 94784885.868186 bit/s, bytes received: 1185780 B, packets received: 977
[client] second 4.903840: 94737503.809905 bit/s, bytes received: 1184559 B, packets received: 976
[client] second 5.003879: 94727433.048209 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 5.103967: 94778645.268990 bit/s, bytes received: 1185783 B, packets received: 977
[client] second 5.203990: 94742842.629600 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 5.304010: 94745242.925876 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 5.404102: 94718801.584604 bit/s, bytes received: 1185070 B, packets received: 977
[client] second 5.504129: 94836110.352568 bit/s, bytes received: 1185774 B, packets received: 977
[client] second 5.604238: 94661913.816380 bit/s, bytes received: 1184556 B, packets received: 977
[client] second 5.704268: 94735612.164261 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 5.804371: 94766283.314698 bit/s, bytes received: 1185792 B, packets received: 977
[client] second 5.904398: 94836203.266760 bit/s, bytes received: 1185774 B, packets received: 976
[client] second 6.004428: 94735593.222914 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 6.104446: 94747673.657647 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 6.204538: 94677671.936155 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 6.304557: 94745803.707173 bit/s, bytes received: 1184556 B, packets received: 977
[client] second 6.404577: 94745452.270820 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 6.504655: 94789319.513463 bit/s, bytes received: 1185783 B, packets received: 976
[client] second 6.604669: 94792166.054227 bit/s, bytes received: 1185070 B, packets received: 977
[client] second 6.704728: 94708625.588059 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 6.804775: 94719048.820195 bit/s, bytes received: 1184547 B, packets received: 976
