Bandwidth: 100 Mbit/s
RTT: 72 ms
BDP: 900000 B/s
Max In-Flight Packets: 703
[server] starting server with pid 1339984, port 18080, cc cubic, iw 32
[server][session 0] open
[client] connection establishment time: 0.147458 s
[server][session 0][stream 0] open
[client] time to first byte: 0.220422 s
[client] second 0.100410: 6296829.296713 bit/s, bytes received: 79033 B, packets received: 71
[client] second 0.200555: 13214691.647509 bit/s, bytes received: 165423 B, packets received: 136
[client] second 0.300876: 32628308.350724 bit/s, bytes received: 409163 B, packets received: 338
[client] second 0.400968: 50419967.915096 bit/s, bytes received: 630829 B, packets received: 524
[client] second 0.501002: 89293799.615835 bit/s, bytes received: 1116546 B, packets received: 926
[client] second 0.601072: 55376691.229209 bit/s, bytes received: 692695 B, packets received: 981
[client] second 0.701415: 127159556.611819 bit/s, bytes received: 1594950 B, packets received: 939
[client] second 0.801515: 68481675.024452 bit/s, bytes received: 856876 B, packets received: 881
[client] second 0.901560: 12050926.728252 bit/s, bytes received: 150704 B, packets received: 980
[client] second 1.001656: 17126725.136216 bit/s, bytes received: 214291 B, packets received: 986
[client] second 1.101726: 272245345.690662 bit/s, bytes received: 3405418 B, packets received: 986
[client] second 1.201752: 94739146.752158 bit/s, bytes received: 1184556 B, packets received: 975
[client] second 1.301791: 94728243.604974 bit/s, bytes received: 1184556 B, packets received: 977
[client] second 1.401810: 94745836.861681 bit/s, bytes received: 1184556 B, packets received: 975
[client] second 1.501829: 94746737.725893 bit/s, bytes received: 1184556 B, packets received: 977
[client] second 1.601842: 94749772.541853 bit/s, bytes received: 1184525 B, packets received: 976
[client] second 1.701870: 94838106.806868 bit/s, bytes received: 1185807 B, packets received: 976
[client] second 1.801885: 94750192.618455 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 1.902104: 94654898.966919 bit/s, bytes received: 1185781 B, packets received: 978
[client] second 2.002219: 94753779.139171 bit/s, bytes received: 1185778 B, packets received: 976
[client] second 2.102242: 94840101.249938 bit/s, bytes received: 1185783 B, packets received: 977
[client] second 2.202284: 94668145.646530 bit/s, bytes received: 1183848 B, packets received: 976
[client] second 2.302304: 94745968.532668 bit/s, bytes received: 1184556 B, packets received: 977
[client] second 2.402324: 94843700.661415 bit/s, bytes received: 1185783 B, packets received: 976
[client] second 2.502430: 94663803.152072 bit/s, bytes received: 1184556 B, packets received: 977
[client] second 2.602539: 94758985.041443 bit/s, bytes received: 1185783 B, packets received: 977
[client] second 2.702559: 94745512.895773 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 2.802574: 94848926.742172 bit/s, bytes received: 1185783 B, packets received: 976
[client] second 2.902593: 94745721.241864 bit/s, bytes received: 1184549 B, packets received: 976
[client] second 3.002655: 94705982.009033 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 3.102749: 94773915.503523 bit/s, bytes received: 1185783 B, packets received: 977
[client] second 3.202809: 94706892.244835 bit/s, bytes received: 1184549 B, packets received: 976
[client] second 3.302830: 94744430.183685 bit/s, bytes received: 1184556 B, packets received: 977
[client] second 3.402884: 94755027.480517 bit/s, bytes received: 1185075 B, packets received: 977
[client] second 3.502998: 94754755.078510 bit/s, bytes received: 1185783 B, packets received: 977
[client] second 3.603019: 94841895.747747 bit/s, bytes received: 1185776 B, packets received: 976
[client] second 3.703124: 94665195.671473 bit/s, bytes received: 1184563 B, packets received: 977
[client] second 3.803143: 94844602.453505 bit/s, bytes received: 1185783 B, packets received: 976
[client] second 3.903203: 94708295.250925 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 4.003258: 94711708.530241 bit/s, bytes received: 1184556 B, packets received: 977
[client] second 4.103273: 94749793.880382 bit/s, bytes received: 1184547 B, packets received: 976
[client] second 4.203295: 94743955.616895 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 4.303314: 94746554.899279 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 4.403423: 94758653.914137 bit/s, bytes received: 1185774 B, packets received: 977
[client] second 4.503502: 94787509.524201 bit/s, bytes received: 1185783 B, packets received: 976
[client] second 4.603669: 94746284.024490 bit/s, bytes received: 1186306 B, packets received: 978
[client] second 4.703719: 94716649.986090 bit/s, bytes received: 1184556 B, packets received: 977
[client] second 4.803801: 94784994.028592 bit/s, bytes received: 1185783 B, packets received: 976
[client] second 4.903861: 94708427.764112 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 5.003877: 94748880.544307 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 5.103894: 94748585.924711 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 5.203916: 94743460.215916 bit/s, bytes received: 1184556 B, packets received: 977
[client] second 5.303941: 94837972.463573 bit/s, bytes received: 1185774 B, packets received: 976
[client] second 5.404002: 94707239.891282 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 5.504049: 94719447.533059 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 5.604080: 94833106.125759 bit/s, bytes received: 1185783 B, packets received: 977
