Bandwidth: 100 Mbit/s
RTT: 72 ms
BDP: 900000 B/s
Max In-Flight Packets: 703
[server] starting server with pid 1344038, port 18080, cc cubic, iw 32
[server][session 0] open
[client] connection establishment time: 0.147847 s
[server][session 0][stream 0] open
[client] time to first byte: 0.220814 s
[client] second 0.100224: 6308554.637718 bit/s, bytes received: 79033 B, packets received: 72
[client] second 0.200295: 13420569.795030 bit/s, bytes received: 167877 B, packets received: 139
[client] second 0.300755: 33308046.332846 bit/s, bytes received: 418266 B, packets received: 344
[client] second 0.400827: 51173023.398233 bit/s, bytes received: 640122 B, packets received: 533
[client] second 0.500927: 89332950.728399 bit/s, bytes received: 1117776 B, packets received: 927
[client] second 0.600952: 53929814.105495 bit/s, bytes received: 674296 B, packets received: 980
[client] second 0.701239: 127427415.031493 bit/s, bytes received: 1597404 B, packets received: 925
[client] second 0.801326: 68294433.991081 bit/s, bytes received: 854422 B, packets received: 896
[client] second 0.901377: 13660205.243103 bit/s, bytes received: 170841 B, packets received: 981
[client] second 1.001397: 13623589.696389 bit/s, bytes received: 170329 B, packets received: 985
[client] second 1.101533: 275536485.495627 bit/s, bytes received: 3448875 B, packets received: 987
[client] second 1.201593: 94805379.746535 bit/s, bytes received: 1185776 B, packets received: 977
[client] second 1.301617: 94643711.510194 bit/s, bytes received: 1183329 B, packets received: 976
[client] second 1.401642: 94838435.334534 bit/s, bytes received: 1185783 B, packets received: 976
[client] second 1.501663: 94744643.965289 bit/s, bytes received: 1184553 B, packets received: 976
[client] second 1.601674: 94656342.794359 bit/s, bytes received: 1183332 B, packets received: 976
[client] second 1.701700: 94739826.802270 bit/s, bytes received: 1184556 B, packets received: 975
[client] second 1.801745: 94762247.412512 bit/s, bytes received: 1185061 B, packets received: 977
[client] second 1.901776: 94735460.747091 bit/s, bytes received: 1184563 B, packets received: 977
[client] second 2.001799: 94841428.714468 bit/s, bytes received: 1185783 B, packets received: 976
[client] second 2.101815: 94748926.963639 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 2.201915: 94669049.305619 bit/s, bytes received: 1184549 B, packets received: 977
[client] second 2.301991: 94790471.470443 bit/s, bytes received: 1185781 B, packets received: 976
[client] second 2.402041: 94815659.550385 bit/s, bytes received: 1185785 B, packets received: 977
[client] second 2.502065: 94741230.502035 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 2.602173: 94662284.490909 bit/s, bytes received: 1184556 B, packets received: 977
[client] second 2.702196: 94743281.190834 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 2.802216: 94842852.935592 bit/s, bytes received: 1185783 B, packets received: 976
[client] second 2.902312: 94772641.056873 bit/s, bytes received: 1185783 B, packets received: 977
[client] second 3.002364: 94657771.145958 bit/s, bytes received: 1183841 B, packets received: 977
[client] second 3.102378: 94750531.774218 bit/s, bytes received: 1184556 B, packets received: 975
[client] second 3.202397: 94845389.520554 bit/s, bytes received: 1185783 B, packets received: 977
[client] second 3.302466: 94698877.352714 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 3.402516: 94716923.356969 bit/s, bytes received: 1184549 B, packets received: 977
[client] second 3.502589: 94793097.887528 bit/s, bytes received: 1185783 B, packets received: 976
[client] second 3.602629: 94726399.987205 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 3.702719: 94777507.998990 bit/s, bytes received: 1185783 B, packets received: 977
