Bandwidth: 100 Mbit/s
RTT: 72 ms
BDP: 900000 B/s
Max In-Flight Packets: 703
[server] starting server with pid 1348734, port 18080, cc cubic, iw 32
[server][session 0] open
[client] connection establishment time: 0.148419 s
[server][session 0][stream 0] open
[client] time to first byte: 0.221683 s
[client] second 0.101065: 6353143.469253 bit/s, bytes received: 80260 B, packets received: 73
[client] second 0.201367: 13487597.974444 bit/s, bytes received: 169104 B, packets received: 139
[client] second 0.301874: 33585649.691880 bit/s, bytes received: 421947 B, packets received: 349
[client] second 0.401931: 51613956.042119 bit/s, bytes received: 645544 B, packets received: 536
[client] second 0.502020: 89343968.539984 bit/s, bytes received: 1117793 B, packets received: 928
[client] second 0.602101: 52975054.689413 bit/s, bytes received: 662722 B, packets received: 979
[client] second 0.702480: 127211675.373992 bit/s, bytes received: 1596177 B, packets received: 913
[client] second 0.802506: 68237707.390745 bit/s, bytes received: 853195 B, packets received: 910
[client] second 0.902575: 14736095.377220 bit/s, bytes received: 184328 B, packets received: 980
[client] second 1.002626: 12246422.736105 bit/s, bytes received: 153158 B, packets received: 987
[client] second 1.102640: 277441431.492563 bit/s, bytes received: 3468503 B, packets received: 982
[client] second 1.202726: 94682518.078226 bit/s, bytes received: 1184556 B, packets received: 977
[client] second 1.302800: 94792691.524997 bit/s, bytes received: 1185783 B, packets received: 976
[client] second 1.402829: 94735950.469252 bit/s, bytes received: 1184543 B, packets received: 976
[client] second 1.502853: 94685891.752821 bit/s, bytes received: 1183854 B, packets received: 977
[client] second 1.602931: 94787956.569019 bit/s, bytes received: 1185783 B, packets received: 976
[client] second 1.702990: 94709196.347908 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 1.803003: 94752516.547261 bit/s, bytes received: 1184556 B, packets received: 977
[client] second 1.903014: 94753220.599273 bit/s, bytes received: 1184547 B, packets received: 975
[client] second 2.003037: 94742464.578741 bit/s, bytes received: 1184558 B, packets received: 977
[client] second 2.103066: 94835151.083107 bit/s, bytes received: 1185783 B, packets received: 976
[client] second 2.203172: 94664617.348513 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 2.303193: 94842569.415460 bit/s, bytes received: 1185783 B, packets received: 977
[client] second 2.403271: 94690082.002571 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 2.503317: 94819262.083982 bit/s, bytes received: 1185783 B, packets received: 977
[client] second 2.603332: 94652235.747321 bit/s, bytes received: 1183329 B, packets received: 976
[client] second 2.703348: 94846997.430469 bit/s, bytes received: 1185776 B, packets received: 976
[client] second 2.803400: 94658854.043033 bit/s, bytes received: 1183848 B, packets received: 977
[client] second 2.903479: 94786874.955111 bit/s, bytes received: 1185783 B, packets received: 976
[client] second 3.003520: 94725974.838488 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 3.103587: 94799391.741818 bit/s, bytes received: 1185783 B, packets received: 977
[client] second 3.203634: 94719648.036508 bit/s, bytes received: 1184549 B, packets received: 976
[client] second 3.303654: 94843339.380436 bit/s, bytes received: 1185783 B, packets received: 977
[client] second 3.403715: 94706057.440086 bit/s, bytes received: 1184549 B, packets received: 976
[client] second 3.503777: 94706256.773483 bit/s, bytes received: 1184563 B, packets received: 977
[client] second 3.603793: 94750152.829391 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 3.703899: 94761450.879907 bit/s, bytes received: 1185783 B, packets received: 977
[client] second 3.803919: 94842601.794438 bit/s, bytes received: 1185772 B, packets received: 976
[client] second 3.904024: 94666091.680510 bit/s, bytes received: 1184562 B, packets received: 976
[client] second 4.004056: 94775111.065739 bit/s, bytes received: 1185073 B, packets received: 977
[client] second 4.104074: 94747675.552264 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 4.204120: 94720995.485393 bit/s, bytes received: 1184556 B, packets received: 977
[client] second 4.304196: 94789589.855565 bit/s, bytes received: 1185774 B, packets received: 976
[client] second 4.404257: 94707233.265780 bit/s, bytes received: 1184556 B, packets received: 977
[client] second 4.504280: 94840375.273501 bit/s, bytes received: 1185783 B, packets received: 976
[client] second 4.604350: 94697997.271016 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 4.704398: 94719468.361440 bit/s, bytes received: 1184556 B, packets received: 977
[client] second 4.804423: 94838807.955949 bit/s, bytes received: 1185783 B, packets received: 976
[client] second 4.904445: 94645076.912487 bit/s, bytes received: 1183329 B, packets received: 976
[client] second 5.004471: 94838446.712244 bit/s, bytes received: 1185783 B, packets received: 976
[client] second 5.104491: 94745549.839142 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 5.204523: 94676714.565822 bit/s, bytes received: 1183843 B, packets received: 977
[client] second 5.304544: 94842740.096273 bit/s, bytes received: 1185783 B, packets received: 976
[client] second 5.404567: 94743254.668657 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 5.504641: 94693097.170099 bit/s, bytes received: 1184547 B, packets received: 976
[client] second 5.604702: 94706986.229869 bit/s, bytes received: 1184556 B, packets received: 977
[client] second 5.704711: 94853942.841981 bit/s, bytes received: 1185783 B, packets received: 976
[client] second 5.804733: 94645988.148826 bit/s, bytes received: 1183329 B, packets received: 976
[client] second 5.904760: 94836925.915907 bit/s, bytes received: 1185783 B, packets received: 976
[client] second 6.004863: 94666616.491869 bit/s, bytes received: 1184556 B, packets received: 977
[client] second 6.104884: 94843101.372686 bit/s, bytes received: 1185783 B, packets received: 976
[client] second 6.204994: 94659662.409218 bit/s, bytes received: 1184556 B, packets received: 976
