Bandwidth: 100 Mbit/s
RTT: 72 ms
BDP: 900000 B/s
Max In-Flight Packets: 703
[server] starting server with pid 1351653, port 18080, cc cubic, iw 32
[server][session 0] open
[client] connection establishment time: 0.147545 s
[server][session 0][stream 0] open
[client] time to first byte: 0.220573 s
[client] second 0.100247: 6307097.545660 bit/s, bytes received: 79033 B, packets received: 71
[client] second 0.200370: 13217630.558764 bit/s, bytes received: 165423 B, packets received: 136
[client] second 0.300431: 32712986.972480 bit/s, bytes received: 409165 B, packets received: 337
[client] second 0.400500: 49744674.389145 bit/s, bytes received: 622238 B, packets received: 518
[client] second 0.500520: 89306140.274050 bit/s, bytes received: 1116546 B, packets received: 926
[client] second 0.600534: 56389215.850928 bit/s, bytes received: 704965 B, packets received: 980
[client] second 0.700896: 127135874.926900 bit/s, bytes received: 1594950 B, packets received: 949
[client] second 0.800973: 68398904.692962 bit/s, bytes received: 855649 B, packets received: 872
[client] second 0.901014: 10972069.132104 bit/s, bytes received: 137207 B, packets received: 978
[client] second 1.001084: 15912997.117273 bit/s, bytes received: 199050 B, packets received: 990
[client] second 1.101122: 273743303.911431 bit/s, bytes received: 3423113 B, packets received: 984
[client] second 1.201137: 94750636.931944 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 1.301147: 94853076.912786 bit/s, bytes received: 1185783 B, packets received: 977
[client] second 1.401163: 94651049.333913 bit/s, bytes received: 1183322 B, packets received: 976
[client] second 1.501181: 94747447.293986 bit/s, bytes received: 1184563 B, packets received: 976
[client] second 1.601208: 94738052.722085 bit/s, bytes received: 1184549 B, packets received: 976
[client] second 1.701229: 94744704.885196 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 1.801329: 94768107.864724 bit/s, bytes received: 1185783 B, packets received: 977
[client] second 1.901371: 94822329.381070 bit/s, bytes received: 1185781 B, packets received: 976
[client] second 2.001464: 94676545.368066 bit/s, bytes received: 1184558 B, packets received: 976
[client] second 2.101479: 94750387.493348 bit/s, bytes received: 1184553 B, packets received: 976
[client] second 2.201704: 94748417.917803 bit/s, bytes received: 1187013 B, packets received: 978
[client] second 2.301763: 94748661.864378 bit/s, bytes received: 1185068 B, packets received: 978
[client] second 2.401837: 94792928.332575 bit/s, bytes received: 1185783 B, packets received: 976
[client] second 2.501895: 94709252.193768 bit/s, bytes received: 1184556 B, packets received: 977
[client] second 2.601967: 94794266.077933 bit/s, bytes received: 1185776 B, packets received: 976
[client] second 2.702005: 94728451.135749 bit/s, bytes received: 1184563 B, packets received: 976
[client] second 2.802019: 94751433.656073 bit/s, bytes received: 1184549 B, packets received: 977
[client] second 2.902043: 94840004.536117 bit/s, bytes received: 1185783 B, packets received: 976
[client] second 3.002103: 94707507.751637 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 3.102157: 94712666.488671 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 3.202179: 94744534.380622 bit/s, bytes received: 1184556 B, packets received: 977
[client] second 3.302241: 94802950.166516 bit/s, bytes received: 1185783 B, packets received: 976
[client] second 3.402293: 94715588.760238 bit/s, bytes received: 1184556 B, packets received: 977
[client] second 3.502338: 94819726.488186 bit/s, bytes received: 1185783 B, packets received: 976
[client] second 3.602359: 94785608.954894 bit/s, bytes received: 1185068 B, packets received: 977
[client] second 3.702376: 94748055.424592 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 3.802411: 94731630.820091 bit/s, bytes received: 1184547 B, packets received: 976
[client] second 3.902493: 94686839.065726 bit/s, bytes received: 1184565 B, packets received: 977
[client] second 4.002512: 94746157.040690 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 4.102544: 94832216.653100 bit/s, bytes received: 1185774 B, packets received: 976
[client] second 4.202644: 94669609.690737 bit/s, bytes received: 1184556 B, packets received: 977
[client] second 4.302717: 94793678.546794 bit/s, bytes received: 1185783 B, packets received: 976
[client] second 4.402773: 94711184.688561 bit/s, bytes received: 1184553 B, packets received: 977
[client] second 4.502802: 94834725.466703 bit/s, bytes received: 1185786 B, packets received: 976
[client] second 4.602870: 94700092.460135 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 4.702925: 94713151.154863 bit/s, bytes received: 1184556 B, packets received: 977
[client] second 4.802979: 94753954.357178 bit/s, bytes received: 1185070 B, packets received: 977
[client] second 4.902993: 94751177.882137 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 5.003024: 94734553.337206 bit/s, bytes received: 1184547 B, packets received: 975
[client] second 5.103047: 94743032.972575 bit/s, bytes received: 1184565 B, packets received: 977
[client] second 5.203062: 94750865.248172 bit/s, bytes received: 1184556 B, packets received: 975
[client] second 5.303078: 94847709.073638 bit/s, bytes received: 1185783 B, packets received: 977
[client] second 5.403092: 94651810.177775 bit/s, bytes received: 1183320 B, packets received: 975
[client] second 5.503112: 94746043.367421 bit/s, bytes received: 1184556 B, packets received: 977
[client] second 5.603221: 94759336.214439 bit/s, bytes received: 1185783 B, packets received: 977
[client] second 5.703243: 94742798.110652 bit/s, bytes received: 1184556 B, packets received: 975
[client] second 5.803266: 94743006.497577 bit/s, bytes received: 1184556 B, packets received: 977
[client] second 5.903371: 94763688.703892 bit/s, bytes received: 1185783 B, packets received: 977
[client] second 6.003392: 94744173.481298 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 6.103410: 94788921.889194 bit/s, bytes received: 1185070 B, packets received: 976
[client] second 6.203467: 94710466.620886 bit/s, bytes received: 1184556 B, packets received: 977
[client] second 6.303570: 94764334.322504 bit/s, bytes received: 1185783 B, packets received: 976
[client] second 6.403599: 94835606.162107 bit/s, bytes received: 1185783 B, packets received: 977
[client] second 6.503685: 94682726.200063 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 6.603724: 94824829.268032 bit/s, bytes received: 1185774 B, packets received: 977
[client] second 6.703801: 94691532.484120 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 6.803853: 94715294.347645 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 6.903876: 94742921.248270 bit/s, bytes received: 1184556 B, packets received: 977
[client] second 7.003953: 94789493.791326 bit/s, bytes received: 1185783 B, packets received: 976
[client] second 7.104003: 94717305.099022 bit/s, bytes received: 1184556 B, packets received: 977
[client] second 7.204027: 94741393.417252 bit/s, bytes received: 1184556 B, packets received: 975
[client] second 7.304135: 94801464.479753 bit/s, bytes received: 1186297 B, packets received: 978
[client] second 7.404200: 94703136.990046 bit/s, bytes received: 1184556 B, packets received: 977
[client] second 7.504314: 94754632.037579 bit/s, bytes received: 1185783 B, packets received: 976
[client] second 7.604335: 94843168.697466 bit/s, bytes received: 1185783 B, packets received: 977
[client] second 7.704407: 94696045.062154 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 7.804460: 94713380.058879 bit/s, bytes received: 1184547 B, packets received: 977
[client] second 7.904474: 94751444.096321 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 8.004581: 94761299.423557 bit/s, bytes received: 1185783 B, packets received: 976
[client] second 8.104606: 94740871.522225 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 8.204624: 94746710.329476 bit/s, bytes received: 1184547 B, packets received: 977
[client] second 8.304699: 94791826.296204 bit/s, bytes received: 1185792 B, packets received: 976
[client] second 8.404751: 94715522.493578 bit/s, bytes received: 1184556 B, packets received: 977
[client] second 8.504815: 94745008.672054 bit/s, bytes received: 1185070 B, packets received: 977
[client] second 8.604837: 94841533.965031 bit/s, bytes received: 1185783 B, packets received: 976
[client] second 8.704914: 94691817.287087 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 8.804972: 94709063.832570 bit/s, bytes received: 1184556 B, packets received: 977
[client] second 8.904994: 94743680.919728 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 9.005067: 94793100.729236 bit/s, bytes received: 1185783 B, packets received: 976
[client] second 9.105113: 94819339.479220 bit/s, bytes received: 1185774 B, packets received: 977
[client] second 9.205129: 94650937.329665 bit/s, bytes received: 1183329 B, packets received: 976
