Bandwidth: 100 Mbit/s
RTT: 72 ms
BDP: 900000 B/s
Max In-Flight Packets: 703
[server] starting server with pid 1336267, port 18080, cc cubic, iw 32
[server][session 0] open
[client] connection establishment time: 0.147935 s
[server][session 0][stream 0] open
[client] time to first byte: 0.221137 s
[client] second 0.100109: 6315797.528116 bit/s, bytes received: 79033 B, packets received: 73
[client] second 0.200236: 13413053.528052 bit/s, bytes received: 167877 B, packets received: 137
[client] second 0.300255: 33356772.206249 bit/s, bytes received: 417039 B, packets received: 345
[client] second 0.400277: 50905149.567370 bit/s, bytes received: 636450 B, packets received: 529
[client] second 0.500369: 89338915.618523 bit/s, bytes received: 1117773 B, packets received: 926
[client] second 0.600446: 54294283.155673 bit/s, bytes received: 679198 B, packets received: 983
[client] second 0.701037: 126846415.063289 bit/s, bytes received: 1594950 B, packets received: 926
[client] second 0.801092: 68316283.053443 bit/s, bytes received: 854422 B, packets received: 899
[client] second 0.901117: 13173175.904020 bit/s, bytes received: 164706 B, packets received: 980
[client] second 1.001197: 12536496.077044 bit/s, bytes received: 156832 B, packets received: 986
[client] second 1.101214: 277628221.934918 bit/s, bytes received: 3470952 B, packets received: 986
[client] second 1.201292: 94788985.920884 bit/s, bytes received: 1185785 B, packets received: 976
[client] second 1.301345: 94715623.786938 bit/s, bytes received: 1184556 B, packets received: 977
[client] second 1.401360: 94847013.006137 bit/s, bytes received: 1185783 B, packets received: 976
[client] second 1.501432: 94696361.647971 bit/s, bytes received: 1184553 B, packets received: 976
[client] second 1.601477: 94721858.359093 bit/s, bytes received: 1184559 B, packets received: 977
[client] second 1.701537: 94748972.454886 bit/s, bytes received: 1185068 B, packets received: 977
[client] second 1.801562: 94838358.535064 bit/s, bytes received: 1185783 B, packets received: 976
[client] second 1.901626: 94704082.471404 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 2.001677: 94715812.891474 bit/s, bytes received: 1184549 B, packets received: 977
[client] second 2.101695: 94846024.873363 bit/s, bytes received: 1185783 B, packets received: 976
[client] second 2.201799: 94763724.676545 bit/s, bytes received: 1185783 B, packets received: 977
[client] second 2.301819: 94647862.405007 bit/s, bytes received: 1183336 B, packets received: 976
[client] second 2.401919: 94767214.227869 bit/s, bytes received: 1185776 B, packets received: 977
[client] second 2.501941: 94841445.782111 bit/s, bytes received: 1185783 B, packets received: 976
[client] second 2.602015: 94695046.750871 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 2.702053: 94728230.348093 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 2.802073: 94745575.415337 bit/s, bytes received: 1184556 B, packets received: 977
