Bandwidth: 100 Mbit/s
RTT: 72 ms
BDP: 900000 B/s
Max In-Flight Packets: 703
[server] starting server with pid 1352803, port 18080, cc cubic, iw 32
[server][session 0] open
[client] connection establishment time: 0.147328 s
[server][session 0][stream 0] open
[client] time to first byte: 0.220501 s
[client] second 0.100134: 6314240.292424 bit/s, bytes received: 79033 B, packets received: 73
[client] second 0.200211: 13419784.895901 bit/s, bytes received: 167877 B, packets received: 138
[client] second 0.300554: 33346905.449812 bit/s, bytes received: 418266 B, packets received: 344
[client] second 0.400639: 51166190.273253 bit/s, bytes received: 640121 B, packets received: 533
[client] second 0.500790: 89385351.695016 bit/s, bytes received: 1119010 B, packets received: 928
[client] second 0.600849: 53322892.537935 bit/s, bytes received: 666928 B, packets received: 979
[client] second 0.701582: 127154414.822432 bit/s, bytes received: 1601085 B, packets received: 924
[client] second 0.801639: 68217212.810008 bit/s, bytes received: 853195 B, packets received: 901
[client] second 0.901679: 13956121.308308 bit/s, bytes received: 174522 B, packets received: 980
[client] second 1.001702: 12936249.241548 bit/s, bytes received: 161740 B, packets received: 986
[client] second 1.101750: 276757881.492256 bit/s, bytes received: 3461135 B, packets received: 986
[client] second 1.201776: 94838548.674515 bit/s, bytes received: 1185793 B, packets received: 976
[client] second 1.301843: 94701358.703383 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 1.401895: 94812450.422826 bit/s, bytes received: 1185776 B, packets received: 977
[client] second 1.501908: 94653944.417786 bit/s, bytes received: 1183326 B, packets received: 976
[client] second 1.601943: 94731371.577670 bit/s, bytes received: 1184552 B, packets received: 976
[client] second 1.702014: 94738308.531171 bit/s, bytes received: 1185075 B, packets received: 976
[client] second 1.802035: 94842783.714801 bit/s, bytes received: 1185783 B, packets received: 977
[client] second 1.902100: 94703132.257955 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 2.002159: 94806193.340547 bit/s, bytes received: 1185783 B, packets received: 977
[client] second 2.102233: 94694276.504228 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 2.202252: 94746524.538095 bit/s, bytes received: 1184549 B, packets received: 976
[client] second 2.302285: 94733256.865870 bit/s, bytes received: 1184556 B, packets received: 977
[client] second 2.402313: 94737726.166169 bit/s, bytes received: 1184563 B, packets received: 976
[client] second 2.502393: 94786452.732958 bit/s, bytes received: 1185776 B, packets received: 976
[client] second 2.602441: 94817707.673488 bit/s, bytes received: 1185780 B, packets received: 977
[client] second 2.702456: 94651532.176236 bit/s, bytes received: 1183332 B, packets received: 976
[client] second 2.802564: 94759701.618372 bit/s, bytes received: 1185776 B, packets received: 976
[client] second 2.902620: 94753087.980610 bit/s, bytes received: 1185075 B, packets received: 978
[client] second 3.002697: 94789403.810828 bit/s, bytes received: 1185783 B, packets received: 976
[client] second 3.102743: 94720981.084855 bit/s, bytes received: 1184549 B, packets received: 977
[client] second 3.202753: 94755635.503176 bit/s, bytes received: 1184563 B, packets received: 975
[client] second 3.302836: 94783473.051968 bit/s, bytes received: 1185783 B, packets received: 977
[client] second 3.402890: 94810836.639013 bit/s, bytes received: 1185776 B, packets received: 977
[client] second 3.502950: 94707949.771861 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 3.602972: 94744255.005337 bit/s, bytes received: 1184563 B, packets received: 976
[client] second 3.703014: 94723665.283964 bit/s, bytes received: 1184549 B, packets received: 977
[client] second 3.803051: 94827815.691974 bit/s, bytes received: 1185781 B, packets received: 976
[client] second 3.903072: 94744483.229370 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 4.003146: 94693576.908538 bit/s, bytes received: 1184547 B, packets received: 976
[client] second 4.103215: 94741066.143283 bit/s, bytes received: 1185079 B, packets received: 978
[client] second 4.203294: 94787334.306514 bit/s, bytes received: 1185783 B, packets received: 976
[client] second 4.303357: 94705351.660744 bit/s, bytes received: 1184556 B, packets received: 977
[client] second 4.403438: 94786092.647300 bit/s, bytes received: 1185783 B, packets received: 976
[client] second 4.503497: 94708575.422100 bit/s, bytes received: 1184556 B, packets received: 977
[client] second 4.603602: 94860785.421468 bit/s, bytes received: 1187001 B, packets received: 977
[client] second 4.703618: 94650420.622344 bit/s, bytes received: 1183329 B, packets received: 976
[client] second 4.803641: 94743941.354439 bit/s, bytes received: 1184565 B, packets received: 976
[client] second 4.903681: 94823485.196745 bit/s, bytes received: 1185774 B, packets received: 976
[client] second 5.003781: 94669910.439665 bit/s, bytes received: 1184556 B, packets received: 977
[client] second 5.103804: 94742499.740060 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 5.203906: 94765288.782681 bit/s, bytes received: 1185774 B, packets received: 976
[client] second 5.303966: 94750229.758987 bit/s, bytes received: 1185079 B, packets received: 978
[client] second 5.403984: 94747254.001750 bit/s, bytes received: 1184556 B, packets received: 975
[client] second 5.504004: 94744959.757635 bit/s, bytes received: 1184547 B, packets received: 977
[client] second 5.604084: 94786659.582932 bit/s, bytes received: 1185792 B, packets received: 976
[client] second 5.704140: 94711696.224577 bit/s, bytes received: 1184556 B, packets received: 976
