Bandwidth: 100 Mbit/s
RTT: 72 ms
BDP: 900000 B/s
Max In-Flight Packets: 703
[server] starting server with pid 1351105, port 18080, cc cubic, iw 32
[server][session 0] open
[client] connection establishment time: 0.147493 s
[server][session 0][stream 0] open
[client] time to first byte: 0.220294 s
[client] second 0.101000: 6454435.971756 bit/s, bytes received: 81487 B, packets received: 73
[client] second 0.201042: 13326457.792733 bit/s, bytes received: 166650 B, packets received: 137
[client] second 0.301126: 33727311.687138 bit/s, bytes received: 421947 B, packets received: 349
[client] second 0.401211: 51207128.629299 bit/s, bytes received: 640636 B, packets received: 532
[client] second 0.501306: 89339079.787129 bit/s, bytes received: 1117793 B, packets received: 927
[client] second 0.601337: 53491812.783254 bit/s, bytes received: 668857 B, packets received: 981
[client] second 0.702075: 126758918.753952 bit/s, bytes received: 1596177 B, packets received: 918
[client] second 0.802139: 68212197.261005 bit/s, bytes received: 853195 B, packets received: 908
[client] second 0.902180: 14839116.555777 bit/s, bytes received: 185565 B, packets received: 980
[client] second 1.002221: 13228042.297341 bit/s, bytes received: 165418 B, packets received: 985
[client] second 1.102273: 275961787.888885 bit/s, bytes received: 3451325 B, packets received: 983
[client] second 1.202302: 94834659.981919 bit/s, bytes received: 1185783 B, packets received: 977
[client] second 1.302321: 94648967.058380 bit/s, bytes received: 1183329 B, packets received: 976
[client] second 1.402414: 94773924.750289 bit/s, bytes received: 1185780 B, packets received: 976
[client] second 1.502467: 94714216.112651 bit/s, bytes received: 1184556 B, packets received: 977
[client] second 1.602521: 94852429.034939 bit/s, bytes received: 1186298 B, packets received: 977
[client] second 1.702542: 94743911.980668 bit/s, bytes received: 1184549 B, packets received: 976
[client] second 1.802560: 94649867.959951 bit/s, bytes received: 1183329 B, packets received: 976
[client] second 1.902834: 94799017.512360 bit/s, bytes received: 1188235 B, packets received: 978
[client] second 2.002889: 94712621.933782 bit/s, bytes received: 1184558 B, packets received: 977
[client] second 2.102910: 94743806.901334 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 2.203009: 94769345.265747 bit/s, bytes received: 1185783 B, packets received: 976
[client] second 2.303026: 94747830.911152 bit/s, bytes received: 1184556 B, packets received: 977
[client] second 2.403044: 94747718.181177 bit/s, bytes received: 1184556 B, packets received: 975
[client] second 2.503155: 94757386.477805 bit/s, bytes received: 1185781 B, packets received: 978
[client] second 2.603245: 94777094.021647 bit/s, bytes received: 1185785 B, packets received: 976
[client] second 2.703326: 94728917.033531 bit/s, bytes received: 1185068 B, packets received: 977
[client] second 2.803345: 94746920.553214 bit/s, bytes received: 1184556 B, packets received: 977
[client] second 2.903364: 94745809.338545 bit/s, bytes received: 1184549 B, packets received: 976
[client] second 3.003468: 94763996.365623 bit/s, bytes received: 1185783 B, packets received: 977
[client] second 3.103502: 94830746.523329 bit/s, bytes received: 1185783 B, packets received: 976
[client] second 3.203597: 94675650.570852 bit/s, bytes received: 1184556 B, packets received: 977
[client] second 3.303613: 94845537.452687 bit/s, bytes received: 1185783 B, packets received: 976
[client] second 3.403711: 94672636.182187 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 3.503729: 94748069.634339 bit/s, bytes received: 1184556 B, packets received: 977
[client] second 3.603746: 94746892.134413 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 3.703842: 94771697.079483 bit/s, bytes received: 1185783 B, packets received: 976
[client] second 3.803857: 94750519.586822 bit/s, bytes received: 1184554 B, packets received: 976
[client] second 3.903873: 94748250.658850 bit/s, bytes received: 1184547 B, packets received: 976
[client] second 4.003905: 94776600.901255 bit/s, bytes received: 1185079 B, packets received: 977
[client] second 4.103944: 94726568.454693 bit/s, bytes received: 1184547 B, packets received: 976
[client] second 4.203963: 94746141.884238 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 4.303979: 94749303.056636 bit/s, bytes received: 1184556 B, packets received: 977
[client] second 4.403996: 94749132.535512 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 4.504017: 94842069.703502 bit/s, bytes received: 1185783 B, packets received: 976
[client] second 4.604056: 94728016.006679 bit/s, bytes received: 1184553 B, packets received: 976
[client] second 4.704146: 94679463.037124 bit/s, bytes received: 1184559 B, packets received: 977
[client] second 4.804168: 94742716.650558 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 4.904190: 94744140.327954 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 5.004290: 94767430.006096 bit/s, bytes received: 1185783 B, packets received: 976
[client] second 5.104324: 94733018.217320 bit/s, bytes received: 1184556 B, packets received: 977
[client] second 5.204340: 94789657.327534 bit/s, bytes received: 1185070 B, packets received: 976
[client] second 5.304370: 94735790.205300 bit/s, bytes received: 1184547 B, packets received: 976
[client] second 5.404421: 94716019.495785 bit/s, bytes received: 1184556 B, packets received: 977
[client] second 5.504531: 94758011.993477 bit/s, bytes received: 1185783 B, packets received: 977
[client] second 5.604559: 94836284.996399 bit/s, bytes received: 1185783 B, packets received: 976
[client] second 5.704582: 94644549.860641 bit/s, bytes received: 1183329 B, packets received: 976
[client] second 5.804685: 94765210.938982 bit/s, bytes received: 1185783 B, packets received: 977
[client] second 5.904701: 94847181.806309 bit/s, bytes received: 1185783 B, packets received: 976
[client] second 6.004719: 94649660.713218 bit/s, bytes received: 1183329 B, packets received: 976
[client] second 6.104733: 94750726.931986 bit/s, bytes received: 1184556 B, packets received: 976
[client] second 6.204806: 94793417.107157 bit/s, bytes received: 1185783 B, packets received: 976
[client] second 6.304860: 94713847.871205 bit/s, bytes received: 1184556 B, packets received: 977
[client] second 6.404883: 94741768.540686 bit/s, bytes received: 1184547 B, packets received: 976
[client] second 6.504936: 94755268.843848 bit/s, bytes received: 1185070 B, packets received: 977
[client] second 6.604961: 94839029.823525 bit/s, bytes received: 1185783 B, packets received: 976
[client] second 6.705064: 94667463.836386 bit/s, bytes received: 1184556 B, packets received: 977
