Bandwidth: 100 Mbit/s
RTT: 2000 ms
BDP: 25000000 B/s
Max In-Flight Packets: 19531
[server] starting server with pid 873990, port 18080, cc cubic, iw 32
[client_side_proxy] starting proxy with pid 873992, port 18081, cc cubic
[server][session 0] open
[client] connection establishment time: 4.004498 s
[client_side_proxy][control_session 0] open
[client_side_proxy][control_session 0] handover state received
[client_side_proxy][control_session 0] closed
[client_side_proxy][proxy_session 0] open
[client] migrated to 10.0.0.102:48503
[client_side_proxy][proxy_session 0][stream 0] open
[server][session 0][stream 0] open
[client] time to first byte: 8.011184 s
[client] second 0.100424: 3032143.583892 bit/s, bytes received: 38062 B, packets received: 49
[client] second 0.200952: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 0.302080: 77762.147779 bit/s, bytes received: 983 B, packets received: 1
[client] second 0.402791: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 0.503284: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 0.603932: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 0.704551: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 0.805159: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 0.905716: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 1.006091: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 1.106425: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 1.207207: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 1.307806: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[server][session 0] migrated to 10.0.0.102:41992
[client] second 1.408060: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 1.508294: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 1.608694: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 1.708945: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 1.809185: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 1.909607: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 2.010344: 876971.650043 bit/s, bytes received: 11043 B, packets received: 9
[client] second 2.111216: 389246.973061 bit/s, bytes received: 4908 B, packets received: 4
[client] second 2.212553: 290593.836320 bit/s, bytes received: 3681 B, packets received: 3
[client] second 2.312616: 392390.004404 bit/s, bytes received: 4908 B, packets received: 4
[client] second 2.412935: 351281.656206 bit/s, bytes received: 4405 B, packets received: 4
[client] second 2.513444: 390651.163674 bit/s, bytes received: 4908 B, packets received: 4
[client] second 2.614495: 291416.256386 bit/s, bytes received: 3681 B, packets received: 3
[client] second 2.714785: 391506.447891 bit/s, bytes received: 4908 B, packets received: 4
[client] second 2.815970: 388039.588893 bit/s, bytes received: 4908 B, packets received: 4
[client] second 2.917045: 291349.499161 bit/s, bytes received: 3681 B, packets received: 3
[client] second 3.017342: 391476.609811 bit/s, bytes received: 4908 B, packets received: 4
[client] second 3.118370: 388645.328424 bit/s, bytes received: 4908 B, packets received: 4
[client] second 3.218810: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 3.319051: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 3.419797: 194866.285816 bit/s, bytes received: 2454 B, packets received: 2
