Bandwidth: 100 Mbit/s
RTT: 2000 ms
BDP: 25000000 B/s
Max In-Flight Packets: 19531
[client_side_proxy] starting proxy with pid 875107, port 18081, cc cubic
[server] starting server with pid 875112, port 18080, cc cubic, iw 32
[server][session 0] open
[client] connection establishment time: 4.005521 s
[client_side_proxy][control_session 0] open
[client_side_proxy][control_session 0] handover state received
[client_side_proxy][control_session 0] closed
[client_side_proxy][proxy_session 0] open
[client] migrated to 10.0.0.102:40754
[client_side_proxy][proxy_session 0][stream 0] open
[server][session 0][stream 0] open
[client] time to first byte: 8.012568 s
[client] second 0.100588: 3027178.835867 bit/s, bytes received: 38062 B, packets received: 47
[client] second 0.200832: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 0.301197: 78353.964153 bit/s, bytes received: 983 B, packets received: 1
[client] second 0.402027: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 0.502410: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 0.603058: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 0.703609: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 0.804216: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 0.904832: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 1.005099: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 1.105747: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 1.206356: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 1.306765: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[server][session 0] migrated to 10.0.0.102:33363
[client] second 1.407043: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 1.507286: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 1.607516: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 1.707758: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 1.808012: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 1.908244: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 2.009057: 973682.114414 bit/s, bytes received: 12270 B, packets received: 10
[client] second 2.109270: 293858.028912 bit/s, bytes received: 3681 B, packets received: 3
[client] second 2.210221: 388937.894650 bit/s, bytes received: 4908 B, packets received: 4
[client] second 2.310869: 292582.331479 bit/s, bytes received: 3681 B, packets received: 3
[client] second 2.411469: 350300.212949 bit/s, bytes received: 4405 B, packets received: 4
[client] second 2.512794: 387503.046489 bit/s, bytes received: 4908 B, packets received: 4
[client] second 2.613089: 293615.259020 bit/s, bytes received: 3681 B, packets received: 3
[client] second 2.713736: 390113.128038 bit/s, bytes received: 4908 B, packets received: 4
[client] second 2.814680: 388970.082827 bit/s, bytes received: 4908 B, packets received: 4
[client] second 2.915585: 291838.765781 bit/s, bytes received: 3681 B, packets received: 3
[client] second 3.016482: 389150.221451 bit/s, bytes received: 4908 B, packets received: 4
[client] second 3.117263: 292197.093330 bit/s, bytes received: 3681 B, packets received: 3
[client] second 3.217843: 195189.014342 bit/s, bytes received: 2454 B, packets received: 2
[client] second 3.318136: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 3.418496: 195616.783095 bit/s, bytes received: 2454 B, packets received: 2
[client] second 3.519241: 194154.033949 bit/s, bytes received: 2445 B, packets received: 2
[client] second 3.619420: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 3.719681: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 3.819892: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 3.920101: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 4.020652: 976219.866832 bit/s, bytes received: 12270 B, packets received: 10
[client] second 4.120703: 392440.620543 bit/s, bytes received: 4908 B, packets received: 4
[client] second 4.221477: 487029.229762 bit/s, bytes received: 6135 B, packets received: 5
[client] second 4.321721: 432707.452104 bit/s, bytes received: 5422 B, packets received: 5
[client] second 4.422500: 487004.298240 bit/s, bytes received: 6135 B, packets received: 5
[client] second 4.522687: 489085.932628 bit/s, bytes received: 6125 B, packets received: 5
[client] second 4.623240: 488100.598687 bit/s, bytes received: 6135 B, packets received: 5
[client] second 4.723904: 585071.898846 bit/s, bytes received: 7362 B, packets received: 6
[client] second 4.824936: 485789.600070 bit/s, bytes received: 6135 B, packets received: 5
[client] second 4.925371: 586410.410681 bit/s, bytes received: 7362 B, packets received: 6
[client] second 5.026160: 584349.743481 bit/s, bytes received: 7362 B, packets received: 6
[client] second 5.126262: 685536.475048 bit/s, bytes received: 8578 B, packets received: 7
[client] second 5.226632: 628715.725981 bit/s, bytes received: 7888 B, packets received: 7
[client] second 5.326867: 587578.526499 bit/s, bytes received: 7362 B, packets received: 6
[client] second 5.426915: 686789.846385 bit/s, bytes received: 8589 B, packets received: 7
[client] second 5.527283: 684601.945048 bit/s, bytes received: 8589 B, packets received: 7
[client] second 5.627689: 684343.583863 bit/s, bytes received: 8589 B, packets received: 7
[client] second 5.727929: 587545.876957 bit/s, bytes received: 7362 B, packets received: 6
[client] second 5.828476: 195251.734804 bit/s, bytes received: 2454 B, packets received: 2
[client] second 5.928735: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 6.029374: 1170447.244454 bit/s, bytes received: 14724 B, packets received: 12
[client] second 6.129799: 724441.550829 bit/s, bytes received: 9094 B, packets received: 8
[client] second 6.229854: 686736.141966 bit/s, bytes received: 8589 B, packets received: 7
[client] second 6.330572: 876588.087388 bit/s, bytes received: 11036 B, packets received: 9
[client] second 6.430944: 782373.474718 bit/s, bytes received: 9816 B, packets received: 8
[client] second 6.531346: 879902.808309 bit/s, bytes received: 11043 B, packets received: 9
[client] second 6.631636: 880885.985600 bit/s, bytes received: 11043 B, packets received: 9
[client] second 6.732367: 917685.761304 bit/s, bytes received: 11555 B, packets received: 10
[client] second 6.833083: 974624.901964 bit/s, bytes received: 12270 B, packets received: 10
[client] second 6.934046: 972238.846875 bit/s, bytes received: 12270 B, packets received: 10
[client] second 7.034641: 1072811.269425 bit/s, bytes received: 13490 B, packets received: 11
[client] second 7.135571: 1069810.844729 bit/s, bytes received: 13497 B, packets received: 11
[client] second 7.236020: 1074378.222768 bit/s, bytes received: 13490 B, packets received: 11
[client] second 7.337040: 1207129.787003 bit/s, bytes received: 15243 B, packets received: 13
[client] second 7.437564: 1171783.860074 bit/s, bytes received: 14724 B, packets received: 12
[client] second 7.537930: 1271423.019052 bit/s, bytes received: 15951 B, packets received: 13
[client] second 7.638364: 1270565.112131 bit/s, bytes received: 15951 B, packets received: 13
[client] second 7.738939: 1308952.931614 bit/s, bytes received: 16456 B, packets received: 14
[client] second 7.839590: 1365356.214217 bit/s, bytes received: 17178 B, packets received: 14
[client] second 7.939728: 1372349.163599 bit/s, bytes received: 17178 B, packets received: 14
[client] second 8.040205: 1367069.889915 bit/s, bytes received: 17170 B, packets received: 14
[client] second 8.141220: 1400418.830798 bit/s, bytes received: 17683 B, packets received: 15
[client] second 8.241388: 1469938.323688 bit/s, bytes received: 18405 B, packets received: 15
[client] second 8.342089: 1559626.983652 bit/s, bytes received: 19632 B, packets received: 16
[client] second 8.442564: 1603975.055461 bit/s, bytes received: 20145 B, packets received: 17
[client] second 8.542738: 1665824.147959 bit/s, bytes received: 20859 B, packets received: 17
[client] second 8.643189: 1660664.557307 bit/s, bytes received: 20852 B, packets received: 17
[client] second 8.743820: 1796506.897920 bit/s, bytes received: 22598 B, packets received: 19
[client] second 8.844370: 1854839.532571 bit/s, bytes received: 23313 B, packets received: 19
[client] second 8.944434: 1863845.219299 bit/s, bytes received: 23313 B, packets received: 19
[client] second 9.045047: 1991394.998933 bit/s, bytes received: 25045 B, packets received: 21
[client] second 9.145994: 1944797.470622 bit/s, bytes received: 24540 B, packets received: 20
[client] second 9.246263: 2153064.765843 bit/s, bytes received: 26986 B, packets received: 22
[client] second 9.346431: 2098887.134581 bit/s, bytes received: 26280 B, packets received: 22
[client] second 9.446838: 2248519.531429 bit/s, bytes received: 28221 B, packets received: 23
[client] second 9.547070: 2390716.774849 bit/s, bytes received: 29953 B, packets received: 25
[client] second 9.647737: 2339669.026355 bit/s, bytes received: 29441 B, packets received: 24
[client] second 9.748586: 1403273.257829 bit/s, bytes received: 17690 B, packets received: 16
[client] second 9.848761: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 9.948935: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 10.049354: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 10.149792: 3615351.060176 bit/s, bytes received: 45390 B, packets received: 37
[client] second 10.249813: 2985312.459061 bit/s, bytes received: 37324 B, packets received: 31
[client] second 10.350770: 2916089.928331 bit/s, bytes received: 36800 B, packets received: 30
[client] second 10.451036: 922181.970068 bit/s, bytes received: 11558 B, packets received: 11
[client] second 10.551265: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 10.651494: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 10.752476: 2332217.322703 bit/s, bytes received: 29439 B, packets received: 24
[client] second 10.852907: 3559506.243369 bit/s, bytes received: 44686 B, packets received: 37
[client] second 10.953217: 3619932.381778 bit/s, bytes received: 45389 B, packets received: 37
[client] second 11.054040: 917092.393796 bit/s, bytes received: 11558 B, packets received: 11
[client] second 11.154267: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 11.254940: 1070718.348389 bit/s, bytes received: 13474 B, packets received: 12
[client] second 11.355990: 4121641.465762 bit/s, bytes received: 52062 B, packets received: 42
[client] second 11.456662: 4289288.621947 bit/s, bytes received: 53976 B, packets received: 44
[client] second 11.557645: 4415140.361746 bit/s, bytes received: 55732 B, packets received: 46
[client] second 11.658260: 4624531.111202 bit/s, bytes received: 58162 B, packets received: 48
[client] second 11.758812: 4726964.456888 bit/s, bytes received: 59413 B, packets received: 49
[client] second 11.859829: 4704191.751349 bit/s, bytes received: 59401 B, packets received: 49
[client] second 11.960247: 4732293.759240 bit/s, bytes received: 59401 B, packets received: 49
[client] second 12.060896: 4721458.227234 bit/s, bytes received: 59401 B, packets received: 49
[client] second 12.161495: 4918932.544321 bit/s, bytes received: 61855 B, packets received: 51
[client] second 12.261548: 5043936.094005 bit/s, bytes received: 63082 B, packets received: 52
[client] second 12.361751: 4742404.120297 bit/s, bytes received: 59401 B, packets received: 49
[client] second 12.461897: 5333271.609906 bit/s, bytes received: 66763 B, packets received: 56
[client] second 12.562727: 5394431.719052 bit/s, bytes received: 67990 B, packets received: 56
[client] second 12.663395: 5305604.293373 bit/s, bytes received: 66763 B, packets received: 55
[client] second 12.763687: 4836093.218313 bit/s, bytes received: 60628 B, packets received: 50
[client] second 12.864464: 0.000000 bit/s, bytes received: 0 B, packets received: 1
[client] second 12.964677: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 13.064887: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 13.165097: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 13.265307: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 13.365517: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 13.465728: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 13.565949: 6993514.752733 bit/s, bytes received: 87612 B, packets received: 72
[client] second 13.666768: 7050080.942861 bit/s, bytes received: 88848 B, packets received: 74
[client] second 13.767154: 6828365.105472 bit/s, bytes received: 85684 B, packets received: 70
[client] second 13.867700: 0.000000 bit/s, bytes received: 0 B, packets received: 1
[client] second 13.967924: 3915950.385749 bit/s, bytes received: 49059 B, packets received: 40
[client] second 14.068577: 8273888.611506 bit/s, bytes received: 104099 B, packets received: 86
[client] second 14.168955: 8548023.260157 bit/s, bytes received: 107254 B, packets received: 88
[client] second 14.269615: 8855965.065789 bit/s, bytes received: 111430 B, packets received: 93
[client] second 14.370605: 9120227.144204 bit/s, bytes received: 115131 B, packets received: 95
[client] second 14.470626: 9502095.574715 bit/s, bytes received: 118802 B, packets received: 97
[client] second 14.571494: 9908976.835307 bit/s, bytes received: 124937 B, packets received: 103
[client] second 14.672210: 10118866.055283 bit/s, bytes received: 127391 B, packets received: 106
[client] second 14.772275: 10576956.132083 bit/s, bytes received: 132299 B, packets received: 109
[client] second 14.872424: 10568265.861875 bit/s, bytes received: 132299 B, packets received: 108
[client] second 14.973137: 10703911.583925 bit/s, bytes received: 134753 B, packets received: 111
[client] second 15.073862: 10605121.601969 bit/s, bytes received: 133526 B, packets received: 111
[client] second 15.174637: 10599951.049273 bit/s, bytes received: 133526 B, packets received: 109
[client] second 15.275451: 10595835.409600 bit/s, bytes received: 133526 B, packets received: 110
[client] second 15.375533: 10771433.276153 bit/s, bytes received: 134753 B, packets received: 111
[client] second 15.475854: 3367037.533481 bit/s, bytes received: 42223 B, packets received: 36
[client] second 15.576010: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 15.676218: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 15.776427: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 15.876636: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 15.976844: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 16.077061: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 16.177233: 1567299.214321 bit/s, bytes received: 19625 B, packets received: 16
[client] second 16.277952: 13627183.468060 bit/s, bytes received: 171563 B, packets received: 142
[client] second 16.378354: 14297495.078854 bit/s, bytes received: 179437 B, packets received: 147
[client] second 16.479341: 12172803.498626 bit/s, bytes received: 153663 B, packets received: 127
[client] second 16.579940: 0.000000 bit/s, bytes received: 0 B, packets received: 1
[client] second 16.680027: 11163144.510041 bit/s, bytes received: 139661 B, packets received: 116
[client] second 16.780824: 16480702.759496 bit/s, bytes received: 207651 B, packets received: 170
[client] second 16.881358: 17304309.676083 bit/s, bytes received: 217460 B, packets received: 180
[client] second 16.982074: 17996590.709328 bit/s, bytes received: 226568 B, packets received: 186
[client] second 17.082778: 18640545.593743 bit/s, bytes received: 234645 B, packets received: 193
[client] second 17.183576: 19149800.371952 bit/s, bytes received: 241285 B, packets received: 199
[client] second 17.284447: 20109349.121366 bit/s, bytes received: 253555 B, packets received: 209
[client] second 17.384464: 20575244.148606 bit/s, bytes received: 257236 B, packets received: 212
[client] second 17.484552: 21149259.952147 bit/s, bytes received: 264598 B, packets received: 218
[client] second 17.585100: 21052462.191484 bit/s, bytes received: 264598 B, packets received: 218
[client] second 17.685113: 21263282.339884 bit/s, bytes received: 265825 B, packets received: 219
[client] second 17.785405: 21106159.780780 bit/s, bytes received: 264598 B, packets received: 218
[client] second 17.885436: 21161410.317089 bit/s, bytes received: 264598 B, packets received: 218
[client] second 17.986087: 21128432.144454 bit/s, bytes received: 265825 B, packets received: 219
[client] second 18.086120: 21258848.310840 bit/s, bytes received: 265825 B, packets received: 219
[client] second 18.186843: 2866335.370412 bit/s, bytes received: 36088 B, packets received: 31
[client] second 18.287060: 0.000000 bit/s, bytes received: 0 B, packets received: 0
