Bandwidth: 100 Mbit/s
RTT: 2000 ms
BDP: 25000000 B/s
Max In-Flight Packets: 19531
[server] starting server with pid 875765, port 18080, cc cubic, iw 32
[client_side_proxy] starting proxy with pid 875766, port 18081, cc cubic
[server][session 0] open
[client] connection establishment time: 4.005378 s
[client_side_proxy][control_session 0] open
[client_side_proxy][control_session 0] handover state received
[client_side_proxy][control_session 0] closed
[client_side_proxy][proxy_session 0] open
[client] migrated to 10.0.0.102:60160
[client_side_proxy][proxy_session 0][stream 0] open
[server][session 0][stream 0] open
[client] time to first byte: 8.064139 s
[client] second 0.100478: 3030496.531036 bit/s, bytes received: 38062 B, packets received: 49
[client] second 0.200769: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 0.300886: 78548.604771 bit/s, bytes received: 983 B, packets received: 1
[client] second 0.401236: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 0.501626: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 0.602115: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 0.702512: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 0.803115: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 0.903503: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 1.003725: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 1.104106: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 1.204679: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 1.305250: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[server][session 0] migrated to 10.0.0.102:46545
[client] second 1.405828: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 1.506475: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 1.607077: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 1.707464: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 1.807703: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 1.907928: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 2.008887: 972276.500341 bit/s, bytes received: 12270 B, packets received: 10
[client] second 2.109184: 293608.519999 bit/s, bytes received: 3681 B, packets received: 3
[client] second 2.210317: 388239.841055 bit/s, bytes received: 4908 B, packets received: 4
[client] second 2.310927: 390257.916412 bit/s, bytes received: 4908 B, packets received: 4
