Bandwidth: 100 Mbit/s
RTT: 2000 ms
BDP: 25000000 B/s
Max In-Flight Packets: 19531
[client_side_proxy] starting proxy with pid 882852, port 18081, cc cubic
[server] starting server with pid 882866, port 18080, cc cubic, iw 32
[server][session 0] open
[client] connection establishment time: 4.004756 s
[client_side_proxy][control_session 0] open
[client_side_proxy][control_session 0] handover state received
[client_side_proxy][control_session 0] closed
[client_side_proxy][proxy_session 0] open
[client] migrated to 10.0.0.102:51378
[client_side_proxy][proxy_session 0][stream 0] open
[server][session 0][stream 0] open
[client] time to first byte: 8.013648 s
[client] second 0.100813: 3020431.558582 bit/s, bytes received: 38062 B, packets received: 47
[client] second 0.201424: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 0.301590: 78509.574399 bit/s, bytes received: 983 B, packets received: 1
[client] second 0.402219: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 0.502809: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 0.603413: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 0.704044: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 0.804700: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 0.905317: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 1.005583: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 1.106034: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 1.206264: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[server][session 0] migrated to 10.0.0.102:53866
[client] second 1.306688: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 1.407115: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 1.507729: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 1.607989: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 1.708252: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 1.808872: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 1.909480: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 2.009592: 980496.098662 bit/s, bytes received: 12270 B, packets received: 10
[client] second 2.110383: 389558.610866 bit/s, bytes received: 4908 B, packets received: 5
[client] second 2.210936: 292860.263100 bit/s, bytes received: 3681 B, packets received: 3
[client] second 2.310969: 392510.173335 bit/s, bytes received: 4908 B, packets received: 4
[client] second 2.411302: 351229.730636 bit/s, bytes received: 4405 B, packets received: 4
[client] second 2.511873: 292810.255375 bit/s, bytes received: 3681 B, packets received: 4
[client] second 2.612934: 388516.199698 bit/s, bytes received: 4908 B, packets received: 3
[client] second 2.713726: 389553.957445 bit/s, bytes received: 4908 B, packets received: 4
[client] second 2.814197: 390800.848220 bit/s, bytes received: 4908 B, packets received: 4
[client] second 2.914904: 292412.915555 bit/s, bytes received: 3681 B, packets received: 3
[client] second 3.015823: 389064.589795 bit/s, bytes received: 4908 B, packets received: 4
[client] second 3.116665: 389358.324511 bit/s, bytes received: 4908 B, packets received: 4
[client] second 3.217736: 0.000000 bit/s, bytes received: 0 B, packets received: 1
[client] second 3.317971: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 3.418033: 392394.357208 bit/s, bytes received: 4908 B, packets received: 4
[client] second 3.518317: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 3.618513: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 3.718697: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 3.818885: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 3.919083: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 4.020090: 971815.143177 bit/s, bytes received: 12270 B, packets received: 10
[client] second 4.120358: 488689.047648 bit/s, bytes received: 6125 B, packets received: 5
[client] second 4.220603: 391679.773534 bit/s, bytes received: 4908 B, packets received: 4
[client] second 4.321609: 429517.422563 bit/s, bytes received: 5423 B, packets received: 5
[client] second 4.422609: 485942.816887 bit/s, bytes received: 6135 B, packets received: 5
[client] second 4.523315: 487359.800274 bit/s, bytes received: 6135 B, packets received: 5
[client] second 4.623577: 586622.234341 bit/s, bytes received: 7352 B, packets received: 6
[client] second 4.724643: 485620.877621 bit/s, bytes received: 6135 B, packets received: 5
[client] second 4.825063: 586499.201839 bit/s, bytes received: 7362 B, packets received: 6
[client] second 4.925968: 583674.355931 bit/s, bytes received: 7362 B, packets received: 6
[client] second 5.026852: 583799.562150 bit/s, bytes received: 7362 B, packets received: 6
[client] second 5.127678: 583263.289272 bit/s, bytes received: 7351 B, packets received: 6
[client] second 5.227945: 629361.825573 bit/s, bytes received: 7888 B, packets received: 8
[client] second 5.327980: 686878.829974 bit/s, bytes received: 8589 B, packets received: 6
[client] second 5.428456: 683866.226044 bit/s, bytes received: 8589 B, packets received: 7
[client] second 5.528884: 586447.588159 bit/s, bytes received: 7362 B, packets received: 6
[client] second 5.629412: 683515.698688 bit/s, bytes received: 8589 B, packets received: 7
[client] second 5.730422: 680242.341779 bit/s, bytes received: 8589 B, packets received: 7
[client] second 5.830782: 97808.230742 bit/s, bytes received: 1227 B, packets received: 1
[client] second 5.930960: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 6.031654: 1169805.039048 bit/s, bytes received: 14724 B, packets received: 12
[client] second 6.132608: 720645.238994 bit/s, bytes received: 9094 B, packets received: 8
[client] second 6.233178: 780832.945550 bit/s, bytes received: 9816 B, packets received: 8
[client] second 6.333471: 782425.248462 bit/s, bytes received: 9809 B, packets received: 8
[client] second 6.433827: 880307.899705 bit/s, bytes received: 11043 B, packets received: 9
[client] second 6.534397: 780827.883383 bit/s, bytes received: 9816 B, packets received: 8
[client] second 6.635010: 975620.335160 bit/s, bytes received: 12270 B, packets received: 10
[client] second 6.735897: 916271.598880 bit/s, bytes received: 11555 B, packets received: 10
[client] second 6.836477: 975934.815508 bit/s, bytes received: 12270 B, packets received: 10
[client] second 6.936973: 976758.705245 bit/s, bytes received: 12270 B, packets received: 10
[client] second 7.037937: 971674.505561 bit/s, bytes received: 12263 B, packets received: 10
[client] second 7.138116: 1077833.889283 bit/s, bytes received: 13497 B, packets received: 11
[client] second 7.238468: 1214598.927452 bit/s, bytes received: 15236 B, packets received: 13
[client] second 7.338514: 1079270.550805 bit/s, bytes received: 13497 B, packets received: 11
[client] second 7.439017: 1269685.432469 bit/s, bytes received: 15951 B, packets received: 13
[client] second 7.539463: 1172688.577621 bit/s, bytes received: 14724 B, packets received: 12
[client] second 7.640429: 1263873.196698 bit/s, bytes received: 15951 B, packets received: 13
[client] second 7.740893: 1408108.923273 bit/s, bytes received: 17683 B, packets received: 15
[client] second 7.841575: 1267435.078814 bit/s, bytes received: 15951 B, packets received: 13
[client] second 7.942462: 1362153.651515 bit/s, bytes received: 17178 B, packets received: 14
[client] second 8.042947: 1464653.807304 bit/s, bytes received: 18397 B, packets received: 15
[client] second 8.143994: 1399990.527124 bit/s, bytes received: 17683 B, packets received: 15
[client] second 8.244786: 1460822.861953 bit/s, bytes received: 18405 B, packets received: 15
[client] second 8.345308: 1562403.954501 bit/s, bytes received: 19632 B, packets received: 16
[client] second 8.445367: 1610645.756815 bit/s, bytes received: 20145 B, packets received: 17
[client] second 8.545604: 1664786.774766 bit/s, bytes received: 20859 B, packets received: 17
[client] second 8.646610: 1651455.245932 bit/s, bytes received: 20851 B, packets received: 17
[client] second 8.747316: 1795243.516245 bit/s, bytes received: 22599 B, packets received: 19
[client] second 8.848177: 1849119.121348 bit/s, bytes received: 23313 B, packets received: 19
[client] second 8.948853: 1852522.155814 bit/s, bytes received: 23313 B, packets received: 19
[client] second 9.049654: 1987684.550176 bit/s, bytes received: 25045 B, packets received: 21
[client] second 9.150015: 2053957.434707 bit/s, bytes received: 25767 B, packets received: 21
[client] second 9.250108: 2099786.998141 bit/s, bytes received: 26272 B, packets received: 22
[client] second 9.351046: 2139460.376719 bit/s, bytes received: 26994 B, packets received: 22
[client] second 9.451608: 2245059.309290 bit/s, bytes received: 28221 B, packets received: 23
[client] second 9.551887: 2291694.628340 bit/s, bytes received: 28726 B, packets received: 24
[client] second 9.652437: 2439847.371499 bit/s, bytes received: 30666 B, packets received: 25
[client] second 9.752708: 1215753.878055 bit/s, bytes received: 15238 B, packets received: 14
[client] second 9.852918: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 9.953127: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 10.053439: 977671.191051 bit/s, bytes received: 12259 B, packets received: 10
[client] second 10.154512: 2816393.928844 bit/s, bytes received: 35583 B, packets received: 29
[client] second 10.255290: 2963031.437725 bit/s, bytes received: 37326 B, packets received: 31
[client] second 10.355661: 3030767.853106 bit/s, bytes received: 38025 B, packets received: 31
[client] second 10.456618: 624347.256889 bit/s, bytes received: 7879 B, packets received: 8
[client] second 10.556724: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 10.656914: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 10.756983: 2647688.461507 bit/s, bytes received: 33119 B, packets received: 27
[client] second 10.857468: 3557716.141212 bit/s, bytes received: 44687 B, packets received: 37
[client] second 10.957618: 3625599.135889 bit/s, bytes received: 45388 B, packets received: 37
[client] second 11.057827: 628927.754818 bit/s, bytes received: 7878 B, packets received: 8
[client] second 11.158038: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 11.258804: 1361968.154735 bit/s, bytes received: 17155 B, packets received: 14
[client] second 11.359693: 4128254.410279 bit/s, bytes received: 52062 B, packets received: 43
[client] second 11.460145: 4298655.793028 bit/s, bytes received: 53976 B, packets received: 44
[client] second 11.560610: 4437920.916229 bit/s, bytes received: 55732 B, packets received: 46
[client] second 11.661007: 4634825.096859 bit/s, bytes received: 58165 B, packets received: 48
[client] second 11.761526: 4630595.908580 bit/s, bytes received: 58183 B, packets received: 48
[client] second 11.861644: 4746467.871318 bit/s, bytes received: 59401 B, packets received: 49
[client] second 11.962155: 4727962.380221 bit/s, bytes received: 59401 B, packets received: 49
[client] second 12.062216: 4749153.951268 bit/s, bytes received: 59401 B, packets received: 49
[client] second 12.162548: 4834193.812137 bit/s, bytes received: 60628 B, packets received: 50
[client] second 12.262993: 5121942.516750 bit/s, bytes received: 64309 B, packets received: 53
[client] second 12.363781: 4520117.920968 bit/s, bytes received: 56947 B, packets received: 47
[client] second 12.464759: 5580967.825416 bit/s, bytes received: 70444 B, packets received: 59
[client] second 12.565213: 5414627.823329 bit/s, bytes received: 67990 B, packets received: 56
[client] second 12.665410: 5330521.973957 bit/s, bytes received: 66763 B, packets received: 55
[client] second 12.766238: 4518323.117527 bit/s, bytes received: 56947 B, packets received: 47
[client] second 12.866927: 0.000000 bit/s, bytes received: 0 B, packets received: 1
[client] second 12.967162: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 13.067394: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 13.167622: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 13.267850: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 13.368079: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 13.468307: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 13.568778: 7269339.420657 bit/s, bytes received: 91294 B, packets received: 75
[client] second 13.669651: 7143579.261541 bit/s, bytes received: 90075 B, packets received: 74
[client] second 13.770583: 6402354.259203 bit/s, bytes received: 80775 B, packets received: 67
[client] second 13.871023: 0.000000 bit/s, bytes received: 0 B, packets received: 1
[client] second 13.971068: 4413731.381732 bit/s, bytes received: 55196 B, packets received: 45
[client] second 14.071591: 8284430.605359 bit/s, bytes received: 104097 B, packets received: 86
[client] second 14.172234: 8467351.913051 bit/s, bytes received: 106523 B, packets received: 89
[client] second 14.272497: 8949666.503960 bit/s, bytes received: 112164 B, packets received: 91
[client] second 14.373422: 9125725.560497 bit/s, bytes received: 115128 B, packets received: 95
[client] second 14.473560: 9589173.913806 bit/s, bytes received: 120029 B, packets received: 99
[client] second 14.573908: 9764652.953637 bit/s, bytes received: 122483 B, packets received: 101
[client] second 14.674199: 10259585.222577 bit/s, bytes received: 128618 B, packets received: 107
[client] second 14.775099: 10586804.791357 bit/s, bytes received: 133526 B, packets received: 109
[client] second 14.875223: 10570755.181497 bit/s, bytes received: 132299 B, packets received: 110
[client] second 14.975767: 10624265.826410 bit/s, bytes received: 133526 B, packets received: 110
[client] second 15.076255: 10630229.461268 bit/s, bytes received: 133526 B, packets received: 110
[client] second 15.176654: 10639614.214183 bit/s, bytes received: 133526 B, packets received: 109
[client] second 15.277119: 10730401.470028 bit/s, bytes received: 134753 B, packets received: 111
[client] second 15.377708: 10619525.050518 bit/s, bytes received: 133526 B, packets received: 110
[client] second 15.478608: 2861283.214917 bit/s, bytes received: 36088 B, packets received: 31
[client] second 15.578817: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 15.679017: 0.000000 bit/s, bytes received: 0 B, packets received: 0
