Bandwidth: 100 Mbit/s
RTT: 2000 ms
BDP: 25000000 B/s
Max In-Flight Packets: 19531
[client_side_proxy] starting proxy with pid 882412, port 18081, cc cubic
[server] starting server with pid 882411, port 18080, cc cubic, iw 32
[server][session 0] open
[client] connection establishment time: 4.005817 s
[client_side_proxy][control_session 0] open
[client_side_proxy][control_session 0] handover state received
[client_side_proxy][control_session 0] closed
[client_side_proxy][proxy_session 0] open
[client] migrated to 10.0.0.102:56555
[client_side_proxy][proxy_session 0][stream 0] open
[server][session 0][stream 0] open
[client] time to first byte: 8.012753 s
[client] second 0.100718: 3023290.114610 bit/s, bytes received: 38062 B, packets received: 47
[client] second 0.201174: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 0.301669: 78253.134501 bit/s, bytes received: 983 B, packets received: 1
[client] second 0.401912: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 0.502544: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 0.603137: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 0.703543: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 0.804174: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 0.904789: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 1.005081: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 1.105527: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 1.205973: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[server][session 0] migrated to 10.0.0.102:42787
[client] second 1.306489: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 1.407078: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 1.507561: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 1.607974: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 1.708532: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 1.808953: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 1.909499: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 2.010421: 972621.006028 bit/s, bytes received: 12270 B, packets received: 10
[client] second 2.110837: 293259.953548 bit/s, bytes received: 3681 B, packets received: 3
[client] second 2.211198: 391230.065528 bit/s, bytes received: 4908 B, packets received: 4
[client] second 2.312146: 388952.801344 bit/s, bytes received: 4908 B, packets received: 4
[client] second 2.412721: 350382.361712 bit/s, bytes received: 4405 B, packets received: 4
[client] second 2.513704: 291615.354475 bit/s, bytes received: 3681 B, packets received: 3
[client] second 2.614807: 388356.643700 bit/s, bytes received: 4908 B, packets received: 4
[client] second 2.715880: 291351.790785 bit/s, bytes received: 3681 B, packets received: 3
[client] second 2.816293: 391024.042312 bit/s, bytes received: 4908 B, packets received: 4
[client] second 2.916752: 390846.950530 bit/s, bytes received: 4908 B, packets received: 4
[client] second 3.017557: 292129.664938 bit/s, bytes received: 3681 B, packets received: 3
[client] second 3.117581: 392544.960940 bit/s, bytes received: 4908 B, packets received: 4
[client] second 3.218195: 97561.070636 bit/s, bytes received: 1227 B, packets received: 1
[client] second 3.318455: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 3.419312: 389302.548185 bit/s, bytes received: 4908 B, packets received: 4
[client] second 3.519657: 0.000000 bit/s, bytes received: 0 B, packets received: 0
