Bandwidth: 100 Mbit/s
RTT: 2000 ms
BDP: 25000000 B/s
Max In-Flight Packets: 19531
[server] starting server with pid 884181, port 18080, cc cubic, iw 32
[client_side_proxy] starting proxy with pid 884188, port 18081, cc cubic
[server][session 0] open
[client] connection establishment time: 4.005425 s
[client_side_proxy][control_session 0] open
[client_side_proxy][control_session 0] handover state received
[client_side_proxy][control_session 0] closed
[client_side_proxy][proxy_session 0] open
[client] migrated to 10.0.0.102:36559
[client_side_proxy][proxy_session 0][stream 0] open
[server][session 0][stream 0] open
[client] time to first byte: 8.011794 s
[client] second 0.100824: 3020115.532988 bit/s, bytes received: 38062 B, packets received: 47
[client] second 0.201237: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 0.302023: 78026.443741 bit/s, bytes received: 983 B, packets received: 2
[client] second 0.402275: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 0.502524: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 0.602930: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 0.703540: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 0.803951: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 0.904656: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 1.004898: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 1.105523: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 1.205932: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 1.306142: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[server][session 0] migrated to 10.0.0.102:58406
[client] second 1.406337: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 1.506522: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 1.606922: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 1.707132: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 1.807328: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 1.907530: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 2.008193: 975132.298512 bit/s, bytes received: 12270 B, packets received: 10
[client] second 2.108992: 292143.694737 bit/s, bytes received: 3681 B, packets received: 3
[client] second 2.209257: 391602.359480 bit/s, bytes received: 4908 B, packets received: 4
[client] second 2.309928: 292516.488918 bit/s, bytes received: 3681 B, packets received: 3
[client] second 2.410827: 349261.269303 bit/s, bytes received: 4405 B, packets received: 4
[client] second 2.511614: 389575.420537 bit/s, bytes received: 4908 B, packets received: 4
[client] second 2.612470: 291980.104304 bit/s, bytes received: 3681 B, packets received: 3
[client] second 2.712902: 390949.931266 bit/s, bytes received: 4908 B, packets received: 4
[client] second 2.813584: 292484.907797 bit/s, bytes received: 3681 B, packets received: 3
[client] second 2.914031: 390893.666907 bit/s, bytes received: 4908 B, packets received: 4
[client] second 3.015124: 291295.836473 bit/s, bytes received: 3681 B, packets received: 3
[client] second 3.115992: 389262.023090 bit/s, bytes received: 4908 B, packets received: 4
[client] second 3.216579: 195173.181900 bit/s, bytes received: 2454 B, packets received: 2
[client] second 3.316757: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 3.417354: 194439.801040 bit/s, bytes received: 2445 B, packets received: 2
[client] second 3.517719: 195605.295416 bit/s, bytes received: 2454 B, packets received: 2
[client] second 3.617973: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 3.718211: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 3.818440: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 3.918690: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 4.019491: 973799.824454 bit/s, bytes received: 12270 B, packets received: 10
[client] second 4.119922: 390953.442487 bit/s, bytes received: 4908 B, packets received: 4
[client] second 4.220229: 489299.221428 bit/s, bytes received: 6135 B, packets received: 5
[client] second 4.321241: 429413.009167 bit/s, bytes received: 5422 B, packets received: 5
[client] second 4.421453: 489764.578908 bit/s, bytes received: 6135 B, packets received: 5
[client] second 4.522170: 486509.416564 bit/s, bytes received: 6125 B, packets received: 5
[client] second 4.622212: 490597.079236 bit/s, bytes received: 6135 B, packets received: 5
[client] second 4.722359: 490078.653230 bit/s, bytes received: 6135 B, packets received: 5
[client] second 4.822731: 586777.340854 bit/s, bytes received: 7362 B, packets received: 6
[client] second 4.923283: 585725.250304 bit/s, bytes received: 7362 B, packets received: 6
[client] second 5.023755: 586191.464608 bit/s, bytes received: 7362 B, packets received: 6
[client] second 5.124463: 584028.431031 bit/s, bytes received: 7352 B, packets received: 6
[client] second 5.225360: 722634.535701 bit/s, bytes received: 9114 B, packets received: 8
[client] second 5.326058: 584879.308760 bit/s, bytes received: 7362 B, packets received: 6
[client] second 5.426958: 680987.294015 bit/s, bytes received: 8589 B, packets received: 7
[client] second 5.527615: 682635.901292 bit/s, bytes received: 8589 B, packets received: 7
[client] second 5.627686: 686633.067294 bit/s, bytes received: 8589 B, packets received: 7
[client] second 5.728442: 584541.578805 bit/s, bytes received: 7362 B, packets received: 6
[client] second 5.829131: 194977.596794 bit/s, bytes received: 2454 B, packets received: 2
[client] second 5.929303: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 6.029859: 1171404.064889 bit/s, bytes received: 14724 B, packets received: 12
[client] second 6.130187: 725144.564185 bit/s, bytes received: 9094 B, packets received: 8
