Bandwidth: 100 Mbit/s
RTT: 1000 ms
BDP: 12500000 B/s
Max In-Flight Packets: 9765
[server] starting server with pid 970631, port 18080, cc cubic, iw 32
[server][session 0] open
[client] connection establishment time: 2.005288 s
[server][session 0][stream 0] open
[client] time to first byte: 3.032093 s
[client] second 0.100421: 371877.167609 bit/s, bytes received: 4668 B, packets received: 12
[client] second 0.200588: 392624.678002 bit/s, bytes received: 4916 B, packets received: 4
[client] second 0.300754: 392631.078984 bit/s, bytes received: 4916 B, packets received: 4
[client] second 0.401045: 391817.604837 bit/s, bytes received: 4912 B, packets received: 4
[client] second 0.502177: 485306.298727 bit/s, bytes received: 6135 B, packets received: 5
[client] second 0.602521: 391293.243003 bit/s, bytes received: 4908 B, packets received: 4
[client] second 0.703602: 388443.643321 bit/s, bytes received: 4908 B, packets received: 4
[client] second 0.804073: 293097.893950 bit/s, bytes received: 3681 B, packets received: 3
[client] second 0.904499: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 1.004839: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 1.105415: 780783.468008 bit/s, bytes received: 9816 B, packets received: 8
[client] second 1.206317: 778250.182836 bit/s, bytes received: 9816 B, packets received: 8
[client] second 1.306780: 741690.165085 bit/s, bytes received: 9314 B, packets received: 8
[client] second 1.407041: 587431.532524 bit/s, bytes received: 7362 B, packets received: 6
[client] second 1.508023: 583228.127282 bit/s, bytes received: 7362 B, packets received: 6
[client] second 1.608479: 683998.061846 bit/s, bytes received: 8589 B, packets received: 7
[client] second 1.709474: 680352.216735 bit/s, bytes received: 8589 B, packets received: 7
[client] second 1.809533: 784820.377794 bit/s, bytes received: 9816 B, packets received: 8
[client] second 1.909557: 686954.588205 bit/s, bytes received: 8589 B, packets received: 7
[client] second 2.010372: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 2.110828: 1505933.650343 bit/s, bytes received: 18910 B, packets received: 16
[client] second 2.211649: 1070976.504010 bit/s, bytes received: 13497 B, packets received: 11
[client] second 2.312469: 1070969.259415 bit/s, bytes received: 13497 B, packets received: 11
[client] second 2.413221: 1169131.405399 bit/s, bytes received: 14724 B, packets received: 12
[client] second 2.514088: 1167795.122861 bit/s, bytes received: 14724 B, packets received: 12
[client] second 2.614721: 1210657.434327 bit/s, bytes received: 15229 B, packets received: 13
[client] second 2.715212: 1367042.625945 bit/s, bytes received: 17172 B, packets received: 14
[client] second 2.815636: 1466188.609252 bit/s, bytes received: 18405 B, packets received: 15
[client] second 2.916501: 1500308.587009 bit/s, bytes received: 18916 B, packets received: 16
[client] second 3.017395: 1070185.372528 bit/s, bytes received: 13497 B, packets received: 11
[client] second 3.118296: 2237047.534911 bit/s, bytes received: 28215 B, packets received: 23
[client] second 3.218579: 1900542.472091 bit/s, bytes received: 23824 B, packets received: 20
[client] second 3.318712: 1960586.029071 bit/s, bytes received: 24540 B, packets received: 20
[client] second 3.419661: 2138667.213373 bit/s, bytes received: 26987 B, packets received: 22
[client] second 3.520578: 2277745.962952 bit/s, bytes received: 28733 B, packets received: 24
[client] second 3.621312: 2435579.264006 bit/s, bytes received: 30668 B, packets received: 25
[client] second 3.721542: 2587148.886242 bit/s, bytes received: 32414 B, packets received: 27
[client] second 3.821577: 2747054.491315 bit/s, bytes received: 34350 B, packets received: 28
[client] second 3.922182: 2967078.346170 bit/s, bytes received: 37313 B, packets received: 31
[client] second 4.023229: 3205719.736819 bit/s, bytes received: 40491 B, packets received: 33
[client] second 4.124266: 3343806.465730 bit/s, bytes received: 42231 B, packets received: 35
[client] second 4.225255: 3636375.626932 bit/s, bytes received: 45904 B, packets received: 38
[client] second 4.325528: 3817796.836711 bit/s, bytes received: 47853 B, packets received: 39
[client] second 4.426185: 4135328.220616 bit/s, bytes received: 52031 B, packets received: 43
[client] second 4.526927: 4424830.325156 bit/s, bytes received: 55721 B, packets received: 47
[client] second 4.626975: 4651606.066187 bit/s, bytes received: 58173 B, packets received: 48
[client] second 4.727800: 2474638.412773 bit/s, bytes received: 31188 B, packets received: 27
[client] second 4.828551: 0.000000 bit/s, bytes received: 0 B, packets received: 1
[client] second 4.928709: 4409702.611754 bit/s, bytes received: 55208 B, packets received: 45
[client] second 5.029760: 5965457.966137 bit/s, bytes received: 75352 B, packets received: 62
[client] second 5.129788: 40948.248672 bit/s, bytes received: 512 B, packets received: 3
[client] second 5.230535: 3701910.779218 bit/s, bytes received: 46619 B, packets received: 39
[client] second 5.331548: 6688417.109563 bit/s, bytes received: 84453 B, packets received: 71
[client] second 5.432447: 0.000000 bit/s, bytes received: 0 B, packets received: 1
[client] second 5.533510: 7518807.259301 bit/s, bytes received: 94984 B, packets received: 79
[client] second 5.634464: 8928186.705899 bit/s, bytes received: 112667 B, packets received: 92
[client] second 5.735047: 9506477.935486 bit/s, bytes received: 119524 B, packets received: 98
[client] second 5.836026: 9509268.197169 bit/s, bytes received: 120029 B, packets received: 99
[client] second 5.936994: 9704627.392597 bit/s, bytes received: 122483 B, packets received: 101
[client] second 6.037576: 8374779.536826 bit/s, bytes received: 105294 B, packets received: 88
[client] second 6.138507: 10876206.553404 bit/s, bytes received: 137218 B, packets received: 114
[client] second 6.239102: 8374630.825200 bit/s, bytes received: 105305 B, packets received: 87
[client] second 6.339169: 0.000000 bit/s, bytes received: 0 B, packets received: 2
[client] second 6.439384: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 6.540318: 0.000000 bit/s, bytes received: 0 B, packets received: 2
[client] second 6.641210: 10976756.183162 bit/s, bytes received: 138434 B, packets received: 115
[client] second 6.742183: 9801482.736712 bit/s, bytes received: 123710 B, packets received: 103
[client] second 6.842796: 9307758.287390 bit/s, bytes received: 117061 B, packets received: 97
[client] second 6.943478: 17222904.741445 bit/s, bytes received: 216754 B, packets received: 179
