Bandwidth: 100 Mbit/s
RTT: 1000 ms
BDP: 12500000 B/s
Max In-Flight Packets: 9765
[server] starting server with pid 986879, port 18080, cc cubic, iw 32
[server][session 0] open
[client] connection establishment time: 2.005275 s
[server][session 0][stream 0] open
[client] time to first byte: 3.006081 s
[client] second 0.101139: 1166717.792965 bit/s, bytes received: 14750 B, packets received: 21
[client] second 0.201418: 391867.027998 bit/s, bytes received: 4912 B, packets received: 4
[client] second 0.302171: 389705.560001 bit/s, bytes received: 4908 B, packets received: 4
[client] second 0.403247: 388460.948767 bit/s, bytes received: 4908 B, packets received: 4
[client] second 0.504265: 388685.486651 bit/s, bytes received: 4908 B, packets received: 4
[client] second 0.604392: 392140.847836 bit/s, bytes received: 4908 B, packets received: 4
[client] second 0.705041: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 0.805299: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 0.905527: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 1.006538: 971779.247514 bit/s, bytes received: 12270 B, packets received: 10
[client] second 1.107144: 487842.639379 bit/s, bytes received: 6135 B, packets received: 5
[client] second 1.207193: 588669.779912 bit/s, bytes received: 7362 B, packets received: 6
[client] second 1.307236: 626689.959297 bit/s, bytes received: 7837 B, packets received: 7
[client] second 1.407409: 685936.396170 bit/s, bytes received: 8589 B, packets received: 7
[client] second 1.508252: 681377.155732 bit/s, bytes received: 8589 B, packets received: 7
[client] second 1.608862: 878081.167225 bit/s, bytes received: 11043 B, packets received: 9
[client] second 1.709026: 783991.916960 bit/s, bytes received: 9816 B, packets received: 8
[client] second 1.809203: 685905.179618 bit/s, bytes received: 8589 B, packets received: 7
[client] second 1.909885: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 2.010091: 1019896.280340 bit/s, bytes received: 12775 B, packets received: 11
[client] second 2.110537: 977244.723214 bit/s, bytes received: 12270 B, packets received: 10
[client] second 2.211529: 971948.156309 bit/s, bytes received: 12270 B, packets received: 10
[client] second 2.312284: 1071677.930173 bit/s, bytes received: 13497 B, packets received: 11
[client] second 2.412475: 1273645.185236 bit/s, bytes received: 15951 B, packets received: 13
[client] second 2.512808: 1214276.253648 bit/s, bytes received: 15229 B, packets received: 13
[client] second 2.613230: 1368069.986981 bit/s, bytes received: 17173 B, packets received: 14
[client] second 2.713680: 1465797.184660 bit/s, bytes received: 18405 B, packets received: 15
[client] second 2.814479: 1558111.391135 bit/s, bytes received: 19632 B, packets received: 16
