Bandwidth: 100 Mbit/s
RTT: 2000 ms
BDP: 25000000 B/s
Max In-Flight Packets: 19531
[server] starting server with pid 869367, port 18080, cc cubic, iw 32
[server][session 0] open
[client] connection establishment time: 4.006136 s
[server][session 0][stream 0] open
[client] time to first byte: 6.007320 s
[client] second 0.100286: 1078607.349671 bit/s, bytes received: 13521 B, packets received: 20
[client] second 0.200862: 195514.458455 bit/s, bytes received: 2458 B, packets received: 2
[client] second 0.301575: 195088.395458 bit/s, bytes received: 2456 B, packets received: 2
[client] second 0.402490: 194540.398902 bit/s, bytes received: 2454 B, packets received: 2
[client] second 0.503429: 194491.721416 bit/s, bytes received: 2454 B, packets received: 2
[client] second 0.603459: 196261.865273 bit/s, bytes received: 2454 B, packets received: 2
[client] second 0.704575: 194153.230532 bit/s, bytes received: 2454 B, packets received: 2
[client] second 0.805628: 194275.770121 bit/s, bytes received: 2454 B, packets received: 2
[client] second 0.906612: 194405.508164 bit/s, bytes received: 2454 B, packets received: 2
[client] second 1.007365: 194851.894248 bit/s, bytes received: 2454 B, packets received: 2
[client] second 1.107760: 195548.619361 bit/s, bytes received: 2454 B, packets received: 2
[client] second 1.208825: 97126.291677 bit/s, bytes received: 1227 B, packets received: 1
[client] second 1.309417: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 1.410198: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 1.510797: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 1.611565: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 1.712129: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 1.812388: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 1.912751: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 2.013587: 973459.706042 bit/s, bytes received: 12270 B, packets received: 10
[client] second 2.114028: 293188.428742 bit/s, bytes received: 3681 B, packets received: 3
[client] second 2.215005: 194419.645178 bit/s, bytes received: 2454 B, packets received: 2
[client] second 2.315601: 292735.678838 bit/s, bytes received: 3681 B, packets received: 3
[client] second 2.415849: 293751.953409 bit/s, bytes received: 3681 B, packets received: 3
[client] second 2.516057: 331790.913406 bit/s, bytes received: 4156 B, packets received: 4
[client] second 2.616841: 292188.030340 bit/s, bytes received: 3681 B, packets received: 3
[client] second 2.717103: 391616.709454 bit/s, bytes received: 4908 B, packets received: 4
[client] second 2.817126: 294010.642889 bit/s, bytes received: 3676 B, packets received: 3
[client] second 2.917873: 389730.803750 bit/s, bytes received: 4908 B, packets received: 4
[client] second 3.018900: 388648.371356 bit/s, bytes received: 4908 B, packets received: 4
[client] second 3.119165: 391602.117328 bit/s, bytes received: 4908 B, packets received: 4
[client] second 3.219441: 391558.488047 bit/s, bytes received: 4908 B, packets received: 4
[client] second 3.320440: 388757.436716 bit/s, bytes received: 4908 B, packets received: 4
[client] second 3.420487: 392452.270456 bit/s, bytes received: 4908 B, packets received: 4
[client] second 3.520629: 392085.657535 bit/s, bytes received: 4908 B, packets received: 4
[client] second 3.620993: 293411.854682 bit/s, bytes received: 3681 B, packets received: 3
[client] second 3.721276: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 3.821532: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 3.921848: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 4.022090: 1019926.230124 bit/s, bytes received: 12780 B, packets received: 11
[client] second 4.122410: 489235.576290 bit/s, bytes received: 6135 B, packets received: 5
[client] second 4.222699: 489387.578510 bit/s, bytes received: 6135 B, packets received: 5
[client] second 4.323584: 485855.673408 bit/s, bytes received: 6127 B, packets received: 5
[client] second 4.424846: 484687.623764 bit/s, bytes received: 6135 B, packets received: 5
[client] second 4.525235: 586674.018819 bit/s, bytes received: 7362 B, packets received: 6
[client] second 4.625540: 489310.002113 bit/s, bytes received: 6135 B, packets received: 5
[client] second 4.726473: 583515.699328 bit/s, bytes received: 7362 B, packets received: 6
[client] second 4.827174: 584860.548654 bit/s, bytes received: 7362 B, packets received: 6
[client] second 4.927782: 682967.197467 bit/s, bytes received: 8589 B, packets received: 7
[client] second 5.027982: 628740.042679 bit/s, bytes received: 7875 B, packets received: 7
[client] second 5.128248: 685299.652240 bit/s, bytes received: 8589 B, packets received: 7
[client] second 5.229150: 680973.337176 bit/s, bytes received: 8589 B, packets received: 7
[client] second 5.330140: 680384.169507 bit/s, bytes received: 8589 B, packets received: 7
[client] second 5.430953: 778953.194156 bit/s, bytes received: 9816 B, packets received: 8
[client] second 5.531141: 783801.108393 bit/s, bytes received: 9816 B, packets received: 8
[client] second 5.632148: 777454.954753 bit/s, bytes received: 9816 B, packets received: 8
[client] second 5.732537: 822481.034041 bit/s, bytes received: 10321 B, packets received: 9
[client] second 5.833041: 781341.437522 bit/s, bytes received: 9816 B, packets received: 8
[client] second 5.933935: 291870.436049 bit/s, bytes received: 3681 B, packets received: 3
[client] second 6.034973: 1164470.167954 bit/s, bytes received: 14707 B, packets received: 12
[client] second 6.135042: 882833.537501 bit/s, bytes received: 11043 B, packets received: 9
[client] second 6.235585: 976299.076770 bit/s, bytes received: 12270 B, packets received: 10
[client] second 6.336486: 916939.421127 bit/s, bytes received: 11565 B, packets received: 10
[client] second 6.437482: 971921.546920 bit/s, bytes received: 12270 B, packets received: 10
[client] second 6.538417: 1069750.112849 bit/s, bytes received: 13497 B, packets received: 11
[client] second 6.639182: 974153.966483 bit/s, bytes received: 12270 B, packets received: 10
[client] second 6.739906: 1071996.036545 bit/s, bytes received: 13497 B, packets received: 11
[client] second 6.840515: 1210943.344864 bit/s, bytes received: 15229 B, packets received: 13
[client] second 6.941074: 1073755.217224 bit/s, bytes received: 13497 B, packets received: 11
[client] second 7.041425: 1271058.090390 bit/s, bytes received: 15944 B, packets received: 13
[client] second 7.141610: 1175753.509553 bit/s, bytes received: 14724 B, packets received: 12
[client] second 7.241897: 1272423.068824 bit/s, bytes received: 15951 B, packets received: 13
[client] second 7.342153: 1411586.634648 bit/s, bytes received: 17690 B, packets received: 15
[client] second 7.442795: 1365469.059697 bit/s, bytes received: 17178 B, packets received: 14
[client] second 7.543739: 1360758.966682 bit/s, bytes received: 17170 B, packets received: 14
[client] second 7.644189: 1506656.025115 bit/s, bytes received: 18918 B, packets received: 16
[client] second 7.745054: 1556463.316236 bit/s, bytes received: 19624 B, packets received: 16
[client] second 7.845873: 1557793.214754 bit/s, bytes received: 19632 B, packets received: 16
[client] second 7.946323: 1661247.443201 bit/s, bytes received: 20859 B, packets received: 17
[client] second 8.046619: 1606848.789158 bit/s, bytes received: 20145 B, packets received: 17
[client] second 8.146994: 1760268.168718 bit/s, bytes received: 22086 B, packets received: 18
[client] second 8.247391: 1759256.876126 bit/s, bytes received: 22078 B, packets received: 18
[client] second 8.347447: 1806904.122364 bit/s, bytes received: 22599 B, packets received: 19
[client] second 8.448056: 1951327.634838 bit/s, bytes received: 24540 B, packets received: 20
[client] second 8.548550: 1896063.775026 bit/s, bytes received: 23818 B, packets received: 20
[client] second 8.649346: 2044448.459599 bit/s, bytes received: 25759 B, packets received: 21
[client] second 8.749970: 2146134.046877 bit/s, bytes received: 26994 B, packets received: 22
[client] second 8.850806: 2181772.534088 bit/s, bytes received: 27500 B, packets received: 24
[client] second 8.951415: 2243992.364653 bit/s, bytes received: 28221 B, packets received: 23
[client] second 9.051902: 2287496.324406 bit/s, bytes received: 28733 B, packets received: 24
[client] second 9.152209: 2445870.621862 bit/s, bytes received: 30667 B, packets received: 25
[client] second 9.253154: 2082712.328629 bit/s, bytes received: 26280 B, packets received: 23
[client] second 9.353359: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 9.453560: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 9.554435: 0.000000 bit/s, bytes received: 0 B, packets received: 1
[client] second 9.654733: 1761087.492065 bit/s, bytes received: 22079 B, packets received: 18
[client] second 9.755506: 2922183.236845 bit/s, bytes received: 36810 B, packets received: 30
[client] second 9.855963: 3069901.631887 bit/s, bytes received: 38549 B, packets received: 32
[client] second 9.956559: 2674790.020554 bit/s, bytes received: 33634 B, packets received: 29
[client] second 10.056812: 0.000000 bit/s, bytes received: 0 B, packets received: 1
[client] second 10.157014: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 10.257359: 0.000000 bit/s, bytes received: 0 B, packets received: 1
[client] second 10.358024: 4387476.792757 bit/s, bytes received: 55208 B, packets received: 45
[client] second 10.458058: 3573507.830409 bit/s, bytes received: 44684 B, packets received: 38
[client] second 10.558587: 2481268.482063 bit/s, bytes received: 31180 B, packets received: 26
[client] second 10.658790: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 10.759637: 0.000000 bit/s, bytes received: 0 B, packets received: 1
[client] second 10.860352: 3897394.260984 bit/s, bytes received: 49066 B, packets received: 40
[client] second 10.961378: 4219093.369257 bit/s, bytes received: 53280 B, packets received: 44
[client] second 11.061487: 4354722.007083 bit/s, bytes received: 54493 B, packets received: 45
[client] second 11.162078: 4625944.231568 bit/s, bytes received: 58166 B, packets received: 48
[client] second 11.262617: 4727224.941357 bit/s, bytes received: 59409 B, packets received: 49
[client] second 11.362660: 4750052.250195 bit/s, bytes received: 59401 B, packets received: 49
[client] second 11.463128: 4729928.750377 bit/s, bytes received: 59401 B, packets received: 49
[client] second 11.563704: 4782283.763612 bit/s, bytes received: 60123 B, packets received: 49
[client] second 11.663912: 4937580.694832 bit/s, bytes received: 61848 B, packets received: 51
[client] second 11.764146: 4937406.025534 bit/s, bytes received: 61862 B, packets received: 51
[client] second 11.864210: 5141448.085267 bit/s, bytes received: 64309 B, packets received: 53
[client] second 11.965079: 3153563.198960 bit/s, bytes received: 39762 B, packets received: 35
[client] second 12.066004: 5389870.069072 bit/s, bytes received: 67997 B, packets received: 56
[client] second 12.166591: 5505043.960640 bit/s, bytes received: 69217 B, packets received: 57
[client] second 12.266651: 5435955.278294 bit/s, bytes received: 67990 B, packets received: 56
[client] second 12.367561: 2471910.704723 bit/s, bytes received: 31180 B, packets received: 28
[client] second 12.467741: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 12.568283: 0.000000 bit/s, bytes received: 0 B, packets received: 1
[client] second 12.668474: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 12.768711: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 12.869499: 0.000000 bit/s, bytes received: 0 B, packets received: 1
[client] second 12.970462: 0.000000 bit/s, bytes received: 0 B, packets received: 1
[client] second 13.070537: 4707349.064540 bit/s, bytes received: 58886 B, packets received: 50
[client] second 13.171306: 7094577.667297 bit/s, bytes received: 89364 B, packets received: 73
[client] second 13.271399: 7296696.247394 bit/s, bytes received: 91293 B, packets received: 76
[client] second 13.372222: 1793317.731234 bit/s, bytes received: 22601 B, packets received: 19
[client] second 13.473219: 1747448.675230 bit/s, bytes received: 22061 B, packets received: 20
[client] second 13.573618: 8253892.555769 bit/s, bytes received: 103585 B, packets received: 85
[client] second 13.674396: 8360369.820425 bit/s, bytes received: 105318 B, packets received: 87
