Bandwidth: 100 Mbit/s
RTT: 2000 ms
BDP: 25000000 B/s
Max In-Flight Packets: 19531
[server] starting server with pid 858152, port 18080, cc cubic, iw 32
[server][session 0] open
[client] connection establishment time: 4.004956 s
[server][session 0][stream 0] open
[client] time to first byte: 6.005749 s
[client] second 0.100085: 1080369.043626 bit/s, bytes received: 13516 B, packets received: 22
[client] second 0.200194: 196426.963173 bit/s, bytes received: 2458 B, packets received: 2
[client] second 0.300333: 196206.695845 bit/s, bytes received: 2456 B, packets received: 2
[client] second 0.400468: 196056.092815 bit/s, bytes received: 2454 B, packets received: 2
[client] second 0.501493: 194328.121211 bit/s, bytes received: 2454 B, packets received: 2
[client] second 0.602335: 194680.662281 bit/s, bytes received: 2454 B, packets received: 2
[client] second 0.703353: 194340.532842 bit/s, bytes received: 2454 B, packets received: 2
[client] second 0.803962: 195130.977196 bit/s, bytes received: 2454 B, packets received: 2
[client] second 0.904165: 195922.617991 bit/s, bytes received: 2454 B, packets received: 2
[client] second 1.005123: 194458.102560 bit/s, bytes received: 2454 B, packets received: 2
[client] second 1.105654: 195281.564892 bit/s, bytes received: 2454 B, packets received: 2
[client] second 1.205716: 98099.383410 bit/s, bytes received: 1227 B, packets received: 1
[client] second 1.305922: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 1.406313: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 1.506565: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 1.606915: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 1.707129: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 1.807387: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 1.907622: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 2.008433: 973707.719190 bit/s, bytes received: 12270 B, packets received: 10
[client] second 2.109015: 195183.078088 bit/s, bytes received: 2454 B, packets received: 2
[client] second 2.210083: 291367.057665 bit/s, bytes received: 3681 B, packets received: 3
[client] second 2.310267: 293941.637073 bit/s, bytes received: 3681 B, packets received: 3
[client] second 2.410316: 294338.061357 bit/s, bytes received: 3681 B, packets received: 3
[client] second 2.511204: 329948.251411 bit/s, bytes received: 4161 B, packets received: 4
[client] second 2.612059: 291982.194520 bit/s, bytes received: 3681 B, packets received: 3
[client] second 2.712453: 391098.049010 bit/s, bytes received: 4908 B, packets received: 4
[client] second 2.812681: 293810.115874 bit/s, bytes received: 3681 B, packets received: 3
[client] second 2.913338: 389599.454982 bit/s, bytes received: 4902 B, packets received: 4
[client] second 3.013660: 391382.160358 bit/s, bytes received: 4908 B, packets received: 4
[client] second 3.114115: 390861.245194 bit/s, bytes received: 4908 B, packets received: 4
[client] second 3.215027: 389090.244103 bit/s, bytes received: 4908 B, packets received: 4
[client] second 3.315694: 390040.407984 bit/s, bytes received: 4908 B, packets received: 4
[client] second 3.416330: 390155.765098 bit/s, bytes received: 4908 B, packets received: 4
[client] second 3.516370: 392486.541687 bit/s, bytes received: 4908 B, packets received: 4
[client] second 3.617145: 292212.196662 bit/s, bytes received: 3681 B, packets received: 3
[client] second 3.717352: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 3.817562: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 3.917727: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 4.017867: 1021050.447689 bit/s, bytes received: 12781 B, packets received: 11
[client] second 4.118885: 485854.665130 bit/s, bytes received: 6135 B, packets received: 5
[client] second 4.219686: 486900.192385 bit/s, bytes received: 6135 B, packets received: 5
[client] second 4.320382: 486932.067882 bit/s, bytes received: 6129 B, packets received: 5
[client] second 4.421415: 485780.695255 bit/s, bytes received: 6135 B, packets received: 5
[client] second 4.521954: 585801.067742 bit/s, bytes received: 7362 B, packets received: 6
[client] second 4.622905: 486178.099281 bit/s, bytes received: 6135 B, packets received: 5
[client] second 4.723737: 584096.757826 bit/s, bytes received: 7362 B, packets received: 6
[client] second 4.824023: 587285.390945 bit/s, bytes received: 7362 B, packets received: 6
[client] second 4.924244: 685597.999864 bit/s, bytes received: 8589 B, packets received: 7
[client] second 5.025294: 623295.059068 bit/s, bytes received: 7873 B, packets received: 7
[client] second 5.125455: 686014.617786 bit/s, bytes received: 8589 B, packets received: 7
[client] second 5.225682: 685567.641766 bit/s, bytes received: 8589 B, packets received: 7
[client] second 5.326475: 779101.831550 bit/s, bytes received: 9816 B, packets received: 8
[client] second 5.426994: 683572.504786 bit/s, bytes received: 8589 B, packets received: 7
[client] second 5.528028: 777247.312250 bit/s, bytes received: 9816 B, packets received: 8
[client] second 5.628763: 779549.454009 bit/s, bytes received: 9816 B, packets received: 8
[client] second 5.729603: 818802.663540 bit/s, bytes received: 10321 B, packets received: 9
[client] second 5.830573: 777730.176534 bit/s, bytes received: 9816 B, packets received: 8
[client] second 5.931326: 292279.561629 bit/s, bytes received: 3681 B, packets received: 3
[client] second 6.031583: 1173863.476071 bit/s, bytes received: 14711 B, packets received: 12
[client] second 6.132390: 876371.068271 bit/s, bytes received: 11043 B, packets received: 9
[client] second 6.233302: 972724.742720 bit/s, bytes received: 12270 B, packets received: 10
[client] second 6.334050: 918014.126448 bit/s, bytes received: 11561 B, packets received: 10
[client] second 6.434509: 977117.327692 bit/s, bytes received: 12270 B, packets received: 10
[client] second 6.535419: 972745.853240 bit/s, bytes received: 12270 B, packets received: 10
[client] second 6.635665: 1077108.525028 bit/s, bytes received: 13497 B, packets received: 11
[client] second 6.736300: 1072951.958878 bit/s, bytes received: 13497 B, packets received: 11
[client] second 6.836801: 1114571.039252 bit/s, bytes received: 14002 B, packets received: 12
[client] second 6.937071: 1174753.323194 bit/s, bytes received: 14724 B, packets received: 12
[client] second 7.038125: 1262206.335923 bit/s, bytes received: 15944 B, packets received: 13
[client] second 7.139152: 1165955.108590 bit/s, bytes received: 14724 B, packets received: 12
[client] second 7.239296: 1372260.843076 bit/s, bytes received: 17178 B, packets received: 14
[client] second 7.339963: 1308315.939982 bit/s, bytes received: 16463 B, packets received: 14
[client] second 7.440896: 1361539.194776 bit/s, bytes received: 17178 B, packets received: 14
[client] second 7.540944: 1373012.441351 bit/s, bytes received: 17171 B, packets received: 14
[client] second 7.641322: 1507661.536919 bit/s, bytes received: 18917 B, packets received: 16
[client] second 7.741901: 1560886.789147 bit/s, bytes received: 19624 B, packets received: 16
[client] second 7.842132: 1566940.336484 bit/s, bytes received: 19632 B, packets received: 16
[client] second 7.942957: 1655072.864982 bit/s, bytes received: 20859 B, packets received: 17
[client] second 8.043892: 1596660.020257 bit/s, bytes received: 20145 B, packets received: 17
[client] second 8.144826: 1750529.199517 bit/s, bytes received: 22086 B, packets received: 18
[client] second 8.245862: 1748125.901923 bit/s, bytes received: 22078 B, packets received: 18
[client] second 8.346482: 1894330.359118 bit/s, bytes received: 23826 B, packets received: 20
[client] second 8.447005: 1855345.430503 bit/s, bytes received: 23313 B, packets received: 19
[client] second 8.547174: 2000212.260497 bit/s, bytes received: 25045 B, packets received: 21
[client] second 8.647906: 2045751.360044 bit/s, bytes received: 25759 B, packets received: 21
[client] second 8.748892: 2041225.959503 bit/s, bytes received: 25767 B, packets received: 21
[client] second 8.849367: 2189617.468951 bit/s, bytes received: 27500 B, packets received: 24
[client] second 8.949673: 2250773.770777 bit/s, bytes received: 28221 B, packets received: 23
[client] second 9.050409: 2379309.009472 bit/s, bytes received: 29960 B, packets received: 25
[client] second 9.151081: 2339458.183591 bit/s, bytes received: 29440 B, packets received: 24
[client] second 9.251611: 2091331.336117 bit/s, bytes received: 26280 B, packets received: 23
[client] second 9.351788: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 9.451971: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 9.552300: 0.000000 bit/s, bytes received: 0 B, packets received: 1
[client] second 9.653018: 1753722.102204 bit/s, bytes received: 22079 B, packets received: 18
[client] second 9.753391: 3031668.157829 bit/s, bytes received: 38037 B, packets received: 31
[client] second 9.853881: 2971189.169465 bit/s, bytes received: 37322 B, packets received: 31
[client] second 9.954371: 2677620.225021 bit/s, bytes received: 33634 B, packets received: 29
[client] second 10.054440: 0.000000 bit/s, bytes received: 0 B, packets received: 1
[client] second 10.154668: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 10.255876: 0.000000 bit/s, bytes received: 0 B, packets received: 1
[client] second 10.356618: 4384085.577973 bit/s, bytes received: 55208 B, packets received: 45
[client] second 10.457358: 3743338.731883 bit/s, bytes received: 47138 B, packets received: 39
[client] second 10.558147: 2280105.087953 bit/s, bytes received: 28726 B, packets received: 25
