Bandwidth: 100 Mbit/s
RTT: 2000 ms
BDP: 25000000 B/s
Max In-Flight Packets: 19531
[server] starting server with pid 853880, port 18080, cc cubic, iw 32
[server][session 0] open
[client] connection establishment time: 4.004107 s
[server][session 0][stream 0] open
[client] time to first byte: 6.004979 s
[client] second 0.100089: 1080725.146911 bit/s, bytes received: 13521 B, packets received: 21
[client] second 0.200870: 195115.300750 bit/s, bytes received: 2458 B, packets received: 2
[client] second 0.301439: 195369.476912 bit/s, bytes received: 2456 B, packets received: 2
[client] second 0.402315: 194616.174317 bit/s, bytes received: 2454 B, packets received: 2
[client] second 0.502567: 195826.214409 bit/s, bytes received: 2454 B, packets received: 2
[client] second 0.603133: 195215.399043 bit/s, bytes received: 2454 B, packets received: 2
[client] second 0.703774: 195069.198741 bit/s, bytes received: 2454 B, packets received: 2
[client] second 0.804818: 194291.168871 bit/s, bytes received: 2454 B, packets received: 2
[client] second 0.905040: 195885.219044 bit/s, bytes received: 2454 B, packets received: 2
[client] second 1.005482: 195456.274812 bit/s, bytes received: 2454 B, packets received: 2
[client] second 1.105591: 196105.607545 bit/s, bytes received: 2454 B, packets received: 2
[client] second 1.205666: 98086.573372 bit/s, bytes received: 1227 B, packets received: 1
[client] second 1.306288: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 1.406692: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 1.507080: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 1.607474: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 1.707700: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 1.808329: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 1.908555: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 2.009518: 972237.363908 bit/s, bytes received: 12270 B, packets received: 10
[client] second 2.110128: 195130.073397 bit/s, bytes received: 2454 B, packets received: 2
[client] second 2.210661: 292917.146424 bit/s, bytes received: 3681 B, packets received: 3
[client] second 2.310863: 293886.610606 bit/s, bytes received: 3681 B, packets received: 3
[client] second 2.411617: 292277.676020 bit/s, bytes received: 3681 B, packets received: 3
[client] second 2.512403: 329886.842007 bit/s, bytes received: 4156 B, packets received: 4
[client] second 2.613175: 292222.783553 bit/s, bytes received: 3681 B, packets received: 3
[client] second 2.714123: 388954.307874 bit/s, bytes received: 4908 B, packets received: 4
[client] second 2.814608: 390265.273804 bit/s, bytes received: 4902 B, packets received: 4
[client] second 2.914946: 293489.247802 bit/s, bytes received: 3681 B, packets received: 3
[client] second 3.016044: 388375.539483 bit/s, bytes received: 4908 B, packets received: 4
[client] second 3.116100: 392418.683711 bit/s, bytes received: 4908 B, packets received: 4
[client] second 3.216625: 390588.931591 bit/s, bytes received: 4908 B, packets received: 4
[client] second 3.316929: 391451.420394 bit/s, bytes received: 4908 B, packets received: 4
[client] second 3.417559: 390182.815913 bit/s, bytes received: 4908 B, packets received: 4
