Bandwidth: 100 Mbit/s
RTT: 2000 ms
BDP: 25000000 B/s
Max In-Flight Packets: 19531
[server] starting server with pid 863378, port 18080, cc cubic, iw 32
[server][session 0] open
[client] connection establishment time: 4.004731 s
[server][session 0][stream 0] open
[client] time to first byte: 6.005703 s
[client] second 0.100993: 1070656.030105 bit/s, bytes received: 13516 B, packets received: 22
[client] second 0.202092: 194503.212988 bit/s, bytes received: 2458 B, packets received: 2
[client] second 0.302978: 194755.042900 bit/s, bytes received: 2456 B, packets received: 2
[client] second 0.403043: 196192.190597 bit/s, bytes received: 2454 B, packets received: 2
[client] second 0.503646: 195142.527552 bit/s, bytes received: 2454 B, packets received: 2
[client] second 0.604040: 195548.315504 bit/s, bytes received: 2454 B, packets received: 2
[client] second 0.704894: 194660.690858 bit/s, bytes received: 2454 B, packets received: 2
[client] second 0.806075: 194026.787695 bit/s, bytes received: 2454 B, packets received: 2
[client] second 0.906894: 194725.859228 bit/s, bytes received: 2454 B, packets received: 2
[client] second 1.007480: 195175.863474 bit/s, bytes received: 2454 B, packets received: 2
[client] second 1.108068: 195171.410395 bit/s, bytes received: 2454 B, packets received: 2
[client] second 1.208259: 97973.231669 bit/s, bytes received: 1227 B, packets received: 1
[client] second 1.308837: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 1.409430: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 1.509823: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 1.610220: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 1.710436: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 1.810627: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 1.910838: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 2.011409: 976031.835979 bit/s, bytes received: 12270 B, packets received: 10
[client] second 2.112035: 292645.391409 bit/s, bytes received: 3681 B, packets received: 3
[client] second 2.212861: 194711.673786 bit/s, bytes received: 2454 B, packets received: 2
[client] second 2.313581: 292377.510399 bit/s, bytes received: 3681 B, packets received: 3
[client] second 2.413860: 293658.871065 bit/s, bytes received: 3681 B, packets received: 3
[client] second 2.514715: 330060.082179 bit/s, bytes received: 4161 B, packets received: 4
[client] second 2.615047: 293503.481631 bit/s, bytes received: 3681 B, packets received: 3
[client] second 2.715258: 391815.819342 bit/s, bytes received: 4908 B, packets received: 4
[client] second 2.815478: 293834.129078 bit/s, bytes received: 3681 B, packets received: 3
[client] second 2.916118: 389664.347924 bit/s, bytes received: 4902 B, packets received: 4
[client] second 3.016518: 391074.069034 bit/s, bytes received: 4908 B, packets received: 4
[client] second 3.117573: 388541.066591 bit/s, bytes received: 4908 B, packets received: 4
[client] second 3.217701: 392140.953580 bit/s, bytes received: 4908 B, packets received: 4
[client] second 3.318582: 389208.434856 bit/s, bytes received: 4908 B, packets received: 4
[client] second 3.418727: 392070.333567 bit/s, bytes received: 4908 B, packets received: 4
[client] second 3.518770: 392472.563355 bit/s, bytes received: 4908 B, packets received: 4
[client] second 3.619394: 292654.942322 bit/s, bytes received: 3681 B, packets received: 3
[client] second 3.719567: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 3.819738: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 3.919913: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 4.020421: 1017313.350341 bit/s, bytes received: 12781 B, packets received: 11
[client] second 4.121046: 487752.997271 bit/s, bytes received: 6135 B, packets received: 5
[client] second 4.221757: 487334.002600 bit/s, bytes received: 6135 B, packets received: 5
[client] second 4.322481: 486792.405288 bit/s, bytes received: 6129 B, packets received: 5
[client] second 4.422666: 489896.190518 bit/s, bytes received: 6135 B, packets received: 5
[client] second 4.523732: 582747.526751 bit/s, bytes received: 7362 B, packets received: 6
[client] second 4.624626: 486450.972640 bit/s, bytes received: 6135 B, packets received: 5
[client] second 4.725538: 583637.430903 bit/s, bytes received: 7362 B, packets received: 6
[client] second 4.826532: 583160.752069 bit/s, bytes received: 7362 B, packets received: 6
[client] second 4.926787: 685375.835014 bit/s, bytes received: 8589 B, packets received: 7
[client] second 5.027295: 626656.515967 bit/s, bytes received: 7873 B, packets received: 7
[client] second 5.127926: 682814.689507 bit/s, bytes received: 8589 B, packets received: 7
[client] second 5.228646: 682201.904143 bit/s, bytes received: 8589 B, packets received: 7
[client] second 5.328967: 684921.347680 bit/s, bytes received: 8589 B, packets received: 7
[client] second 5.429228: 783236.340578 bit/s, bytes received: 9816 B, packets received: 8
[client] second 5.530217: 777588.930100 bit/s, bytes received: 9816 B, packets received: 8
[client] second 5.631052: 778778.368788 bit/s, bytes received: 9816 B, packets received: 8
[client] second 5.732002: 817912.967594 bit/s, bytes received: 10321 B, packets received: 9
[client] second 5.832258: 783275.941507 bit/s, bytes received: 9816 B, packets received: 8
[client] second 5.932467: 293864.245676 bit/s, bytes received: 3681 B, packets received: 3
[client] second 6.032892: 1171824.375112 bit/s, bytes received: 14710 B, packets received: 12
[client] second 6.133726: 876131.408168 bit/s, bytes received: 11043 B, packets received: 9
[client] second 6.234714: 971992.919186 bit/s, bytes received: 12270 B, packets received: 10
[client] second 6.334990: 922418.064866 bit/s, bytes received: 11562 B, packets received: 10
[client] second 6.435054: 980972.344465 bit/s, bytes received: 12270 B, packets received: 10
[client] second 6.535136: 980796.159084 bit/s, bytes received: 12270 B, packets received: 10
[client] second 6.636144: 1068984.243303 bit/s, bytes received: 13497 B, packets received: 11
[client] second 6.736813: 1072588.725411 bit/s, bytes received: 13497 B, packets received: 11
[client] second 6.837687: 1110448.186726 bit/s, bytes received: 14002 B, packets received: 12
[client] second 6.938136: 1172658.971066 bit/s, bytes received: 14724 B, packets received: 12
[client] second 7.038689: 1170879.556337 bit/s, bytes received: 14717 B, packets received: 12
[client] second 7.139589: 1264704.326057 bit/s, bytes received: 15951 B, packets received: 13
[client] second 7.240123: 1366943.243298 bit/s, bytes received: 17178 B, packets received: 14
[client] second 7.340678: 1309771.019697 bit/s, bytes received: 16463 B, packets received: 14
[client] second 7.440881: 1371452.837542 bit/s, bytes received: 17178 B, packets received: 14
[client] second 7.541775: 1361422.578759 bit/s, bytes received: 17170 B, packets received: 14
[client] second 7.642808: 1497975.752181 bit/s, bytes received: 18918 B, packets received: 16
[client] second 7.743592: 1557776.656223 bit/s, bytes received: 19625 B, packets received: 16
[client] second 7.843926: 1565334.553234 bit/s, bytes received: 19632 B, packets received: 16
[client] second 7.944864: 1653214.746871 bit/s, bytes received: 20859 B, packets received: 17
[client] second 8.045344: 1603815.415089 bit/s, bytes received: 20144 B, packets received: 17
[client] second 8.146379: 1748793.332304 bit/s, bytes received: 22086 B, packets received: 18
[client] second 8.246572: 1762834.063562 bit/s, bytes received: 22078 B, packets received: 18
[client] second 8.346594: 1807517.754999 bit/s, bytes received: 22599 B, packets received: 19
[client] second 8.447471: 1946131.839924 bit/s, bytes received: 24540 B, packets received: 20
[client] second 8.547595: 2001112.856852 bit/s, bytes received: 25045 B, packets received: 21
[client] second 8.647666: 1961177.448346 bit/s, bytes received: 24532 B, packets received: 20
[client] second 8.748403: 2143717.053809 bit/s, bytes received: 26994 B, packets received: 22
[client] second 8.848462: 2198708.610485 bit/s, bytes received: 27500 B, packets received: 24
[client] second 8.948767: 2250797.960157 bit/s, bytes received: 28221 B, packets received: 23
[client] second 9.049545: 2280902.040673 bit/s, bytes received: 28733 B, packets received: 24
[client] second 9.150582: 2428188.379420 bit/s, bytes received: 30667 B, packets received: 25
[client] second 9.251589: 2081430.503507 bit/s, bytes received: 26280 B, packets received: 23
[client] second 9.351946: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 9.452156: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 9.552410: 0.000000 bit/s, bytes received: 0 B, packets received: 1
