Bandwidth: 100 Mbit/s
RTT: 2000 ms
BDP: 25000000 B/s
Max In-Flight Packets: 19531
[server] starting server with pid 864071, port 18080, cc cubic, iw 32
[server][session 0] open
[client] connection establishment time: 4.005526 s
[server][session 0][stream 0] open
[client] time to first byte: 6.006412 s
[client] second 0.100993: 1071055.408819 bit/s, bytes received: 13521 B, packets received: 22
[client] second 0.201758: 195147.626093 bit/s, bytes received: 2458 B, packets received: 2
[client] second 0.302853: 194351.234007 bit/s, bytes received: 2456 B, packets received: 2
[client] second 0.403820: 194439.461251 bit/s, bytes received: 2454 B, packets received: 2
[client] second 0.504225: 195528.307837 bit/s, bytes received: 2454 B, packets received: 2
[client] second 0.604503: 195775.524773 bit/s, bytes received: 2454 B, packets received: 2
[client] second 0.705115: 195125.876466 bit/s, bytes received: 2454 B, packets received: 2
[client] second 0.805230: 196094.789057 bit/s, bytes received: 2454 B, packets received: 2
[client] second 0.906050: 194722.655011 bit/s, bytes received: 2454 B, packets received: 2
[client] second 1.007023: 194428.223111 bit/s, bytes received: 2454 B, packets received: 2
[client] second 1.107617: 195162.035338 bit/s, bytes received: 2454 B, packets received: 2
[client] second 1.208297: 97496.190363 bit/s, bytes received: 1227 B, packets received: 1
[client] second 1.308682: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 1.409273: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 1.509891: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 1.610121: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 1.710511: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 1.811122: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 1.911349: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 2.011406: 981038.296713 bit/s, bytes received: 12270 B, packets received: 10
[client] second 2.111736: 195675.220796 bit/s, bytes received: 2454 B, packets received: 2
[client] second 2.212000: 293702.996973 bit/s, bytes received: 3681 B, packets received: 3
[client] second 2.312858: 291974.444661 bit/s, bytes received: 3681 B, packets received: 3
[client] second 2.413544: 292474.990349 bit/s, bytes received: 3681 B, packets received: 3
[client] second 2.514378: 329728.521005 bit/s, bytes received: 4156 B, packets received: 4
[client] second 2.614960: 292778.933900 bit/s, bytes received: 3681 B, packets received: 3
[client] second 2.715824: 389276.514667 bit/s, bytes received: 4908 B, packets received: 4
[client] second 2.816134: 293089.309965 bit/s, bytes received: 3675 B, packets received: 3
[client] second 2.917012: 389224.616268 bit/s, bytes received: 4908 B, packets received: 4
[client] second 3.017487: 390783.582591 bit/s, bytes received: 4908 B, packets received: 4
[client] second 3.117670: 391922.327511 bit/s, bytes received: 4908 B, packets received: 4
[client] second 3.218117: 390889.989426 bit/s, bytes received: 4908 B, packets received: 4
[client] second 3.318505: 391124.322847 bit/s, bytes received: 4908 B, packets received: 4
[client] second 3.419042: 390540.190369 bit/s, bytes received: 4908 B, packets received: 4
[client] second 3.519925: 389203.631620 bit/s, bytes received: 4908 B, packets received: 4
[client] second 3.620546: 292662.559651 bit/s, bytes received: 3681 B, packets received: 3
[client] second 3.720722: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 3.820898: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 3.921072: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 4.021900: 1014088.790472 bit/s, bytes received: 12781 B, packets received: 11
