Bandwidth: 100 Mbit/s
RTT: 2000 ms
BDP: 25000000 B/s
Max In-Flight Packets: 19531
[server] starting server with pid 867561, port 18080, cc cubic, iw 32
[server][session 0] open
[client] connection establishment time: 4.005472 s
[server][session 0][stream 0] open
[client] time to first byte: 6.057273 s
[client] second 0.100434: 274411.807848 bit/s, bytes received: 3445 B, packets received: 13
[client] second 0.201116: 195308.047940 bit/s, bytes received: 2458 B, packets received: 2
[client] second 0.301426: 196032.897877 bit/s, bytes received: 2458 B, packets received: 2
[client] second 0.402244: 195043.117632 bit/s, bytes received: 2458 B, packets received: 2
[client] second 0.502623: 195898.479200 bit/s, bytes received: 2458 B, packets received: 2
[client] second 0.603603: 194729.666916 bit/s, bytes received: 2458 B, packets received: 2
[client] second 0.704624: 194494.882150 bit/s, bytes received: 2456 B, packets received: 2
[client] second 0.804808: 195958.499679 bit/s, bytes received: 2454 B, packets received: 2
[client] second 0.905192: 195569.164995 bit/s, bytes received: 2454 B, packets received: 2
[client] second 1.005921: 194900.669011 bit/s, bytes received: 2454 B, packets received: 2
[client] second 1.106480: 195229.151260 bit/s, bytes received: 2454 B, packets received: 2
[client] second 1.207033: 195241.076336 bit/s, bytes received: 2454 B, packets received: 2
[client] second 1.307421: 195561.236093 bit/s, bytes received: 2454 B, packets received: 2
[client] second 1.408386: 194442.482830 bit/s, bytes received: 2454 B, packets received: 2
[client] second 1.509157: 194817.967111 bit/s, bytes received: 2454 B, packets received: 2
[client] second 1.609778: 97553.770628 bit/s, bytes received: 1227 B, packets received: 1
[client] second 1.710029: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 1.810304: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 1.910536: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 2.010761: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 2.111420: 390071.992245 bit/s, bytes received: 4908 B, packets received: 4
[client] second 2.211874: 390865.404616 bit/s, bytes received: 4908 B, packets received: 4
[client] second 2.312421: 390501.951053 bit/s, bytes received: 4908 B, packets received: 4
[client] second 2.413416: 388771.967735 bit/s, bytes received: 4908 B, packets received: 4
[client] second 2.513703: 391516.695534 bit/s, bytes received: 4908 B, packets received: 4
[client] second 2.613911: 351270.190514 bit/s, bytes received: 4400 B, packets received: 4
[client] second 2.715009: 291282.939624 bit/s, bytes received: 3681 B, packets received: 3
[client] second 2.815633: 195100.739390 bit/s, bytes received: 2454 B, packets received: 2
[client] second 2.916604: 194432.913856 bit/s, bytes received: 2454 B, packets received: 2
[client] second 3.016739: 195656.907982 bit/s, bytes received: 2449 B, packets received: 2
[client] second 3.116787: 196225.297747 bit/s, bytes received: 2454 B, packets received: 2
[client] second 3.217365: 195190.103050 bit/s, bytes received: 2454 B, packets received: 2
[client] second 3.318118: 194853.451089 bit/s, bytes received: 2454 B, packets received: 2
[client] second 3.418814: 194963.132632 bit/s, bytes received: 2454 B, packets received: 2
[client] second 3.519009: 195937.879987 bit/s, bytes received: 2454 B, packets received: 2
[client] second 3.619618: 195131.824757 bit/s, bytes received: 2454 B, packets received: 2
[client] second 3.719820: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 3.820021: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 3.920346: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 4.020547: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 4.121297: 389720.668723 bit/s, bytes received: 4908 B, packets received: 4
[client] second 4.222252: 388924.980805 bit/s, bytes received: 4908 B, packets received: 4
[client] second 4.323014: 389669.707584 bit/s, bytes received: 4908 B, packets received: 4
[client] second 4.423603: 389945.017593 bit/s, bytes received: 4903 B, packets received: 4
[client] second 4.524041: 390927.273339 bit/s, bytes received: 4908 B, packets received: 4
[client] second 4.624644: 390284.830096 bit/s, bytes received: 4908 B, packets received: 4
[client] second 4.724960: 195700.748037 bit/s, bytes received: 2454 B, packets received: 2
[client] second 4.825884: 291785.584799 bit/s, bytes received: 3681 B, packets received: 3
[client] second 4.926070: 237080.374749 bit/s, bytes received: 2969 B, packets received: 3
[client] second 5.026901: 194701.215157 bit/s, bytes received: 2454 B, packets received: 2
[client] second 5.127357: 195429.601239 bit/s, bytes received: 2454 B, packets received: 2
[client] second 5.227700: 195648.516682 bit/s, bytes received: 2454 B, packets received: 2
[client] second 5.328662: 194053.042842 bit/s, bytes received: 2449 B, packets received: 2
[client] second 5.429458: 194768.969001 bit/s, bytes received: 2454 B, packets received: 2
[client] second 5.530501: 194293.157100 bit/s, bytes received: 2454 B, packets received: 2
[client] second 5.631261: 194839.132963 bit/s, bytes received: 2454 B, packets received: 2
[client] second 5.731472: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 5.831682: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 5.931892: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 6.032788: 194577.556040 bit/s, bytes received: 2454 B, packets received: 2
[client] second 6.132868: 392326.241012 bit/s, bytes received: 4908 B, packets received: 4
[client] second 6.233663: 389540.028765 bit/s, bytes received: 4908 B, packets received: 4
[client] second 6.333926: 391609.405444 bit/s, bytes received: 4908 B, packets received: 4
[client] second 6.434448: 390602.006688 bit/s, bytes received: 4908 B, packets received: 4
[client] second 6.535491: 194293.943558 bit/s, bytes received: 2454 B, packets received: 2
[client] second 6.636080: 487926.100630 bit/s, bytes received: 6135 B, packets received: 5
[client] second 6.736418: 195179.880175 bit/s, bytes received: 2448 B, packets received: 2
[client] second 6.836711: 293621.023441 bit/s, bytes received: 3681 B, packets received: 3
[client] second 6.937694: 194409.198645 bit/s, bytes received: 2454 B, packets received: 3
[client] second 7.038399: 194944.541495 bit/s, bytes received: 2454 B, packets received: 2
[client] second 7.139031: 195086.691201 bit/s, bytes received: 2454 B, packets received: 2
[client] second 7.239207: 195975.891811 bit/s, bytes received: 2454 B, packets received: 2
[client] second 7.339997: 235738.558834 bit/s, bytes received: 2970 B, packets received: 3
[client] second 7.440801: 194753.094503 bit/s, bytes received: 2454 B, packets received: 2
[client] second 7.541808: 194363.919570 bit/s, bytes received: 2454 B, packets received: 2
[client] second 7.642549: 194875.038615 bit/s, bytes received: 2454 B, packets received: 2
[client] second 7.743083: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 7.843298: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 7.943509: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 8.044354: 194674.805168 bit/s, bytes received: 2454 B, packets received: 2
[client] second 8.145425: 388478.955292 bit/s, bytes received: 4908 B, packets received: 4
[client] second 8.246203: 389133.977451 bit/s, bytes received: 4902 B, packets received: 4
[client] second 8.346471: 391589.990599 bit/s, bytes received: 4908 B, packets received: 4
[client] second 8.446811: 391307.223250 bit/s, bytes received: 4908 B, packets received: 4
[client] second 8.546831: 196280.268948 bit/s, bytes received: 2454 B, packets received: 2
[client] second 8.647626: 584315.376407 bit/s, bytes received: 7362 B, packets received: 6
[client] second 8.748167: 195264.200609 bit/s, bytes received: 2454 B, packets received: 2
[client] second 8.849008: 194683.357366 bit/s, bytes received: 2454 B, packets received: 2
[client] second 8.949350: 195649.778207 bit/s, bytes received: 2454 B, packets received: 2
[client] second 9.049815: 195412.154214 bit/s, bytes received: 2454 B, packets received: 2
[client] second 9.150045: 195868.464429 bit/s, bytes received: 2454 B, packets received: 2
[client] second 9.250479: 194994.070872 bit/s, bytes received: 2448 B, packets received: 2
[client] second 9.351154: 195003.147644 bit/s, bytes received: 2454 B, packets received: 3
[client] second 9.452225: 194240.571162 bit/s, bytes received: 2454 B, packets received: 2
[client] second 9.553290: 194250.989971 bit/s, bytes received: 2454 B, packets received: 2
[client] second 9.653492: 237201.289845 bit/s, bytes received: 2971 B, packets received: 3
[client] second 9.754304: 97369.548166 bit/s, bytes received: 1227 B, packets received: 1
