Bandwidth: 100 Mbit/s
RTT: 2000 ms
BDP: 25000000 B/s
Max In-Flight Packets: 19531
[server] starting server with pid 853675, port 18080, cc cubic, iw 32
[server][session 0] open
[client] connection establishment time: 4.004586 s
[server][session 0][stream 0] open
[client] time to first byte: 6.005387 s
[client] second 0.100986: 1071135.379142 bit/s, bytes received: 13521 B, packets received: 21
[client] second 0.201295: 196033.689363 bit/s, bytes received: 2458 B, packets received: 2
[client] second 0.301944: 195212.539640 bit/s, bytes received: 2456 B, packets received: 2
[client] second 0.402592: 195055.595018 bit/s, bytes received: 2454 B, packets received: 2
[client] second 0.503467: 194616.677858 bit/s, bytes received: 2454 B, packets received: 2
[client] second 0.604452: 194404.422415 bit/s, bytes received: 2454 B, packets received: 2
[client] second 0.705324: 194623.038907 bit/s, bytes received: 2454 B, packets received: 2
[client] second 0.805994: 195014.750673 bit/s, bytes received: 2454 B, packets received: 2
[client] second 0.906400: 195524.013918 bit/s, bytes received: 2454 B, packets received: 2
[client] second 1.007335: 194503.358086 bit/s, bytes received: 2454 B, packets received: 2
[client] second 1.108323: 194398.712810 bit/s, bytes received: 2454 B, packets received: 2
[client] second 1.209418: 97096.919809 bit/s, bytes received: 1227 B, packets received: 1
[client] second 1.309645: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 1.409920: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 1.510233: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 1.610445: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 1.710874: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 1.811122: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 1.911410: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 2.012481: 971204.537417 bit/s, bytes received: 12270 B, packets received: 10
[client] second 2.113046: 195217.384880 bit/s, bytes received: 2454 B, packets received: 2
[client] second 2.213725: 292492.891046 bit/s, bytes received: 3681 B, packets received: 3
[client] second 2.314678: 291699.930477 bit/s, bytes received: 3681 B, packets received: 3
[client] second 2.415499: 292082.533986 bit/s, bytes received: 3681 B, packets received: 3
[client] second 2.516459: 329317.556915 bit/s, bytes received: 4156 B, packets received: 4
[client] second 2.617133: 390013.032121 bit/s, bytes received: 4908 B, packets received: 4
[client] second 2.718183: 291419.967940 bit/s, bytes received: 3681 B, packets received: 3
[client] second 2.818712: 390094.189901 bit/s, bytes received: 4902 B, packets received: 4
[client] second 2.919726: 291524.631153 bit/s, bytes received: 3681 B, packets received: 3
[client] second 3.019802: 392341.737887 bit/s, bytes received: 4908 B, packets received: 4
[client] second 3.120169: 391204.077609 bit/s, bytes received: 4908 B, packets received: 4
[client] second 3.221036: 389265.434592 bit/s, bytes received: 4908 B, packets received: 4
[client] second 3.321791: 389696.954045 bit/s, bytes received: 4908 B, packets received: 4
[client] second 3.422834: 388588.006336 bit/s, bytes received: 4908 B, packets received: 4
[client] second 3.522850: 392577.116997 bit/s, bytes received: 4908 B, packets received: 4
[client] second 3.623579: 292349.372391 bit/s, bytes received: 3681 B, packets received: 3
[client] second 3.724066: 0.000000 bit/s, bytes received: 0 B, packets received: 0
