Bandwidth: 100 Mbit/s
RTT: 2000 ms
BDP: 25000000 B/s
Max In-Flight Packets: 19531
[server] starting server with pid 856243, port 18080, cc cubic, iw 32
[server][session 0] open
[client] connection establishment time: 4.005897 s
[server][session 0][stream 0] open
[client] time to first byte: 6.006887 s
[client] second 0.100117: 1080432.651308 bit/s, bytes received: 13521 B, packets received: 20
[client] second 0.201330: 194282.329532 bit/s, bytes received: 2458 B, packets received: 2
[client] second 0.302308: 194575.410271 bit/s, bytes received: 2456 B, packets received: 2
[client] second 0.403325: 194343.322407 bit/s, bytes received: 2454 B, packets received: 2
[client] second 0.504035: 194935.865683 bit/s, bytes received: 2454 B, packets received: 2
[client] second 0.604279: 195843.608464 bit/s, bytes received: 2454 B, packets received: 2
[client] second 0.705116: 194692.132355 bit/s, bytes received: 2454 B, packets received: 2
[client] second 0.805727: 195126.859742 bit/s, bytes received: 2454 B, packets received: 2
[client] second 0.905989: 195806.386143 bit/s, bytes received: 2454 B, packets received: 2
[client] second 1.006050: 196199.264858 bit/s, bytes received: 2454 B, packets received: 2
[client] second 1.106284: 195863.223459 bit/s, bytes received: 2454 B, packets received: 2
[client] second 1.207277: 97194.718429 bit/s, bytes received: 1227 B, packets received: 1
[client] second 1.307527: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 1.407808: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 1.508412: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 1.608650: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 1.709249: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 1.809947: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 1.910188: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 2.010748: 976132.370232 bit/s, bytes received: 12270 B, packets received: 10
[client] second 2.112007: 193878.398209 bit/s, bytes received: 2454 B, packets received: 2
[client] second 2.212535: 292935.118771 bit/s, bytes received: 3681 B, packets received: 3
[client] second 2.313267: 292339.992324 bit/s, bytes received: 3681 B, packets received: 3
[client] second 2.414110: 292016.843763 bit/s, bytes received: 3681 B, packets received: 3
[client] second 2.514641: 330723.537216 bit/s, bytes received: 4156 B, packets received: 4
[client] second 2.615589: 291716.121026 bit/s, bytes received: 3681 B, packets received: 3
[client] second 2.715653: 392387.447667 bit/s, bytes received: 4908 B, packets received: 4
[client] second 2.816350: 291963.867346 bit/s, bytes received: 3675 B, packets received: 3
[client] second 2.916453: 392239.194302 bit/s, bytes received: 4908 B, packets received: 4
[client] second 3.016601: 392057.590608 bit/s, bytes received: 4908 B, packets received: 4
[client] second 3.116939: 391321.013392 bit/s, bytes received: 4908 B, packets received: 4
[client] second 3.217641: 389897.643229 bit/s, bytes received: 4908 B, packets received: 4
[client] second 3.318520: 389221.834389 bit/s, bytes received: 4908 B, packets received: 4
[client] second 3.419260: 389756.379630 bit/s, bytes received: 4908 B, packets received: 4
[client] second 3.519919: 390066.183395 bit/s, bytes received: 4908 B, packets received: 4
[client] second 3.620640: 292373.722163 bit/s, bytes received: 3681 B, packets received: 3
[client] second 3.720819: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 3.821000: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 3.921243: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 4.022122: 1013577.394988 bit/s, bytes received: 12781 B, packets received: 11
[client] second 4.122429: 489296.567794 bit/s, bytes received: 6135 B, packets received: 5
[client] second 4.223177: 487152.939263 bit/s, bytes received: 6135 B, packets received: 5
[client] second 4.323901: 486799.263272 bit/s, bytes received: 6129 B, packets received: 5
[client] second 4.424458: 488078.920969 bit/s, bytes received: 6135 B, packets received: 5
[client] second 4.525508: 485702.989119 bit/s, bytes received: 6135 B, packets received: 5
[client] second 4.625952: 488629.488268 bit/s, bytes received: 6135 B, packets received: 5
[client] second 4.726742: 486954.438021 bit/s, bytes received: 6135 B, packets received: 5
[client] second 4.826796: 588640.285915 bit/s, bytes received: 7362 B, packets received: 6
[client] second 4.927280: 488034.346233 bit/s, bytes received: 6130 B, packets received: 5
[client] second 5.028078: 292149.372538 bit/s, bytes received: 3681 B, packets received: 3
[client] second 5.128527: 431981.259468 bit/s, bytes received: 5424 B, packets received: 5
[client] second 5.229224: 389922.664047 bit/s, bytes received: 4908 B, packets received: 4
[client] second 5.329827: 390285.621503 bit/s, bytes received: 4908 B, packets received: 4
[client] second 5.429983: 392028.838801 bit/s, bytes received: 4908 B, packets received: 4
[client] second 5.530487: 488341.906596 bit/s, bytes received: 6135 B, packets received: 5
[client] second 5.631079: 292745.151249 bit/s, bytes received: 3681 B, packets received: 3
[client] second 5.731259: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 5.831444: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 5.931623: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 6.031876: 880258.324817 bit/s, bytes received: 11031 B, packets received: 9
[client] second 6.132811: 583507.172157 bit/s, bytes received: 7362 B, packets received: 6
[client] second 6.233643: 389398.298108 bit/s, bytes received: 4908 B, packets received: 4
[client] second 6.333675: 588770.751417 bit/s, bytes received: 7362 B, packets received: 6
[client] second 6.433711: 392501.886436 bit/s, bytes received: 4908 B, packets received: 4
[client] second 6.534045: 628216.317147 bit/s, bytes received: 7879 B, packets received: 7
[client] second 6.634872: 584131.985582 bit/s, bytes received: 7362 B, packets received: 6
[client] second 6.735293: 488740.788436 bit/s, bytes received: 6135 B, packets received: 5
[client] second 6.835653: 586367.698322 bit/s, bytes received: 7356 B, packets received: 6
[client] second 6.936513: 389292.701740 bit/s, bytes received: 4908 B, packets received: 4
[client] second 7.037141: 585284.693064 bit/s, bytes received: 7362 B, packets received: 6
[client] second 7.137737: 389835.756339 bit/s, bytes received: 4902 B, packets received: 4
[client] second 7.238018: 391540.499462 bit/s, bytes received: 4908 B, packets received: 4
[client] second 7.338755: 292326.262872 bit/s, bytes received: 3681 B, packets received: 3
[client] second 7.439837: 485546.954893 bit/s, bytes received: 6135 B, packets received: 5
[client] second 7.540257: 195497.835806 bit/s, bytes received: 2454 B, packets received: 2
[client] second 7.640702: 390902.999069 bit/s, bytes received: 4908 B, packets received: 4
[client] second 7.741108: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 7.841365: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 7.941578: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 8.042012: 1116278.443646 bit/s, bytes received: 14014 B, packets received: 12
[client] second 8.142602: 389860.365748 bit/s, bytes received: 4902 B, packets received: 4
[client] second 8.243114: 585958.591185 bit/s, bytes received: 7362 B, packets received: 6
[client] second 8.344175: 388516.272740 bit/s, bytes received: 4908 B, packets received: 4
[client] second 8.444937: 584507.368990 bit/s, bytes received: 7362 B, packets received: 6
[client] second 8.545845: 388632.795948 bit/s, bytes received: 4902 B, packets received: 4
[client] second 8.646274: 586444.826108 bit/s, bytes received: 7362 B, packets received: 6
[client] second 8.746901: 585287.956040 bit/s, bytes received: 7362 B, packets received: 6
[client] second 8.847262: 586841.110408 bit/s, bytes received: 7362 B, packets received: 6
[client] second 8.948002: 430809.959949 bit/s, bytes received: 5425 B, packets received: 5
[client] second 9.048167: 489990.946549 bit/s, bytes received: 6135 B, packets received: 5
[client] second 9.149128: 485654.689353 bit/s, bytes received: 6129 B, packets received: 5
[client] second 9.249686: 390464.142471 bit/s, bytes received: 4908 B, packets received: 4
[client] second 9.350003: 195698.748452 bit/s, bytes received: 2454 B, packets received: 2
[client] second 9.450565: 585670.540413 bit/s, bytes received: 7362 B, packets received: 6
[client] second 9.550841: 195778.306876 bit/s, bytes received: 2454 B, packets received: 2
[client] second 9.651563: 292369.704708 bit/s, bytes received: 3681 B, packets received: 3
[client] second 9.752520: 97229.294937 bit/s, bytes received: 1227 B, packets received: 1
[client] second 9.852701: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 9.952887: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 10.053193: 880746.044459 bit/s, bytes received: 11043 B, packets received: 9
[client] second 10.153249: 490524.227279 bit/s, bytes received: 6135 B, packets received: 5
[client] second 10.253693: 585878.266945 bit/s, bytes received: 7356 B, packets received: 6
[client] second 10.354761: 429415.194091 bit/s, bytes received: 5425 B, packets received: 5
[client] second 10.455097: 586987.604252 bit/s, bytes received: 7362 B, packets received: 6
[client] second 10.555485: 586686.957652 bit/s, bytes received: 7362 B, packets received: 6
[client] second 10.655840: 391249.943725 bit/s, bytes received: 4908 B, packets received: 4
[client] second 10.756057: 783581.235061 bit/s, bytes received: 9816 B, packets received: 8
[client] second 10.857096: 485751.713594 bit/s, bytes received: 6135 B, packets received: 5
[client] second 10.957693: 389831.908251 bit/s, bytes received: 4902 B, packets received: 4
[client] second 11.057941: 489589.680455 bit/s, bytes received: 6135 B, packets received: 5
[client] second 11.158408: 390811.782482 bit/s, bytes received: 4908 B, packets received: 4
[client] second 11.258962: 488098.899737 bit/s, bytes received: 6135 B, packets received: 5
[client] second 11.359781: 389450.578906 bit/s, bytes received: 4908 B, packets received: 4
[client] second 11.460123: 432039.211525 bit/s, bytes received: 5419 B, packets received: 5
[client] second 11.560584: 390841.449269 bit/s, bytes received: 4908 B, packets received: 4
[client] second 11.661258: 97502.478387 bit/s, bytes received: 1227 B, packets received: 1
[client] second 11.762106: 96858.630099 bit/s, bytes received: 1221 B, packets received: 1
[client] second 11.862335: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 11.962684: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 12.063009: 978419.939513 bit/s, bytes received: 12270 B, packets received: 10
[client] second 12.163366: 684677.072206 bit/s, bytes received: 8589 B, packets received: 7
[client] second 12.264059: 389936.465204 bit/s, bytes received: 4908 B, packets received: 4
[client] second 12.364528: 586214.225328 bit/s, bytes received: 7362 B, packets received: 6
[client] second 12.465591: 388506.754342 bit/s, bytes received: 4908 B, packets received: 4
[client] second 12.566006: 585890.021137 bit/s, bytes received: 7354 B, packets received: 6
[client] second 12.666030: 392546.695576 bit/s, bytes received: 4908 B, packets received: 4
[client] second 12.766804: 917853.154808 bit/s, bytes received: 11562 B, packets received: 10
[client] second 12.867862: 485664.015615 bit/s, bytes received: 6135 B, packets received: 5
[client] second 12.968476: 390244.883733 bit/s, bytes received: 4908 B, packets received: 4
[client] second 13.068555: 490410.643374 bit/s, bytes received: 6135 B, packets received: 5
[client] second 13.168638: 392316.103825 bit/s, bytes received: 4908 B, packets received: 4
[client] second 13.269105: 487878.582174 bit/s, bytes received: 6127 B, packets received: 5
[client] second 13.369149: 392468.153894 bit/s, bytes received: 4908 B, packets received: 4
[client] second 13.469686: 389906.544971 bit/s, bytes received: 4900 B, packets received: 4
[client] second 13.570157: 390797.985420 bit/s, bytes received: 4908 B, packets received: 4
[client] second 13.670849: 97485.773766 bit/s, bytes received: 1227 B, packets received: 1
[client] second 13.771697: 97335.017591 bit/s, bytes received: 1227 B, packets received: 1
[client] second 13.871926: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 13.972157: 0.000000 bit/s, bytes received: 0 B, packets received: 0
[client] second 14.072841: 1016326.487276 bit/s, bytes received: 12791 B, packets received: 11
[client] second 14.173120: 685209.546707 bit/s, bytes received: 8589 B, packets received: 7
[client] second 14.273823: 389897.631614 bit/s, bytes received: 4908 B, packets received: 4
